Samw_Sam_Sam_M_rep2_11	0.44749	1.17932	0.42487	1.07431	0.34571	1.02100	0.45072	0.89660	0.48788	0.93376	0.59450	1.02746	0.70759	1.14701	0.80290	0.95961	0.78675	0.90953	1.05654	0.76413	1.00646	0.64458	1.71728	1.05815	2.01130	0.69628	1.92245	0.52827	1.17932	0.36510	
Samw_Sam_Sam_M_rep2_12	0.38449	1.20032	0.36510	1.07915	0.29079	1.01453	0.40872	0.85945	0.45072	0.91114	0.56219	1.03554	0.68497	1.18255	0.80452	0.96284	0.79159	0.91114	1.12762	0.75928	1.06461	0.62843	1.84814	1.06623	2.14377	0.69305	2.05169	0.53150	1.27302	0.33441	
Samw_Sam_Sam_M_rep2_13	0.38933	1.19547	0.37479	1.07431	0.30371	1.00323	0.41680	0.86429	0.45880	0.91114	0.56381	1.03230	0.67689	1.17770	0.79644	0.96122	0.77544	0.90791	1.09854	0.75928	1.02423	0.62358	1.79806	1.08239	2.10662	0.69466	2.00646	0.52180	1.21647	0.32794	
Samw_Sam_Sam_M_rep2_14	0.40226	1.19547	0.38125	1.08239	0.30694	1.01453	0.41680	0.87883	0.46041	0.92407	0.53634	1.03715	0.68174	1.16478	0.79644	0.95799	0.77382	0.90629	1.08885	0.75605	1.00646	0.63327	1.75121	1.05654	2.03553	0.65428	1.93053	0.49272	1.18093	0.36187	
Samw_Sam_Sam_M_rep2_15	0.39418	1.18416	0.38449	1.06946	0.31502	1.00161	0.42649	0.87075	0.46526	0.91599	0.56058	1.03230	0.68012	1.17285	0.79967	0.97253	0.78513	0.91599	1.08239	0.78836	1.02584	0.65751	1.73990	1.11308	2.06623	0.76736	1.98707	0.61066	1.20839	0.38772	
Samw_Sam_Sam_M_rep2_16	0.41033	1.21324	0.40064	1.09369	0.31825	1.03230	0.41841	0.89176	0.46203	0.93376	0.57027	1.04523	0.68982	1.18093	0.78998	0.96930	0.76575	0.91437	1.08400	0.75605	1.00969	0.62520	1.77382	1.05169	2.06946	0.66235	1.96607	0.49111	1.19709	0.33602	
Samw_Sam_Sam_M_rep2_17	0.41195	1.20193	0.39256	1.09046	0.32310	1.02584	0.42810	0.89014	0.47011	0.93053	0.57027	1.04523	0.68497	1.18255	0.80452	0.97092	0.78513	0.91437	1.07592	0.76736	1.00484	0.63974	1.71405	1.07108	2.02423	0.69305	1.92406	0.52504	1.17932	0.36348	
Samw_Sam_Sam_M_rep2_18	0.43295	1.16316	0.42003	1.06138	0.35218	0.99838	0.46526	0.86914	0.50242	0.91114	0.59612	1.02584	0.70759	1.15670	0.82067	0.96284	0.80290	0.91114	1.08562	0.78513	1.03392	0.65428	1.74313	1.11146	2.07269	0.74798	1.97738	0.57188	1.22940	0.38287	
Samw_Sam_Sam_M_rep2_19	0.40549	1.19870	0.39095	1.08077	0.32471	1.01292	0.43618	0.87722	0.47172	0.91922	0.58319	1.04038	0.69143	1.18255	0.82390	0.97415	0.80290	0.91760	1.10985	0.78029	1.04684	0.64458	1.79644	1.10016	2.09854	0.73505	1.99030	0.55573	1.23586	0.37641	
Samw_Sam_Sam_M_rep2_20	0.38610	1.19870	0.36995	1.08077	0.28917	1.02584	0.40549	0.89337	0.44588	0.93376	0.54442	1.03877	0.67366	1.16639	0.78998	0.96930	0.77221	0.92083	1.07108	0.77544	0.99999	0.65428	1.78675	1.07269	2.09046	0.70274	1.98707	0.52988	1.19870	0.36510	
Samw_Sam_Sam_M_rep2_21	0.42810	1.18578	0.41357	1.06623	0.34571	0.99676	0.45072	0.86268	0.49272	0.90629	0.59935	1.02746	0.71243	1.16639	0.82714	0.95961	0.80613	0.90468	1.11631	0.76413	1.05977	0.62035	1.81098	1.08562	2.10985	0.71082	2.00969	0.52988	1.24555	0.34733	
Samw_Sam_Sam_M_rep2_22	0.42487	1.17447	0.39903	1.06946	0.33925	1.00807	0.44426	0.88045	0.47819	0.92245	0.56704	1.02584	0.68820	1.15347	0.79806	0.96445	0.77867	0.91437	1.08885	0.78836	1.01130	0.65589	1.73182	1.10177	2.03069	0.73020	1.93214	0.56058	1.19386	0.39095	
