Background,Genotype1,Genotype2,Sex,Replicate,Scale,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,"	X6",Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,CSize
sam,sam,sam,m,rep2,0.007,0.04460974,-0.11471694,0.2206085,-0.0352347,0.24046071,0.01775734,0.15537269,0.0903188,-0.11671643,0.06241674,-0.19327982,0.0499902,-0.01506698,-0.05464863,-0.00475535,-0.01637029,-0.08607009,0.00110389,-0.08347447,0.0173246,-0.14729794,0.0186575,-0.16795864,-0.01106348,-0.19637147,-0.02102004,-0.18088561,-0.0665349,-0.14596757,-0.10112981,-0.10071404,-0.12142882,-0.05173048,-0.12554927,-0.0036929,-0.12185942,0.08927291,-0.10617039,0.13887803,-0.09159548,0.18377085,-0.06848409,0.23699486,-0.00836445,0.21960497,0.05459822,0.18742234,0.07733194,0.10322976,0.0997885,0.05697862,0.10051615,0.00726193,0.09599589,-0.05380397,0.08585374,-0.14950884,0.03576158,-0.19432507,0.02598256,0.01765818,-0.07935727,-0.06240969,-0.03514693,-0.11334439,-0.02102958,0.14800734,-0.02383093,0.0709916,-0.01407945,-0.04668103,-0.00863917,-0.13895573,0.00183632,0.17919759,0.02759306,0.12135781,0.03159472,0.05505184,0.03222791,-0.01610283,0.02858296,-0.11183413,0.01722818,0.10171559,0.07664331,0.04766348,0.0682509,-0.01294904,0.05822452,-0.07232346,0.04362335,-0.15205756,0.06329353,-0.00783181,-0.03624235,587.1759826
sam,sam,sam,m,rep2,0.007,0.04419885,-0.11392296,0.22352426,-0.03314423,0.24192535,0.01899742,0.15783732,0.08936887,-0.11908346,0.05636937,-0.19129834,0.04975209,-0.02059552,-0.0514921,-0.0084027,-0.01531356,-0.08894656,0.00168755,-0.08645188,0.01671627,-0.14500197,0.01960072,-0.16921859,-0.00984785,-0.19725997,-0.01776742,-0.17900843,-0.06629035,-0.14588148,-0.10264218,-0.09981895,-0.12149543,-0.05097398,-0.12469521,-0.00317873,-0.12106016,0.0892317,-0.10491993,0.13840331,-0.09014834,0.18320642,-0.06788627,0.23839417,-0.00962045,0.22047478,0.0548536,0.18805047,0.0776868,0.10351305,0.09798946,0.057559,0.09771454,0.00820306,0.09259831,-0.05235916,0.08222266,-0.14800656,0.03449222,-0.1936417,0.02321192,0.01656031,-0.07767259,-0.06547083,-0.03287127,-0.11731783,-0.01936226,0.1489166,-0.02292167,0.07120326,-0.01399363,-0.04735515,-0.00876103,-0.13977183,0.00349354,0.17988036,0.02874161,0.12157092,0.03237781,0.05476212,0.03251276,-0.0168727,0.02928088,-0.11317704,0.01751011,0.10433444,0.07685457,0.05047025,0.06767045,-0.00986292,0.05659242,-0.06917376,0.04227771,-0.15205713,0.05959019,-0.01203284,-0.03433494,591.5970043
sam,sam,sam,m,rep2,0.007,0.04787035,-0.1157629,0.22006455,-0.03553224,0.23881382,0.01719071,0.15716729,0.09098495,-0.11467553,0.06290377,-0.19076195,0.05021488,-0.01566751,-0.05561846,-0.00735859,-0.0160516,-0.08902739,0.00191562,-0.08724693,0.01703977,-0.14993436,0.02062673,-0.16727563,-0.0102478,-0.19466113,-0.02058539,-0.18077378,-0.06724122,-0.14620347,-0.10284538,-0.09999547,-0.12203771,-0.05087477,-0.12635815,-0.00273893,-0.12318134,0.09026347,-0.10734207,0.13968985,-0.09186007,0.1842326,-0.06819874,0.23618703,-0.00795319,0.21947163,0.05347386,0.18843497,0.07756689,0.10412487,0.10060719,0.05776235,0.1008767,0.00804845,0.0958817,-0.05296437,0.08542518,-0.14900454,0.03602998,-0.19206261,0.02659784,0.0192513,-0.08097893,-0.06152947,-0.0365327,-0.11260198,-0.02190337,0.14703759,-0.02266996,0.0703883,-0.01377382,-0.04640478,-0.00866548,-0.13754833,0.00321542,0.17731151,0.0275111,0.11923251,0.03167143,0.05264186,0.03220704,-0.01871695,0.0286392,-0.1151806,0.01827513,0.10265164,0.07851738,0.04802935,0.06925039,-0.0131049,0.05787373,-0.07324354,0.04340589,-0.14983596,0.06393698,-0.00928181,-0.03649893,589.0113164
sam,sam,sam,m,rep2,0.007,0.04504842,-0.11600442,0.22114828,-0.0364981,0.24088056,0.01652099,0.15227338,0.09363349,-0.12037873,0.05774279,-0.18877788,0.04956889,-0.01902035,-0.05335781,-0.00522683,-0.01459837,-0.08962564,0.00092873,-0.08827203,0.01709484,-0.14730699,0.01865871,-0.16836452,-0.00952943,-0.19490714,-0.01760956,-0.17872599,-0.06543872,-0.14520956,-0.1013001,-0.09959409,-0.12098561,-0.05063283,-0.1253986,-0.00255723,-0.12250801,0.09049058,-0.10754218,0.1401564,-0.09269305,0.18503711,-0.06926408,0.23773535,-0.00863422,0.22113419,0.05457948,0.18962059,0.0788838,0.10464161,0.10092443,0.0583282,0.1006108,0.00877132,0.0950748,-0.05200684,0.08424384,-0.14722714,0.03473347,-0.19084416,0.0269219,0.01594409,-0.0811235,-0.06381547,-0.03430743,-0.11495042,-0.0199135,0.14846555,-0.02280437,0.07137348,-0.01390627,-0.0461276,-0.00889485,-0.13795034,0.00190568,0.17871986,0.02820989,0.12021176,0.03278611,0.05308912,0.03339365,-0.0188829,0.03009242,-0.11534995,0.01750534,0.10133055,0.07590257,0.04754812,0.06715455,-0.01255455,0.05649573,-0.07175637,0.04273,-0.15179683,0.06084364,-0.01008611,-0.03482834,560.4895686
sam,10514,sam,m,rep1,0.007,0.04426373,-0.11856207,0.21988225,-0.03856591,0.23965325,0.02382969,0.14654852,0.09537488,-0.11774955,0.06126851,-0.18684672,0.05003222,-0.02190239,-0.05487463,-0.00642676,-0.01841303,-0.08880535,0.00019671,-0.08720953,0.01734398,-0.14295413,0.02229931,-0.16493176,-0.00946608,-0.19258902,-0.01824615,-0.1789759,-0.06570139,-0.14537878,-0.10147827,-0.10023997,-0.12297299,-0.05076828,-0.12793415,-0.00231241,-0.12475945,0.09147972,-0.11032879,0.14192585,-0.09567427,0.18700737,-0.07086043,0.23718643,-0.0078835,0.22197351,0.05488889,0.1899899,0.07862568,0.10505028,0.10204382,0.05839136,0.10257856,0.008401,0.09755211,-0.05286812,0.08679042,-0.14950886,0.03723517,-0.18877596,0.02709273,0.01555629,-0.0831973,-0.06416913,-0.03672857,-0.11473714,-0.0212855,0.1469702,-0.02706071,0.07049104,-0.01936477,-0.04587969,-0.01090566,-0.13634648,0.00338502,0.17730552,0.03057199,0.11954403,0.03290409,0.05344819,0.03233573,-0.0173789,0.02881812,-0.11222579,0.01947197,0.09572041,0.08013334,0.04414596,0.07018244,-0.01364697,0.05894666,-0.07065358,0.04534225,-0.14984445,0.06283509,-0.01180918,-0.03781571,562.130129
sam,10514,sam,m,rep2,0.007,0.04047877,-0.11980099,0.21957664,-0.03677869,0.23857206,0.0275455,0.14923657,0.09532267,-0.11519654,0.06226539,-0.18781445,0.05101725,-0.01666195,-0.05734327,-0.00767525,-0.02000846,-0.08714041,-0.00026533,-0.08504113,0.01745974,-0.14412328,0.02142366,-0.1655477,-0.00954616,-0.19466018,-0.01825804,-0.17882325,-0.06458278,-0.14664511,-0.10148983,-0.10127535,-0.12286357,-0.05173484,-0.12817719,-0.00313404,-0.12561747,0.0906906,-0.11034362,0.1407463,-0.0945974,0.18531572,-0.06956866,0.23672838,-0.00802148,0.22164969,0.05497921,0.18975069,0.079016,0.10461782,0.1027021,0.05788034,0.10274848,0.00796992,0.09691773,-0.05306919,0.08539462,-0.15034823,0.03789889,-0.19003325,0.02856416,0.01577298,-0.08315983,-0.06252549,-0.03730289,-0.11246858,-0.02211178,0.14641555,-0.0270592,0.06981122,-0.01981669,-0.04669432,-0.01136021,-0.13734455,0.00274359,0.17695238,0.03130229,0.11945033,0.03264158,0.05365732,0.03228516,-0.01685163,0.02874316,-0.1119603,0.01912624,0.09794636,0.07995771,0.04563185,0.07015209,-0.01289442,0.05854822,-0.07048786,0.04411267,-0.14900747,0.06457792,-0.00969272,-0.0393725,586.2983379
sam,10514,sam,m,rep1,0.007,0.04097023,-0.11986197,0.21881041,-0.03941588,0.24051492,0.02429695,0.14576698,0.09592813,-0.11706921,0.06181587,-0.18891898,0.04984895,-0.01877678,-0.05739413,-0.00503475,-0.01890963,-0.08721652,-0.00026049,-0.08497595,0.01724153,-0.14578276,0.02215563,-0.16554077,-0.00990003,-0.19441398,-0.01859249,-0.17692234,-0.06324314,-0.14406587,-0.09865571,-0.10002728,-0.12022947,-0.0511297,-0.12690316,-0.00263355,-0.12520154,0.09119796,-0.11073667,0.14129505,-0.09495269,0.18593361,-0.06988228,0.23817295,-0.00832981,0.22187922,0.05523108,0.1898894,0.07904468,0.10491977,0.10233484,0.05831569,0.10281173,0.00839309,0.09788851,-0.05280377,0.08725816,-0.14906022,0.03731954,-0.19083724,0.0259566,0.01638697,-0.08234698,-0.06346723,-0.03713159,-0.11381794,-0.02143595,0.14689793,-0.02696457,0.07041866,-0.01902272,-0.0457847,-0.01022675,-0.13685659,0.00193066,0.17857212,0.0298357,0.1207055,0.03219241,0.05447081,0.03242065,-0.01655949,0.02906218,-0.112294,0.01918849,0.09482524,0.07999653,0.04297332,0.06953464,-0.01514066,0.05782611,-0.07255846,0.04416886,-0.15056352,0.06359647,-0.00905757,-0.03928724,548.7694472
sam,10514,sam,m,rep2,0.007,0.04357987,-0.11959866,0.21899474,-0.03625859,0.23791685,0.02475863,0.14734592,0.09627606,-0.11533765,0.06333233,-0.18818032,0.05181562,-0.01423627,-0.05939139,-0.00173725,-0.02006704,-0.08845073,0.00018008,-0.08697081,0.01706335,-0.14379588,0.02178373,-0.16442579,-0.0077285,-0.19465269,-0.01524096,-0.18131298,-0.06546446,-0.147422,-0.10145293,-0.10177623,-0.12233529,-0.05228854,-0.12833599,-0.00357339,-0.12599092,0.09041344,-0.1106483,0.14059118,-0.09486473,0.18516619,-0.06960389,0.23538257,-0.00746366,0.22118177,0.05488674,0.18962452,0.07939126,0.10432173,0.10312147,0.0575177,0.10313065,0.00752936,0.09739489,-0.05364277,0.08606083,-0.15077329,0.03777231,-0.19053667,0.02740277,0.01773286,-0.08381672,-0.0611486,-0.0386376,-0.11122375,-0.02239744,0.14749505,-0.02688897,0.0709272,-0.01982467,-0.04607819,-0.0114626,-0.13681935,0.00383759,0.17607932,0.03010039,0.11857191,0.03195905,0.05275014,0.03162368,-0.01778517,0.02818553,-0.11254235,0.01891498,0.09647974,0.08033043,0.04453879,0.070387,-0.01361586,0.05897756,-0.07089353,0.04486831,-0.14898253,0.06439308,-0.00593827,-0.04047499,613.2592212
sam,10514,sam,m,rep1,0.007,0.04078543,-0.11947245,0.22123372,-0.03514446,0.2398248,0.02510026,0.14563463,0.09624984,-0.1156388,0.06190907,-0.18715923,0.05149743,-0.01716975,-0.05877133,-0.00739873,-0.0196395,-0.08838885,-0.00053089,-0.0856148,0.01663643,-0.14411163,0.02274596,-0.16558949,-0.00795991,-0.19276403,-0.01644001,-0.17919128,-0.06470696,-0.14640976,-0.10124581,-0.10122141,-0.12332712,-0.05150279,-0.12876878,-0.00289048,-0.12569478,0.09076629,-0.10977489,0.14077518,-0.09416898,0.18546959,-0.06946274,0.23717967,-0.00803921,0.2219397,0.05525891,0.18987411,0.07909936,0.1047891,0.10268635,0.05809331,0.10284782,0.00819825,0.09716063,-0.05284524,0.0858082,-0.14999208,0.0381052,-0.18905369,0.02853418,0.01549673,-0.08330655,-0.06325472,-0.03832659,-0.11297663,-0.02193613,0.14746143,-0.0261609,0.07067164,-0.0191149,-0.04646485,-0.01218468,-0.13683707,0.00392152,0.17785669,0.0307352,0.12015261,0.03227221,0.05416257,0.03102763,-0.01655818,0.02737415,-0.11188338,0.0192188,0.09526117,0.07959363,0.04363987,0.06941495,-0.01419264,0.058096,-0.07131307,0.04470088,-0.14875468,0.06405364,-0.01008923,-0.03987068,568.8850176
sam,10514,sam,m,rep2,0.007,0.04855513,-0.11849588,0.2162923,-0.03682051,0.23649086,0.02252993,0.15480277,0.09419073,-0.11513289,0.06315817,-0.18915551,0.05162775,-0.01533636,-0.05830488,-0.00660517,-0.01970248,-0.08937793,-0.00035963,-0.08618786,0.0176151,-0.14462939,0.02146934,-0.16658334,-0.00877284,-0.19549709,-0.01764729,-0.17952836,-0.06549409,-0.14650449,-0.10199117,-0.10106288,-0.12364539,-0.05136779,-0.12926061,-0.00269981,-0.12626819,0.09088955,-0.10967643,0.14048725,-0.09308915,0.18442986,-0.06770518,0.23386314,-0.00640073,0.22007651,0.05436442,0.18933229,0.07928945,0.1043133,0.10303564,0.0575925,0.10302462,0.00765403,0.09750714,-0.05350962,0.08640289,-0.15006002,0.03696844,-0.19134891,0.02766721,0.01946468,-0.08378902,-0.06143,-0.03837058,-0.11251325,-0.02201174,0.14433935,-0.02649945,0.06811062,-0.01961006,-0.04812991,-0.01150359,-0.13830746,0.00350952,0.17543959,0.02952372,0.11818356,0.03198502,0.05263699,0.0317818,-0.01761377,0.02850902,-0.11244521,0.01903826,0.10194103,0.08028717,0.04854824,0.07104073,-0.01127843,0.06006567,-0.06997989,0.04537947,-0.1494398,0.06522842,-0.00771844,-0.03978077,632.6327809
sam,10514,sam,m,rep1,0.007,0.03992491,-0.11971496,0.22044274,-0.03852134,0.24120041,0.02653503,0.14479993,0.09635134,-0.11612094,0.06162542,-0.18568037,0.05010837,-0.02207346,-0.05485654,-0.01022721,-0.0189728,-0.089678,-0.00037505,-0.08803571,0.01722162,-0.14202297,0.02142304,-0.16691661,-0.01002808,-0.19057132,-0.01985719,-0.17789456,-0.0654113,-0.14446839,-0.10112084,-0.099166,-0.12149124,-0.05006379,-0.12688973,-0.00167432,-0.12465699,0.09213471,-0.11095822,0.14253833,-0.09594764,0.18734504,-0.07073893,0.23844654,-0.00832821,0.22351577,0.05583361,0.19094486,0.07931262,0.10568446,0.10214436,0.05907749,0.10221937,0.00926922,0.09653475,-0.05170353,0.08530657,-0.14909278,0.03823867,-0.18757395,0.02746559,0.01426015,-0.0821931,-0.06581588,-0.03646564,-0.11623827,-0.02120421,0.14615492,-0.02747831,0.06970553,-0.01996655,-0.04653696,-0.01171382,-0.13644871,0.00323769,0.17812849,0.0306409,0.12009262,0.03217715,0.05368747,0.03187774,-0.01746613,0.02837651,-0.11242106,0.01920416,0.09451783,0.08095431,0.04347484,0.07030894,-0.01375202,0.05837228,-0.0703521,0.04479698,-0.14876413,0.0641507,-0.01458709,-0.03752701,525.800397
sam,10514,sam,m,rep2,0.007,0.03992002,-0.12109465,0.21763677,-0.03755344,0.23835098,0.02925516,0.14690114,0.09709437,-0.11789077,0.06230518,-0.18528932,0.05196656,-0.01692107,-0.06001285,-0.00407136,-0.02076056,-0.0881372,-0.00045088,-0.08598881,0.01755656,-0.1425304,0.02242654,-0.16347583,-0.00814713,-0.19165542,-0.01240516,-0.18065995,-0.06487125,-0.14837862,-0.10239269,-0.10252258,-0.12459216,-0.05240743,-0.13033571,-0.00350932,-0.12733482,0.09048204,-0.11112706,0.14055537,-0.094909,0.18489865,-0.06940659,0.23555762,-0.00775629,0.22288394,0.05583351,0.19067336,0.08041055,0.10467693,0.10333856,0.05781755,0.10319864,0.00778446,0.09750464,-0.0534869,0.08634516,-0.15053314,0.03770195,-0.18768483,0.02774408,0.01442829,-0.08570589,-0.06205605,-0.0390223,-0.11113664,-0.02257617,0.14609795,-0.02696998,0.07014982,-0.02053733,-0.04580443,-0.01229488,-0.13536669,0.00338095,0.17643283,0.03226024,0.11903116,0.0326702,0.05336834,0.03116774,-0.01704032,0.02779365,-0.11160793,0.01926686,0.09595606,0.08205314,0.04453629,0.07117931,-0.01315209,0.05911412,-0.07028272,0.04573322,-0.14915973,0.06448786,-0.00738998,-0.04153194,590.1331212
sam,10514,sam,m,rep1,0.007,0.04466854,-0.12030079,0.21754529,-0.0344175,0.23521407,0.02401785,0.15423363,0.09507878,-0.11701295,0.06338835,-0.18692351,0.0518901,-0.01573,-0.0588214,-0.00565206,-0.01980032,-0.08866156,-0.00002146,-0.08594004,0.01718233,-0.14351995,0.02178583,-0.16457051,-0.00876608,-0.19319357,-0.01376342,-0.18082947,-0.06556109,-0.14866203,-0.10342114,-0.10242228,-0.12565531,-0.05212025,-0.13066547,-0.00323357,-0.12742416,0.09074956,-0.1109749,0.14070999,-0.09443649,0.18465249,-0.06846406,0.2326022,-0.00624827,0.22025787,0.05415186,0.18974697,0.07953726,0.10442751,0.10401096,0.05745923,0.10426989,0.00726609,0.0989955,-0.05422314,0.08801238,-0.15072224,0.03715884,-0.18934551,0.02652945,0.01829225,-0.08415959,-0.06136288,-0.03879737,-0.11151013,-0.02209067,0.14528332,-0.02641215,0.06919263,-0.02014118,-0.0467214,-0.01133784,-0.13678697,0.0026902,0.17420796,0.03002148,0.11726061,0.03212287,0.05207186,0.03186706,-0.01778085,0.02846871,-0.11182438,0.01900355,0.10159672,0.08107801,0.0486073,0.0711154,-0.01078788,0.05963753,-0.06928535,0.04544064,-0.14933107,0.06435542,-0.00789254,-0.04012958,626.0805503
sam,10514,sam,m,rep2,0.007,0.0433131,-0.12034552,0.21849381,-0.03545531,0.23490638,0.02480665,0.15463715,0.09470142,-0.11388589,0.06429482,-0.18625087,0.05295293,-0.01881031,-0.05865619,-0.00698457,-0.02002764,-0.08827372,-0.0008084,-0.08607106,0.01736002,-0.14494307,0.02103661,-0.16428947,-0.00967122,-0.19383692,-0.01775444,-0.17956902,-0.06569844,-0.14758793,-0.10359862,-0.10109635,-0.124218,-0.05125437,-0.13024149,-0.00243699,-0.12715327,0.09132371,-0.11023545,0.14091016,-0.09321697,0.18505964,-0.06791482,0.23415851,-0.00627835,0.21921863,0.05358967,0.18945592,0.0791506,0.10460485,0.10371544,0.05775449,0.10393622,0.00764883,0.09892577,-0.05379404,0.08807309,-0.15091022,0.03852269,-0.18897821,0.02753211,0.01665532,-0.084313,-0.06300268,-0.03960276,-0.1128379,-0.0237616,0.14566099,-0.02685838,0.06934789,-0.02032794,-0.04691765,-0.01169565,-0.13715814,0.00298491,0.17448372,0.03047909,0.11736444,0.03198901,0.05200023,0.03162549,-0.0180246,0.02833941,-0.11279791,0.01862073,0.10204572,0.08160491,0.0485987,0.07208026,-0.01111526,0.06007725,-0.07000469,0.04576293,-0.14734766,0.06618116,-0.00946268,-0.04050972,620.6919328
sam,10514,sam,m,rep1,0.007,0.04160963,-0.12104637,0.21951998,-0.03907927,0.23916971,0.02442753,0.1436238,0.09831399,-0.11750444,0.06349842,-0.18796315,0.05233102,-0.0206181,-0.05722853,-0.00887539,-0.01933344,-0.08910573,0.00042604,-0.08750483,0.01751452,-0.14363562,0.02239276,-0.15393811,-0.01212407,-0.19218598,-0.0174061,-0.17989686,-0.06462841,-0.14612999,-0.10015258,-0.10128921,-0.12207767,-0.05181134,-0.12887923,-0.00292734,-0.12675481,0.09144112,-0.11200347,0.14212109,-0.09657197,0.18718015,-0.07109454,0.23708571,-0.00776749,0.2223125,0.05477479,0.1908749,0.07952435,0.10547734,0.1043933,0.05840627,0.10475719,0.0081804,0.09912528,-0.05324066,0.08775198,-0.15049313,0.03838661,-0.18940924,0.02844995,0.01565886,-0.08593904,-0.05875748,-0.03948645,-0.10605573,-0.02356559,0.14593035,-0.02783238,0.0697852,-0.01949326,-0.04643885,-0.01207294,-0.13596375,0.00391528,0.17692229,0.03050591,0.11911603,0.0326002,0.05297576,0.03203763,-0.01791534,0.02861903,-0.11309211,0.01947,0.09348133,0.08178986,0.04238871,0.07078765,-0.01493158,0.05873765,-0.07163618,0.04509676,-0.14995123,0.06416391,-0.01198973,-0.039254,513.3969214
sam,10514,sam,m,rep2,0.007,0.04249972,-0.11980098,0.2187522,-0.0347775,0.23592794,0.02425626,0.15345601,0.09511457,-0.11510339,0.06340538,-0.18809771,0.05312149,-0.01839858,-0.06049412,-0.00689042,-0.01947427,-0.08678811,-0.00027544,-0.08461949,0.01702994,-0.14450885,0.02131479,-0.16505991,-0.00938398,-0.19148651,-0.01777623,-0.18091278,-0.06612864,-0.14737295,-0.10279106,-0.10145101,-0.12442476,-0.05151549,-0.12980753,-0.00278909,-0.1265904,0.09086552,-0.10992466,0.14067504,-0.09363779,0.18489703,-0.06835593,0.23418208,-0.00655755,0.21975006,0.05398292,0.18927307,0.07904611,0.10448454,0.10428572,0.05754873,0.10450526,0.00748928,0.09875038,-0.05370408,0.0871854,-0.15054032,0.03784003,-0.18930575,0.0278478,0.01480868,-0.08553804,-0.06299008,-0.03965267,-0.1122662,-0.02253268,0.145933,-0.02662501,0.06997106,-0.02019286,-0.04554807,-0.01152543,-0.13541379,0.00279982,0.17528424,0.03061625,0.11823092,0.03245787,0.05293717,0.03170073,-0.0170198,0.0281704,-0.11169753,0.01889143,0.10053868,0.08165014,0.04755979,0.0713492,-0.01179058,0.05937698,-0.07036068,0.04522558,-0.14911837,0.06709767,-0.01031524,-0.0407546,638.6238657
sam,10514,sam,m,rep1,0.007,0.03719217,-0.12073358,0.22111475,-0.03562387,0.23945966,0.02653184,0.14904821,0.09725419,-0.11767363,0.06068005,-0.18584858,0.05081996,-0.02004531,-0.05777339,-0.00879877,-0.0208211,-0.08770175,-0.00125636,-0.08601979,0.0160363,-0.14304006,0.02062489,-0.16476742,-0.00789064,-0.1921725,-0.01384112,-0.17865739,-0.06374091,-0.14655599,-0.10068709,-0.10124644,-0.1223824,-0.0517147,-0.12880216,-0.00298686,-0.12638288,0.09061666,-0.10988534,0.14030341,-0.09353547,0.184784,-0.06888554,0.23778241,-0.0086215,0.22213037,0.05494135,0.19075745,0.07990413,0.10525051,0.10422546,0.05841443,0.10356579,0.00871201,0.09663423,-0.05201225,0.08423907,-0.14929266,0.03802391,-0.18806294,0.02817849,0.01312474,-0.08392612,-0.06442412,-0.03823938,-0.11349478,-0.02215458,0.14729777,-0.02557277,0.0705605,-0.01947304,-0.04651566,-0.01279264,-0.13644844,0.00338313,0.17733238,0.03157891,0.11964301,0.032741,0.05368841,0.03109606,-0.01696366,0.02679565,-0.11199496,0.01758024,0.09725791,0.08296707,0.04550598,0.07129313,-0.01254235,0.05816359,-0.07006825,0.04392076,-0.14897729,0.06198722,-0.01195021,-0.04014456,539.891605
sam,10514,sam,m,rep2,0.007,0.04741366,-0.1198215,0.21841625,-0.03584491,0.23666403,0.02252862,0.14962106,0.09550971,-0.11721218,0.06318864,-0.18978463,0.05216203,-0.01530534,-0.05869817,-0.00550259,-0.02042336,-0.08669088,-0.00090206,-0.0842449,0.01735514,-0.14154405,0.02219819,-0.16551129,-0.00847935,-0.19464341,-0.01714348,-0.18000842,-0.06521955,-0.14742128,-0.10201519,-0.10181378,-0.12312012,-0.05226337,-0.12934765,-0.00345675,-0.12718688,0.090402,-0.11078731,0.14020802,-0.09416308,0.18447323,-0.06877335,0.23469667,-0.00707822,0.21936792,0.05400355,0.18859214,0.07880503,0.10377527,0.10353112,0.05692318,0.10367187,0.00691645,0.0978803,-0.05426751,0.08642132,-0.15124725,0.03760891,-0.19148368,0.02792673,0.01913957,-0.08473661,-0.06082956,-0.03865788,-0.11142126,-0.02183905,0.14630842,-0.0266784,0.06974483,-0.0198005,-0.0468969,-0.0113059,-0.1375999,0.00340223,0.17581178,0.03027135,0.11882242,0.03265317,0.05364933,0.03162365,-0.01621786,0.0278965,-0.11026878,0.01913202,0.09836287,0.08098051,0.04650706,0.0710203,-0.01164308,0.05976367,-0.06892497,0.04584699,-0.15131395,0.06685321,-0.0082986,-0.04021223,629.6999067
sam,10514,sam,m,rep1,0.007,0.04638687,-0.12563169,0.21077006,-0.04377768,0.23753892,0.02453858,0.14144398,0.10162088,-0.11494018,0.06403486,-0.18377874,0.05328424,-0.02308755,-0.05603116,-0.00677364,-0.02110664,-0.08640172,0.00090109,-0.08377518,0.01744645,-0.1402651,0.02453029,-0.1612371,-0.00697065,-0.19118768,-0.01523494,-0.17641694,-0.064942,-0.14622068,-0.10289261,-0.10246236,-0.12928624,-0.05103206,-0.13771062,-0.0008813,-0.13427763,0.09335326,-0.11379049,0.14287703,-0.09489701,0.18612052,-0.06757691,0.23468762,-0.00547832,0.2220427,0.05535784,0.19124526,0.08093128,0.10531825,0.10745001,0.05765451,0.10744819,0.00715137,0.10071481,-0.05428378,0.08787512,-0.1516008,0.03746943,-0.18637936,0.0292333,0.017961,-0.08786914,-0.06219234,-0.03822387,-0.11254863,-0.02056427,0.14094786,-0.02988629,0.06622814,-0.02246548,-0.04742638,-0.01133123,-0.13576591,0.00388601,0.17632934,0.030055,0.11936169,0.03210638,0.05421629,0.03155465,-0.01561631,0.02790523,-0.10950981,0.02005915,0.09226636,0.08528399,0.04238964,0.07336139,-0.01365389,0.06034841,-0.06911224,0.04591224,-0.14705752,0.06640305,-0.01268347,-0.03976698,479.081352
sam,10514,sam,m,rep2,0.007,0.04155332,-0.12274272,0.21624721,-0.03789546,0.23553402,0.02724923,0.14876776,0.09701957,-0.11513835,0.06546866,-0.18576883,0.05300624,-0.01679434,-0.05980832,-0.00438231,-0.02081782,-0.08687408,-0.00101409,-0.08497372,0.01740128,-0.14214507,0.02272423,-0.16433087,-0.00899068,-0.19231728,-0.01820959,-0.18039622,-0.06573897,-0.14779808,-0.10281709,-0.10212107,-0.12491813,-0.05209505,-0.1311744,-0.00301579,-0.12883207,0.09139317,-0.1129548,0.14167753,-0.09612351,0.18561062,-0.06941935,0.23368688,-0.00653711,0.22072798,0.05432649,0.18986451,0.07942273,0.10459554,0.10493005,0.05740355,0.10544234,0.00705513,0.09986693,-0.05447281,0.08834623,-0.15102808,0.03704729,-0.18795475,0.02923382,0.01594695,-0.08639007,-0.06183386,-0.03901129,-0.11163126,-0.02263842,0.14499437,-0.02753129,0.06934573,-0.02035002,-0.04616864,-0.01232767,-0.13546191,0.00358964,0.17453361,0.03143373,0.11768332,0.03279171,0.05262761,0.03226567,-0.01709487,0.02882443,-0.11098646,0.01952242,0.09728045,0.08274683,0.04555293,0.07224407,-0.01242894,0.06028696,-0.06966828,0.0462728,-0.14794254,0.06626699,-0.00725876,-0.04148747,602.0863559
