Background,Genotype1,Genotype2,Sex,Replicate,Scale,X1,Y1,X2,Y2,X3,Y3,X4,Y4,X5,Y5,"	X6",Y6,X7,Y7,X8,Y8,X9,Y9,X10,Y10,X11,Y11,X12,Y12,X13,Y13,X14,Y14,X15,Y15,X16,Y16,X17,Y17,X18,Y18,X19,Y19,X20,Y20,X21,Y21,X22,Y22,X23,Y23,X24,Y24,X25,Y25,X26,Y26,X27,Y27,X28,Y28,X29,Y29,X30,Y30,X31,Y31,X32,Y32,X33,Y33,X34,Y34,X35,Y35,X36,Y36,X37,Y37,X38,Y38,X39,Y39,X40,Y40,X41,Y41,X42,Y42,X43,Y43,X44,Y44,X45,Y45,X46,Y46,X47,Y47,X48,Y48,CSize
sam,sam,sam,m,rep1,0.007,0.04674616,-0.1187416,0.2200572,-0.03153883,0.23615618,0.017499,0.15851258,0.09166812,-0.11624347,0.06299878,-0.19042889,0.05083072,-0.01929275,-0.05547033,-0.00975642,-0.01619196,-0.09141286,0.00087805,-0.08945119,0.01706739,-0.14305272,0.02105974,-0.16484523,-0.01069654,-0.19313755,-0.01949994,-0.180113,-0.06692544,-0.14664034,-0.10349801,-0.10035867,-0.1231752,-0.05105623,-0.12905224,-0.00257599,-0.12643735,0.09042894,-0.10892189,0.13945676,-0.09188734,0.18319271,-0.06703636,0.2334954,-0.00703137,0.21863092,0.05315713,0.18842206,0.07820075,0.10383564,0.10163749,0.05735514,0.10145546,0.00765857,0.09590638,-0.05330401,0.08513875,-0.15033198,0.03756912,-0.19137422,0.02628521,0.01788382,-0.0835278,-0.06204226,-0.03773456,-0.11252567,-0.02273072,0.14608918,-0.02197476,0.06916427,-0.01551073,-0.04790239,-0.00933668,-0.13892612,0.00333027,0.17805994,0.02947305,0.1202372,0.03159737,0.0540377,0.03170961,-0.01696865,0.02872612,-0.11392734,0.01836183,0.10486908,0.07953094,0.05120248,0.07032162,-0.00894292,0.05933138,-0.06804822,0.04495812,-0.15076643,0.06478518,-0.01206644,-0.03655792,577.6775526
sam,sam,sam,m,rep1,0.007,0.04598927,-0.11888245,0.2221462,-0.03082717,0.23808898,0.01974575,0.15395654,0.09300241,-0.11539324,0.06234294,-0.18662735,0.05269997,-0.01771248,-0.05533133,-0.0060206,-0.01709291,-0.09181294,0.00153266,-0.08911222,0.01757837,-0.14736767,0.02053765,-0.16554962,-0.00805463,-0.1949056,-0.01687852,-0.18049143,-0.0671798,-0.14651989,-0.10349627,-0.10033007,-0.12381455,-0.05083089,-0.1292275,-0.00231491,-0.12633304,0.09086526,-0.10920023,0.14020347,-0.09273916,0.18422116,-0.06802364,0.23492202,-0.00767678,0.22072145,0.05380165,0.1896341,0.07846698,0.10457975,0.10079319,0.05813672,0.10043897,0.00845016,0.09483272,-0.05253007,0.08408813,-0.1488251,0.03553278,-0.18949194,0.02862316,0.01789686,-0.08300024,-0.06197267,-0.03607836,-0.11272476,-0.02045674,0.14833848,-0.02266138,0.07114131,-0.01713479,-0.0466103,-0.01022277,-0.13767815,0.00482607,0.17619019,0.02961939,0.11796993,0.03229018,0.05141039,0.03143302,-0.01989021,0.02775512,-0.1158287,0.01896905,0.10068942,0.07845434,0.04702354,0.06885938,-0.01306988,0.05763849,-0.07229396,0.04370628,-0.14813989,0.06408031,-0.00853069,-0.0373367,580.2970978
sam,sam,sam,m,rep1,0.007,0.05098733,-0.11517772,0.22311159,-0.03109182,0.2380057,0.0152258,0.15792572,0.09084979,-0.11790495,0.05919825,-0.19086823,0.04914837,-0.01664051,-0.05235261,-0.00880328,-0.0141178,-0.09179799,0.00246819,-0.08984842,0.01670096,-0.14326948,0.01893948,-0.16825201,-0.0099905,-0.19773593,-0.01701028,-0.18138536,-0.06742707,-0.14584748,-0.1018509,-0.10005719,-0.12100366,-0.05115673,-0.12587424,-0.00302222,-0.12305431,0.09005228,-0.10743887,0.13969349,-0.09248882,0.18440911,-0.06885519,0.23526483,-0.00783354,0.21913292,0.0531496,0.18833566,0.07748403,0.1040108,0.10062685,0.05765101,0.10045113,0.00804952,0.09474231,-0.05274346,0.08359226,-0.14895459,0.03557832,-0.19342053,0.02456129,0.02119943,-0.07932235,-0.06205483,-0.03406102,-0.11439497,-0.0196915,0.14821557,-0.02285458,0.07052795,-0.01486656,-0.04799698,-0.00884235,-0.1402529,0.00356326,0.17639114,0.02709802,0.11838137,0.03096436,0.05194783,0.03147953,-0.01931666,0.02899753,-0.11444965,0.01744232,0.10489312,0.07687094,0.05109384,0.06848483,-0.00919648,0.05807158,-0.06796241,0.04239746,-0.1514869,0.06096104,-0.01046009,-0.0338418,599.9773517
sam,sam,sam,m,rep2,0.007,0.04458377,-0.11505352,0.2252667,-0.03133296,0.24246775,0.01811886,0.14689114,0.09138852,-0.11716973,0.06050543,-0.19020484,0.05165876,-0.01881366,-0.05160247,-0.00671924,-0.01456685,-0.08997187,0.00250523,-0.08835593,0.01769136,-0.14307167,0.02171664,-0.16890281,-0.00954584,-0.19741202,-0.02006586,-0.18208139,-0.06916533,-0.14596453,-0.10411279,-0.09936902,-0.12069166,-0.05078141,-0.12495964,-0.00297569,-0.12191231,0.08974897,-0.10638727,0.1392541,-0.09206529,0.18419485,-0.06930196,0.23816278,-0.00955953,0.2212965,0.05559847,0.18818947,0.07798544,0.10322413,0.09650814,0.0573233,0.09585407,0.00802487,0.0905995,-0.05273414,0.08080607,-0.1490477,0.0342719,-0.19276879,0.02614285,0.0172829,-0.07849542,-0.06448302,-0.0334957,-0.11627455,-0.0197101,0.1504221,-0.02157315,0.07234464,-0.01416468,-0.04660562,-0.008493,-0.1391699,0.00389736,0.18183277,0.02942925,0.12315633,0.03187011,0.05603308,0.03179215,-0.01596056,0.02945166,-0.11339203,0.01929278,0.09825996,0.07360415,0.04622676,0.0658916,-0.0118863,0.05619231,-0.0691945,0.04363295,-0.15095474,0.0641772,-0.00992117,-0.03432742,567.7558294
sam,sam,sam,m,rep2,0.007,0.05046691,-0.11344532,0.22192435,-0.03609145,0.23948877,0.01465426,0.15196116,0.09300588,-0.11601958,0.05867252,-0.19147748,0.0509486,-0.01711283,-0.05154858,-0.00629883,-0.01377551,-0.0882985,0.00280827,-0.08663946,0.01727844,-0.14554938,0.02094521,-0.16851346,-0.01089118,-0.1976675,-0.02047105,-0.18150763,-0.06799896,-0.14727095,-0.10402636,-0.1008167,-0.12343843,-0.05158041,-0.12555744,-0.00353225,-0.12135132,0.08965722,-0.10630119,0.13946631,-0.09221487,0.18480448,-0.06957493,0.23740929,-0.00826465,0.21874592,0.05353021,0.18780555,0.07784052,0.10330601,0.10118845,0.05683484,0.10078017,0.00719888,0.09462411,-0.05350606,0.0828106,-0.14940034,0.03393963,-0.19359294,0.02654064,0.01975105,-0.079055,-0.06225425,-0.03354017,-0.11427707,-0.02011228,0.14848157,-0.02508759,0.07137787,-0.01415017,-0.04685343,-0.00803795,-0.13937427,0.0031146,0.17831947,0.02773432,0.1202937,0.03258784,0.05374836,0.03290727,-0.01755956,0.02990032,-0.11351345,0.01849028,0.10226469,0.07482771,0.04881871,0.06701319,-0.01082139,0.05677502,-0.06940197,0.04273633,-0.15065918,0.06292907,-0.00862621,-0.03364903,618.5647544
sam,sam,sam,m,rep2,0.007,0.04914094,-0.11577235,0.22052774,-0.035198,0.23905489,0.01356986,0.1560847,0.09058662,-0.11558083,0.06136421,-0.19031811,0.05026169,-0.01735979,-0.05237604,-0.00571531,-0.01613217,-0.08890069,0.00089682,-0.08644341,0.01739,-0.14890985,0.02059926,-0.16857561,-0.01032304,-0.1961674,-0.01973074,-0.18083623,-0.06761517,-0.14638829,-0.1040839,-0.09941258,-0.12114783,-0.05050995,-0.12583022,-0.0024147,-0.12300772,0.09058562,-0.1074857,0.13978554,-0.09136127,0.18407029,-0.06736542,0.23675883,-0.00764689,0.21831308,0.05299644,0.18760307,0.07691317,0.10382974,0.10040285,0.05751766,0.10100928,0.00776641,0.0964162,-0.05329411,0.0860669,-0.1488722,0.03538462,-0.19242264,0.02507892,0.01956797,-0.08052486,-0.06177996,-0.03494116,-0.11328084,-0.02099054,0.14784222,-0.0234643,0.07079557,-0.0143005,-0.04693812,-0.00914183,-0.13895369,0.00238864,0.17810247,0.02632676,0.12008256,0.03165053,0.05344284,0.03287083,-0.01805196,0.03008714,-0.11466166,0.01843357,0.10215946,0.07867136,0.04785451,0.06971263,-0.01288674,0.05835631,-0.07262652,0.04390653,-0.14986601,0.06223981,-0.00971892,-0.0351413,598.7165171
sam,sam,sam,m,rep2,0.007,0.04739572,-0.1164379,0.22360124,-0.03137988,0.24046987,0.01197414,0.15200787,0.09124893,-0.11975526,0.05788668,-0.18690739,0.05142627,-0.01999836,-0.05271257,-0.01077006,-0.01566105,-0.08920032,0.00225193,-0.08786559,0.01744515,-0.14605872,0.01959747,-0.16773406,-0.01037729,-0.19533595,-0.02055468,-0.17906501,-0.06654532,-0.14601149,-0.10302066,-0.10000377,-0.12268586,-0.05086204,-0.12753815,-0.00271967,-0.12435147,0.08989462,-0.10719548,0.13899643,-0.09113514,0.18342559,-0.06765674,0.23708467,-0.0084597,0.21873835,0.05359793,0.1871186,0.07668083,0.10335753,0.10011022,0.05712326,0.10064676,0.00752712,0.09552313,-0.05325466,0.08471532,-0.14931251,0.03602637,-0.189712,0.02747456,0.01962103,-0.07896364,-0.06409051,-0.03530375,-0.11604037,-0.02185159,0.14826699,-0.02175378,0.07096851,-0.01363784,-0.04689625,-0.00924275,-0.13848727,0.00251407,0.18210179,0.0285008,0.1233765,0.03216506,0.0561761,0.03305106,-0.01601478,0.03030426,-0.11440866,0.01811973,0.10130208,0.07643476,0.0478484,0.06845608,-0.01190161,0.05800073,-0.07071736,0.04429661,-0.15065699,0.06298754,-0.0126216,-0.03497115,581.9814587
sam,sam,sam,m,rep2,0.007,0.04795431,-0.1149943,0.22331318,-0.03307931,0.24021154,0.01699111,0.15012847,0.09105895,-0.11991125,0.05893784,-0.1899001,0.05115287,-0.01489071,-0.05364893,-0.00704705,-0.01613531,-0.09103474,0.00167342,-0.08829793,0.01808371,-0.1435117,0.02130416,-0.1677629,-0.01045539,-0.19669013,-0.01945486,-0.1808831,-0.06747238,-0.14625784,-0.10267164,-0.10054182,-0.12272151,-0.05141849,-0.12617974,-0.00336395,-0.12242361,0.08971961,-0.10724232,0.13946549,-0.09282208,0.18444133,-0.06952231,0.23716951,-0.00874483,0.21934638,0.05368356,0.18735414,0.07644968,0.10334628,0.09903234,0.05713127,0.09964735,0.00746451,0.09489866,-0.05351468,0.08463432,-0.14978745,0.03586717,-0.19231459,0.02604529,0.01984548,-0.07933215,-0.06172785,-0.03478374,-0.11335014,-0.02079546,0.14982939,-0.02404302,0.07246965,-0.01458819,-0.04648335,-0.00943075,-0.13876326,0.0034849,0.17816178,0.02843576,0.12004119,0.03270248,0.05344655,0.03267462,-0.01789446,0.02941111,-0.11349248,0.01924703,0.10049735,0.07587392,0.0478888,0.06772804,-0.01094622,0.05758199,-0.06900786,0.04485059,-0.15262553,0.06469165,-0.00780666,-0.03560071,583.2377135
sam,sam,sam,m,rep2,0.007,0.04931076,-0.1148413,0.22302012,-0.03417442,0.23971064,0.01662889,0.15491634,0.09018697,-0.11854614,0.05886421,-0.18926292,0.05065162,-0.01526964,-0.05192962,-0.00664386,-0.01505165,-0.09194502,0.00150459,-0.08932419,0.01741806,-0.1484321,0.01865446,-0.16801634,-0.0094817,-0.19479672,-0.02022869,-0.18067538,-0.06753496,-0.1451095,-0.10198666,-0.09934566,-0.12134635,-0.05046267,-0.12547221,-0.00247232,-0.12219116,0.09048282,-0.10716674,0.14018855,-0.0928503,0.18514868,-0.06966836,0.23717735,-0.00876873,0.21968238,0.05272408,0.18837502,0.07613479,0.10461474,0.09942743,0.05839865,0.10007055,0.00876745,0.09530458,-0.0521566,0.08501533,-0.14815256,0.03599547,-0.19106749,0.02753748,0.02114719,-0.07817898,-0.0621215,-0.03397824,-0.11445825,-0.02040903,0.14865481,-0.02392863,0.07137909,-0.01441835,-0.04684543,-0.00941059,-0.13872688,0.00358876,0.17744883,0.02809173,0.11887369,0.03284114,0.0516386,0.03379668,-0.02041584,0.02990103,-0.11707889,0.01778998,0.10131946,0.0761216,0.04721242,0.06717591,-0.013373,0.05647104,-0.072999,0.04254274,-0.15125838,0.06284529,-0.00851132,-0.03426778,578.4715884
sam,sam,sam,m,rep2,0.007,0.04264397,-0.11601151,0.22360258,-0.03297656,0.24143435,0.01715246,0.15125368,0.09156163,-0.11593234,0.06252086,-0.18907688,0.05011772,-0.01950365,-0.05301125,-0.01261061,-0.01526018,-0.08849132,0.00106543,-0.08634667,0.01801477,-0.1421791,0.02023266,-0.16767659,-0.01021398,-0.19571459,-0.02221339,-0.17953038,-0.06753446,-0.14598475,-0.10363794,-0.09997072,-0.12311427,-0.0508425,-0.12617591,-0.00278914,-0.12248273,0.09027807,-0.10713584,0.13992935,-0.09240843,0.18479832,-0.06900433,0.23789967,-0.00849576,0.22055148,0.05508626,0.18814303,0.07798269,0.103367,0.09883298,0.0571422,0.09914237,0.00744933,0.09474769,-0.05369915,0.08506657,-0.1494078,0.03468293,-0.19260348,0.02460194,0.01529972,-0.08014577,-0.0644069,-0.0343873,-0.11520175,-0.02034584,0.14791595,-0.02139425,0.07003812,-0.01393361,-0.04831272,-0.00941538,-0.14029931,0.00259223,0.17995982,0.02845601,0.12185105,0.03211216,0.05530505,0.03188522,-0.01599961,0.02885169,-0.11192579,0.0187551,0.10154748,0.0758749,0.04886454,0.06820283,-0.01002526,0.05819934,-0.06801221,0.04489365,-0.14983127,0.06341373,-0.01290032,-0.03474714,584.9651594
sam,sam,sam,m,rep2,0.007,0.04354955,-0.11566691,0.22241212,-0.03306055,0.24041191,0.01735689,0.15573254,0.09040097,-0.11854653,0.05913231,-0.188954,0.0503855,-0.01577804,-0.05386476,-0.0083574,-0.01699427,-0.08813512,0.00075098,-0.08613642,0.01751508,-0.1484976,0.01975587,-0.16703479,-0.01020146,-0.19529943,-0.02065377,-0.18045813,-0.06664856,-0.14631141,-0.1022788,-0.10055374,-0.12251149,-0.05134544,-0.12641256,-0.00327145,-0.12273857,0.08955875,-0.10651187,0.13899531,-0.09145297,0.18373741,-0.06829109,0.23696646,-0.00851517,0.21991958,0.05447318,0.18788936,0.077586,0.10348606,0.0994111,0.05728153,0.09995453,0.00759481,0.09563566,-0.05346787,0.08586267,-0.14935565,0.03609543,-0.1910474,0.02694919,0.01723521,-0.07976468,-0.06225702,-0.03483681,-0.11296477,-0.02109009,0.14813615,-0.02273221,0.07085619,-0.01536254,-0.04675881,-0.00986504,-0.13827827,0.0027495,0.17893948,0.02899184,0.12054992,0.03301075,0.05367776,0.0325864,-0.01790804,0.02865477,-0.11482239,0.01834667,0.10337143,0.07668936,0.04898945,0.06831571,-0.01180105,0.05745773,-0.07168599,0.04366796,-0.15134485,0.06383272,-0.00891939,-0.03611458,594.8660103
sam,sam,sam,m,rep2,0.007,0.05166029,-0.11587136,0.22097616,-0.03549623,0.23856314,0.01577701,0.15605289,0.09052618,-0.11137027,0.06419324,-0.19118701,0.04930593,-0.01676313,-0.05186116,-0.00703526,-0.01582595,-0.0885729,0.0014492,-0.08744671,0.01692151,-0.15079675,0.01820929,-0.16715208,-0.00986833,-0.19809484,-0.01999911,-0.17920536,-0.06618493,-0.14500081,-0.1012627,-0.09952779,-0.12044727,-0.05073057,-0.12561843,-0.0025732,-0.12340669,0.09059832,-0.10817081,0.14030833,-0.09316257,0.18509779,-0.06945224,0.23604152,-0.0082209,0.21940105,0.05255239,0.18850011,0.07648536,0.10457555,0.10015476,0.05821302,0.10069731,0.00845915,0.09583805,-0.05255896,0.08532769,-0.14920172,0.03691242,-0.1937511,0.02358093,0.02132362,-0.08035567,-0.061212,-0.03422828,-0.113372,-0.02036166,0.14810361,-0.0207767,0.07032123,-0.0139354,-0.04734265,-0.00820245,-0.13975753,0.00177769,0.17739052,0.02771451,0.11906153,0.03204196,0.05218556,0.03232767,-0.01942621,0.0283539,-0.11639755,0.01728703,0.10170496,0.07722179,0.04688851,0.06892266,-0.01443664,0.05793137,-0.07441229,0.04246127,-0.14812389,0.06328541,-0.00997765,-0.03454768,574.8813876
sam,sam,sam,m,rep2,0.007,0.05158248,-0.11118174,0.22648828,-0.03060928,0.24192855,0.01476576,0.15665338,0.08779009,-0.11713754,0.05818606,-0.19100311,0.05151574,-0.01552786,-0.0501232,-0.00699139,-0.01479317,-0.09237396,0.00185197,-0.09077984,0.01678903,-0.14926783,0.01965869,-0.16890836,-0.00884094,-0.19915472,-0.01892758,-0.18021957,-0.06717881,-0.14571983,-0.10243397,-0.09978286,-0.12158207,-0.05102176,-0.12416654,-0.00337749,-0.11991435,0.08887347,-0.103725,0.13802229,-0.0895941,0.18302085,-0.06816293,0.23861006,-0.01024313,0.21944398,0.05312068,0.18744287,0.07569737,0.10368615,0.09644698,0.05792638,0.09628671,0.00873512,0.09108275,-0.05174078,0.08087665,-0.14826924,0.03576286,-0.19382192,0.02715653,0.02215056,-0.07541307,-0.06208495,-0.03315519,-0.11443891,-0.01969218,0.15125044,-0.02159463,0.07275296,-0.01312143,-0.04750158,-0.00976596,-0.1406599,0.00312455,0.17945315,0.02803773,0.12034658,0.03261594,0.05262702,0.03310999,-0.01995523,0.02937108,-0.1171821,0.01780008,0.10244327,0.07479268,0.04810105,0.06563304,-0.0127348,0.05463618,-0.07262434,0.04066164,-0.15081188,0.0606492,-0.00844717,-0.03320069,582.211216
sam,sam,sam,m,rep2,0.007,0.04814078,-0.11998868,0.22440884,-0.0323681,0.23904037,0.02043635,0.14830256,0.09306108,-0.11432662,0.06006948,-0.19196574,0.05108203,-0.0193968,-0.0530504,-0.01197021,-0.01766778,-0.09029715,0.00116837,-0.08853508,0.01729355,-0.14138604,0.02215109,-0.16629772,-0.00698533,-0.1960266,-0.01641141,-0.18064591,-0.06743129,-0.14453443,-0.10059162,-0.0989206,-0.11870691,-0.05060653,-0.12661393,-0.00227782,-0.12627072,0.09141837,-0.11129844,0.14109391,-0.09482334,0.18535876,-0.06971895,0.23745693,-0.00880315,0.21983297,0.05251513,0.1887556,0.07641373,0.10473926,0.10051271,0.05827798,0.10087257,0.00853505,0.09541439,-0.05244044,0.08446665,-0.1481847,0.03414323,-0.19355625,0.02464701,0.01948014,-0.08279469,-0.06207046,-0.03455786,-0.11380152,-0.01867139,0.14847042,-0.02218324,0.07069495,-0.01458882,-0.04774659,-0.01048737,-0.13942574,0.00264001,0.17722586,0.02871785,0.11941077,0.03220834,0.05313763,0.03318134,-0.01796869,0.03006626,-0.11324354,0.0188735,0.09787588,0.0783884,0.04619893,0.06929607,-0.01158315,0.05817506,-0.06818324,0.04337436,-0.14968421,0.0609501,-0.01278019,-0.03610527,552.737862
sam,sam,sam,m,rep2,0.007,0.05070401,-0.11199354,0.224607,-0.03032738,0.23975274,0.01512265,0.15735106,0.08610041,-0.11905261,0.061112,-0.19283799,0.05010027,-0.0127609,-0.05203885,-0.00314367,-0.01472314,-0.08912359,0.0027677,-0.08776119,0.01799421,-0.15332992,0.0190869,-0.16848694,-0.01075299,-0.19604304,-0.02119421,-0.1809312,-0.06795815,-0.14604487,-0.10335076,-0.09956187,-0.12118753,-0.05090184,-0.12351728,-0.00322906,-0.11976349,0.08925578,-0.10485571,0.13860875,-0.09106113,0.18344493,-0.06872401,0.23647088,-0.00910349,0.21837771,0.05251123,0.18642677,0.07441,0.10331304,0.09623889,0.05754023,0.09744138,0.00814071,0.09379488,-0.05279373,0.08519613,-0.14882677,0.03647482,-0.19394507,0.02547381,0.02219329,-0.07646119,-0.06086682,-0.0336222,-0.11310279,-0.02048516,0.15075237,-0.02337338,0.07304375,-0.01405018,-0.04584316,-0.00857149,-0.13874574,0.00268677,0.17807645,0.02708212,0.11947449,0.03134174,0.05235026,0.03192929,-0.01965502,0.02924302,-0.11678947,0.01800571,0.10369395,0.0744155,0.04814023,0.06713047,-0.01399644,0.05697698,-0.0749919,0.04272757,-0.15397504,0.0659965,-0.00497777,-0.03424568,612.1811379
sam,sam,sam,m,rep2,0.007,0.04669735,-0.11812348,0.22170055,-0.03271964,0.23853384,0.01830967,0.15214185,0.09218678,-0.12109053,0.05922156,-0.19049783,0.04998195,-0.01709221,-0.05376221,-0.0058626,-0.01572217,-0.08884331,0.00131765,-0.08743988,0.01729933,-0.14101069,0.01964559,-0.16564288,-0.01148142,-0.19469231,-0.01355458,-0.17958614,-0.06521739,-0.14740968,-0.10244903,-0.10189322,-0.12463362,-0.05201991,-0.1294368,-0.00349337,-0.12593549,0.0898218,-0.10916785,0.13946661,-0.09338211,0.18398163,-0.06913813,0.23529331,-0.00842931,0.22012554,0.05339138,0.18865215,0.07732899,0.10407307,0.10047156,0.05759098,0.10104626,0.00770171,0.09638214,-0.05352218,0.08613708,-0.14964041,0.03615993,-0.19206053,0.02631068,0.0183489,-0.08236403,-0.06119219,-0.0349078,-0.11225888,-0.02076601,0.14827227,-0.02234621,0.0710918,-0.01434477,-0.04652765,-0.00903642,-0.1384356,0.00206134,0.17711516,0.02919252,0.11941613,0.03270063,0.05335793,0.03225399,-0.01743758,0.02918759,-0.11227456,0.01799758,0.10036536,0.07831376,0.04802395,0.06917173,-0.0106207,0.05848359,-0.06839691,0.04493525,-0.15331839,0.06288943,-0.00951174,-0.03545949,601.8338065
sam,sam,sam,m,rep2,0.007,0.04529118,-0.11423318,0.2215265,-0.0364687,0.23983106,0.01386824,0.1544399,0.09262974,-0.1155004,0.06135795,-0.19279192,0.04926854,-0.01540213,-0.0521057,-0.00217359,-0.01574816,-0.08716645,0.00118868,-0.08563949,0.01637136,-0.15051654,0.01875952,-0.16728106,-0.01063328,-0.1964938,-0.02125447,-0.18032476,-0.06608389,-0.1453809,-0.10048993,-0.10017833,-0.12032863,-0.05137701,-0.12434797,-0.00337492,-0.12097975,0.08971241,-0.10620958,0.13953256,-0.09212088,0.184867,-0.06941485,0.23755112,-0.00814175,0.21893322,0.0536597,0.18802942,0.07787829,0.1038567,0.1019661,0.05738755,0.10203616,0.00772646,0.09626262,-0.05304775,0.08480086,-0.14897198,0.03588703,-0.19404047,0.02548307,0.01786011,-0.07879337,-0.06179423,-0.03312699,-0.1129216,-0.02019228,0.14937448,-0.02465954,0.07211822,-0.01518049,-0.04582928,-0.00876195,-0.13851683,0.00188611,0.17888826,0.02661205,0.12054206,0.0309422,0.05372815,0.03072555,-0.0178774,0.02781117,-0.11490283,0.01710371,0.10054416,0.07799134,0.0462006,0.06839003,-0.0146281,0.05690845,-0.07439171,0.04203368,-0.15111974,0.06241488,-0.00629789,-0.03496171,576.3232315
sam,sam,sam,m,rep2,0.007,0.04426813,-0.1154885,0.22649135,-0.02954567,0.24064579,0.01916773,0.15235705,0.08972717,-0.11857551,0.06003447,-0.1911649,0.0509038,-0.0155962,-0.0537764,-0.00595805,-0.01624467,-0.08627959,0.00127041,-0.08513995,0.01743528,-0.15091275,0.01976379,-0.16620878,-0.00978325,-0.19641328,-0.0178747,-0.17885064,-0.0650292,-0.14521275,-0.10041034,-0.10057506,-0.12198823,-0.0514547,-0.12642725,-0.00341504,-0.12269423,0.08938283,-0.10662652,0.13894616,-0.09206794,0.18397354,-0.06932892,0.23769052,-0.00946912,0.21981892,0.05347578,0.18766942,0.07595605,0.10384543,0.09817451,0.05778417,0.09911564,0.00817578,0.09503899,-0.05281898,0.08549694,-0.14901002,0.03676877,-0.19305823,0.02609225,0.01975485,-0.07757358,-0.06183329,-0.03520036,-0.11236599,-0.02040516,0.15155435,-0.02211655,0.07333988,-0.01504168,-0.04559333,-0.00862107,-0.13853324,0.00290125,0.17907121,0.02763564,0.12077185,0.0313227,0.0539484,0.0321493,-0.01766269,0.0282985,-0.1149763,0.01827593,0.09903542,0.07455646,0.04495719,0.06582116,-0.01557581,0.05560663,-0.07524185,0.04239589,-0.15219102,0.06397065,-0.0088643,-0.03564235,575.6875814
sam,sam,sam,m,rep2,0.007,0.05001784,-0.11840702,0.22105986,-0.03396505,0.23919347,0.01803227,0.14909147,0.09202315,-0.11547049,0.06303481,-0.18960343,0.05158311,-0.01725897,-0.05350563,-0.00559807,-0.01629725,-0.09047659,0.00179167,-0.0886287,0.01858123,-0.1435444,0.02002864,-0.16676706,-0.00876016,-0.19526422,-0.02058344,-0.18009296,-0.06736008,-0.14690937,-0.10439947,-0.10010421,-0.12239847,-0.05094648,-0.12716446,-0.00259251,-0.12512335,0.09111717,-0.11077467,0.14096585,-0.09484069,0.18515642,-0.06956247,0.23568561,-0.00811742,0.22058079,0.05359863,0.18868494,0.0768449,0.10421302,0.0993001,0.05782925,0.09991577,0.00797092,0.09540311,-0.05329229,0.08547225,-0.15047623,0.03722209,-0.1915032,0.02736399,0.02084694,-0.08188334,-0.06147066,-0.03519192,-0.11338452,-0.0199988,0.148111,-0.0216138,0.07084061,-0.0148713,-0.04658535,-0.00817056,-0.13839574,0.00383057,0.17746831,0.02965137,0.11938108,0.03330442,0.05295471,0.03220939,-0.01819157,0.02868165,-0.11375604,0.01890036,0.09771951,0.07681812,0.04542063,0.06793827,-0.01314984,0.05771484,-0.07083793,0.04440401,-0.14981618,0.06475135,-0.0101924,-0.03541073,589.2218068
sam,sam,sam,m,rep2,0.007,0.04551485,-0.1171936,0.22161024,-0.03378864,0.23913358,0.01774462,0.15037877,0.09201278,-0.11541803,0.0652882,-0.1914056,0.05025674,-0.01539229,-0.05563281,-0.00397025,-0.01674168,-0.08584909,0.0015573,-0.08412669,0.01839695,-0.14512811,0.02081512,-0.16713602,-0.01048416,-0.19672595,-0.02093169,-0.18016471,-0.06668751,-0.14647034,-0.10239998,-0.10104232,-0.12291841,-0.05177956,-0.12770305,-0.00345644,-0.12454925,0.08974625,-0.10816415,0.13942911,-0.09277748,0.18419885,-0.06890342,0.23634362,-0.00795295,0.21900808,0.05400024,0.18732833,0.07733154,0.10300747,0.10010606,0.05660782,0.10084378,0.00672992,0.09643791,-0.05460218,0.08662405,-0.1509157,0.03635548,-0.19346776,0.02527793,0.01778704,-0.0819075,-0.06189947,-0.03581058,-0.11299977,-0.02161027,0.14894606,-0.02271484,0.07158866,-0.01487235,-0.04605623,-0.00801966,-0.13835924,0.00337438,0.17828046,0.02803815,0.12061521,0.03177087,0.05458465,0.0316098,-0.01616946,0.02804438,-0.11195174,0.01924715,0.09936034,0.07648008,0.04644481,0.06812744,-0.01276568,0.05814215,-0.07116866,0.04530405,-0.15086809,0.06558325,-0.00735476,-0.03700643,566.8303174
sam,sam,sam,m,rep2,0.007,0.04289614,-0.11642193,0.22192253,-0.03398021,0.24162681,0.01563868,0.15096,0.09302224,-0.11632032,0.05994209,-0.18944236,0.0475502,-0.01899979,-0.05346755,-0.01131446,-0.0149509,-0.08800847,0.0006978,-0.08685783,0.01650461,-0.14504818,0.01975628,-0.16783388,-0.01120119,-0.19570575,-0.01568702,-0.17978644,-0.06583879,-0.14593195,-0.10162137,-0.10026414,-0.12159324,-0.05117106,-0.12617156,-0.0030182,-0.12300933,0.09004033,-0.10732647,0.13965808,-0.09236415,0.18436813,-0.06877271,0.23726115,-0.00866297,0.22156325,0.05526396,0.18913197,0.07852043,0.10422026,0.10031965,0.05790757,0.1004434,0.0082581,0.09534389,-0.05267156,0.08483459,-0.14763357,0.03382258,-0.19169308,0.02482626,0.01592519,-0.0801952,-0.06398352,-0.03432708,-0.11485877,-0.01993537,0.14715475,-0.02192448,0.06987248,-0.01386744,-0.04755584,-0.0089642,-0.139141,0.00216445,0.18242754,0.02868787,0.1238517,0.03168873,0.05677164,0.03233715,-0.01522279,0.02918529,-0.11334728,0.01779306,0.09899303,0.0777941,0.04622343,0.0681658,-0.01285775,0.05694987,-0.07092049,0.0424689,-0.1503069,0.06152074,-0.01113868,-0.03495945,567.8286997
