Samw_Sam_Sam_M_rep1_01	0.32148	1.22132	0.30371	1.10177	0.22778	1.03069	0.33764	0.87399	0.38772	0.92245	0.50242	1.05331	0.62681	1.20678	0.76252	0.97253	0.73182	0.90630	1.06623	0.74959	0.99030	0.60096	1.79644	1.10500	2.11954	0.69789	2.02584	0.51534	1.18416	0.30371	
Samw_Sam_Sam_M_rep1_02	0.36187	1.18416	0.34087	1.07108	0.26978	1.00807	0.37318	0.86429	0.41841	0.90630	0.52342	1.02261	0.63812	1.16155	0.75444	0.94668	0.72859	0.89499	1.04523	0.74474	0.97899	0.60258	1.73990	1.06623	2.03554	0.68336	1.94668	0.52180	1.16801	0.32310	
Samw_Sam_Sam_M_rep1_03	0.39741	1.19547	0.37479	1.09369	0.30048	1.04361	0.39741	0.89822	0.44264	0.93537	0.55411	1.03392	0.66720	1.15831	0.75928	0.95476	0.74151	0.90791	1.03069	0.75282	0.97092	0.62520	1.69951	1.05815	1.98546	0.71082	1.88691	0.52827	1.14701	0.35056	
Samw_Sam_Sam_M_rep1_04	0.41357	1.18255	0.41033	1.07269	0.32471	1.03231	0.42003	0.90145	0.46042	0.93861	0.55735	1.03877	0.66720	1.15508	0.76252	0.96445	0.74474	0.91760	1.03069	0.77382	0.97415	0.65751	1.68174	1.05169	1.96768	0.70274	1.87237	0.53957	1.14701	0.38449	
Samw_Sam_Sam_M_rep1_05	0.31987	1.19870	0.29886	1.07592	0.23263	1.00969	0.34410	0.85460	0.38610	0.90630	0.49757	1.03392	0.62035	1.18901	0.73990	0.96607	0.71728	0.90630	1.04200	0.75605	1.00484	0.60096	1.80613	1.10823	2.11631	0.72859	2.02907	0.53796	1.21001	0.31502	
Samw_Sam_Sam_M_rep1_06	0.39903	1.17770	0.37802	1.06946	0.31502	1.02100	0.40064	0.89499	0.44103	0.93376	0.53311	1.03069	0.63004	1.13570	0.74474	0.95476	0.73021	0.90791	1.00484	0.77221	0.95315	0.64781	1.66720	1.04684	1.95476	0.68982	1.87399	0.53150	1.13247	0.37641	
Samw_Sam_Sam_M_rep1_07	0.37479	1.19386	0.35541	1.08239	0.28594	1.02907	0.38610	0.89176	0.42972	0.93376	0.52665	1.03715	0.63166	1.17609	0.74313	0.96768	0.72374	0.91760	1.02746	0.77059	0.95961	0.64781	1.73505	1.05815	2.00484	0.70274	1.91114	0.52988	1.15185	0.35218	
Samw_Sam_Sam_M_rep1_08	0.42810	1.17285	0.41195	1.06623	0.34087	1.01615	0.43780	0.87560	0.48142	0.91760	0.57512	1.01777	0.67851	1.14539	0.78029	0.94184	0.76090	0.89822	1.04200	0.75444	0.97253	0.63651	1.67689	1.05008	1.95476	0.70113	1.86752	0.52180	1.14378	0.35541	
Samw_Sam_Sam_M_rep1_09	0.40064	1.18901	0.38126	1.07592	0.30533	1.02584	0.41357	0.88368	0.45234	0.92730	0.55250	1.03392	0.66720	1.17124	0.76736	0.95799	0.75282	0.90953	1.05654	0.75767	0.99353	0.62520	1.73021	1.06623	2.03069	0.70597	1.94345	0.52665	1.18255	0.33279	
Samw_Sam_Sam_M_rep1_10	0.40872	1.15993	0.38933	1.05492	0.32471	1.0	0.42810	0.87237	0.46365	0.91437	0.55411	1.02100	0.65428	1.14701	0.76413	0.95799	0.74959	0.91114	1.01292	0.78029	0.95638	0.66558	1.67366	1.07754	1.95638	0.72859	1.87722	0.57512	1.14378	0.38772	
Samw_Sam_Sam_M_rep1_11	0.37802	1.16639	0.35864	1.05654	0.29402	0.99676	0.40549	0.87075	0.44426	0.90953	0.53150	1.01777	0.64781	1.15347	0.75444	0.95638	0.74151	0.90630	1.06300	0.76575	0.99676	0.63004	1.74798	1.09854	2.05331	0.74313	1.96284	0.56058	1.18255	0.36187	
Samw_Sam_Sam_M_rep1_12	0.39095	1.19386	0.36833	1.08239	0.30371	1.01453	0.40226	0.85783	0.44749	0.91276	0.54442	1.03392	0.65589	1.18416	0.77059	0.96122	0.74474	0.90468	1.04038	0.75444	0.98707	0.61066	1.73667	1.07592	2.01453	0.70436	1.93214	0.52988	1.18255	0.31179	
Samw_Sam_Sam_M_rep1_13	0.42810	1.16962	0.41033	1.05815	0.34087	1.0	0.44426	0.86591	0.48465	0.90468	0.58158	1.01777	0.68820	1.15508	0.80936	0.95153	0.78998	0.89822	1.08885	0.76090	1.02423	0.63004	1.74474	1.06946	2.02584	0.71890	1.94668	0.54927	1.20193	0.36025	
Samw_Sam_Sam_M_rep1_14	0.40387	1.21324	0.38287	1.09369	0.30694	1.01777	0.41841	0.87560	0.46203	0.91922	0.57512	1.04684	0.68820	1.19224	0.81098	0.96768	0.78352	0.90468	1.09208	0.75121	1.02746	0.60258	1.83360	1.07431	2.12762	0.68659	2.02100	0.49596	1.20678	0.31179	
Samw_Sam_Sam_M_rep1_15	0.41518	1.18255	0.40064	1.07269	0.32956	1.01938	0.44264	0.87399	0.48303	0.91922	0.57996	1.03231	0.68820	1.16316	0.80290	0.96445	0.78513	0.91599	1.11147	0.77059	1.03392	0.64620	1.77221	1.08077	2.08723	0.69628	1.99353	0.53150	1.21163	0.36995	
Samw_Sam_Sam_M_rep1_16	0.42649	1.18901	0.40549	1.08239	0.34571	1.02100	0.44426	0.88368	0.48465	0.92891	0.58481	1.03554	0.69466	1.15993	0.79483	0.96607	0.78190	0.91922	1.06946	0.77705	1.02746	0.63812	1.75928	1.08400	2.06785	0.74313	1.98869	0.56542	1.20840	0.35541	
Samw_Sam_Sam_M_rep1_17	0.37964	1.21647	0.36187	1.08885	0.28271	1.01938	0.39418	0.87560	0.44264	0.92084	0.54442	1.04523	0.67528	1.19547	0.80452	0.96768	0.78029	0.90791	1.12924	0.75121	1.04684	0.59612	1.82552	1.11147	2.14216	0.72374	2.03554	0.52504	1.23747	0.31340	
Samw_Sam_Sam_M_rep1_18	0.40872	1.21970	0.38610	1.10500	0.31502	1.03715	0.42649	0.88852	0.47011	0.93376	0.56865	1.05654	0.69305	1.20032	0.81260	0.98061	0.78675	0.92245	1.11470	0.77059	1.04361	0.62843	1.81906	1.09854	2.11308	0.72859	2.02100	0.54442	1.23909	0.34087	
Samw_Sam_Sam_M_rep1_19	0.37156	1.20032	0.36025	1.07754	0.28756	1.01130	0.39741	0.86429	0.44588	0.90953	0.54927	1.03231	0.67366	1.18416	0.81260	0.95961	0.78352	0.89499	1.12277	0.74474	1.04038	0.59612	1.83683	1.09531	2.16478	0.70113	2.06623	0.50565	1.24071	0.29563	
Samw_Sam_Sam_M_rep1_20	0.40549	1.21647	0.38772	1.10016	0.31502	1.03877	0.41680	0.89176	0.46203	0.93699	0.57027	1.05169	0.69143	1.18578	0.80936	0.96930	0.78513	0.91276	1.08562	0.75444	1.02907	0.60904	1.79159	1.07108	2.09693	0.68659	1.99838	0.50242	1.20516	0.32310	
Samw_Sam_Sam_M_rep1_21	0.42164	1.19709	0.40549	1.08239	0.33117	1.02584	0.44588	0.88045	0.48142	0.92730	0.58158	1.04200	0.68820	1.18416	0.79321	0.97415	0.77382	0.92407	1.07754	0.78352	1.01292	0.64620	1.77059	1.09854	2.05492	0.74798	1.96607	0.56542	1.21809	0.36187	
Samw_Sam_Sam_M_rep1_22	0.45395	1.20355	0.43941	1.08400	0.36348	1.02423	0.46688	0.89014	0.51050	0.93376	0.59935	1.04361	0.72536	1.18578	0.82390	0.97738	0.80290	0.92891	1.12277	0.77705	1.04846	0.64620	1.80129	1.10500	2.09854	0.73828	2.00807	0.56704	1.24071	0.36187	
Samw_Sam_Sam_M_rep1_23	0.42164	1.19063	0.40387	1.07269	0.33602	1.00484	0.45234	0.87237	0.49111	0.92084	0.60096	1.03392	0.71082	1.18255	0.82390	0.97738	0.80775	0.92891	1.13085	0.79483	1.07754	0.66074	1.85137	1.13085	2.15024	0.76090	2.05815	0.59289	1.29886	0.37479	
