genotype	sex	side	microscope	magnification	ID	dimensions	Scale	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6	X7	Y7	X8	Y8	X9	Y9	X10	Y10	X11	Y11	X12	Y12	X13	Y13	X14	Y14	X15	Y15	X16	Y16	X17	Y17	X18	Y18	X19	Y19	X20	Y20	X21	Y21	X22	Y22	X23	Y23	X24	Y24	X25	Y25	X26	Y26	X27	Y27	X28	Y28	X29	Y29	X30	Y30	X31	Y31	X32	Y32	X33	Y33	X34	Y34	X35	Y35	X36	Y36	X37	Y37	X38	Y38	X39	Y39	X40	Y40	X41	Y41	X42	Y42	X43	Y43	X44	Y44	X45	Y45	X46	Y46	X47	Y47	X48	Y48	CentroidSize
mam	M	L	lei	2X	15	500x374	0.008	-0.04277713	-0.11755033	-0.22159044	-0.03560164	-0.2387742	0.01663587	-0.15350298	0.0911231	0.1146025	0.06417652	0.18966306	0.05135974	0.02039113	-0.0541418	0.01012523	-0.01652146	0.08950915	0.00277639	0.08699354	0.01875643	0.15020441	0.02191803	0.16813657	-0.00739906	0.18795326	-0.02697592	0.17887804	-0.06851123	0.14462143	-0.10428195	0.09819099	-0.12273844	0.04929982	-0.12663334	0.00155372	-0.12363309	-0.09214808	-0.10815799	-0.14251709	-0.09228152	-0.18744603	-0.06768073	-0.23707109	-0.00774713	-0.21979137	0.0512319	-0.18966967	0.07510078	-0.10644882	0.10040359	-0.05979827	0.10157081	-0.01010403	0.09702593	0.05169916	0.08675496	0.14832604	0.03862587	0.18917131	0.02882952	-0.01517502	-0.08138178	0.06467135	-0.03442498	0.11498102	-0.01890008	-0.14753814	-0.0243303	-0.07100818	-0.01709136	0.04622047	-0.00916386	0.1372231	0.00497691	-0.17661387	0.02564712	-0.11874873	0.02989195	-0.05281075	0.03133656	0.01797341	0.02889159	0.11537911	0.02047002	-0.09985726	0.07822095	-0.04521072	0.06917066	0.01562235	0.05831594	0.07600135	0.04440516	0.14945316	0.06391072	0.01175719	-0.03637907	4.4482908563
mam	M	L	lei	2X	16	500x374	0.008	-0.0440309	-0.11901989	-0.22044941	-0.03578743	-0.23953587	0.01587629	-0.15205766	0.09248554	0.11311439	0.06405282	0.18715045	0.05175926	0.02006392	-0.05508886	0.00763788	-0.01648584	0.09287548	0.00204248	0.09142222	0.01827116	0.14966854	0.02106087	0.1649194	-0.0071164	0.18779093	-0.02020571	0.1777436	-0.06668243	0.14606243	-0.10475049	0.09942193	-0.12565298	0.04969781	-0.1300885	0.00154658	-0.12647664	-0.09197973	-0.10818323	-0.14182214	-0.09096143	-0.18631214	-0.06626976	-0.2372071	-0.00819877	-0.22069231	0.05111731	-0.19063384	0.07537796	-0.10712701	0.1012302	-0.06030614	0.10236697	-0.01050322	0.09769954	0.05135329	0.08717913	0.14772545	0.03839715	0.18735254	0.02905207	-0.01629721	-0.08294331	0.06318848	-0.03608471	0.11308687	-0.02053027	-0.1473493	-0.02316793	-0.07105044	-0.01612795	0.04609827	-0.00981967	0.13660774	0.00499312	-0.17603665	0.02612488	-0.11739946	0.03033741	-0.05052703	0.03118161	0.02110583	0.02863251	0.11831871	0.01998854	-0.09889457	0.07909182	-0.0444902	0.06993305	0.0160246	0.05873102	0.07611285	0.04465199	0.14759853	0.06480103	0.01101364	-0.03679354	4.3521967501
mam	M	L	lei	2X	17	500x374	0.008	-0.04418406	-0.11674504	-0.22168958	-0.03422264	-0.23827928	0.0172088	-0.15475364	0.09080135	0.11410935	0.06417316	0.19114972	0.05041544	0.01873753	-0.05444565	0.00467699	-0.01726576	0.09125312	0.00188095	0.0904342	0.01733357	0.14630615	0.02034939	0.16857626	-0.00900581	0.19134932	-0.02104991	0.17957757	-0.06699881	0.14550179	-0.10267186	0.09948946	-0.12191503	0.05058761	-0.12617915	0.00279234	-0.12324087	-0.09098109	-0.1078406	-0.1414125	-0.09220307	-0.18643268	-0.06782904	-0.23605806	-0.00817072	-0.22006358	0.05134684	-0.18977248	0.07537429	-0.10622283	0.10013472	-0.05961581	0.10097592	-0.01000693	0.09617927	0.05168385	0.08578746	0.14855766	0.03907489	0.19121517	0.02698262	-0.01669495	-0.08057269	0.06406394	-0.03509436	0.11460376	-0.02010252	-0.14879007	-0.02397127	-0.07188053	-0.01671061	0.04631847	-0.00950364	0.13829498	0.00402514	-0.1752467	0.02659631	-0.11728103	0.03038857	-0.05126616	0.03084681	0.01951462	0.02811156	0.11539868	0.01875536	-0.10160363	0.07838903	-0.04727071	0.06989233	0.01318647	0.0591426	0.07295573	0.04443663	0.14987611	0.06402831	0.00929545	-0.03689226	4.2977016654
mam	M	L	lei	2X	18	500x374	0.008	-0.04604738	-0.11561945	-0.22213213	-0.03649159	-0.23787469	0.01545911	-0.15362126	0.09096841	0.11473569	0.06443437	0.19229715	0.04929783	0.01551371	-0.05425798	0.0045699	-0.01670353	0.08952372	0.00186504	0.08803532	0.01824604	0.14869475	0.02031043	0.16959613	-0.0094001	0.19369436	-0.02339616	0.17908301	-0.06675138	0.14455429	-0.10133695	0.09901289	-0.11989153	0.05055241	-0.12481866	0.00289776	-0.12232817	-0.09071007	-0.10702347	-0.14119395	-0.09185338	-0.18680018	-0.06842002	-0.23728222	-0.00804788	-0.21809442	0.05044001	-0.18862751	0.0747524	-0.10575278	0.10065823	-0.05913347	0.10159128	-0.0095596	0.09659181	0.05203617	0.08592642	0.14863759	0.03885514	0.19273834	0.02634365	-0.01887984	-0.07932209	0.06312489	-0.03516104	0.11445076	-0.02107353	-0.14931377	-0.02433893	-0.07209671	-0.01647233	0.04628605	-0.00881789	0.1389109	0.00403393	-0.17583993	0.02480061	-0.11810928	0.02929179	-0.0522861	0.03106707	0.01845099	0.0289516	0.11546303	0.01896693	-0.10142279	0.07647917	-0.04660522	0.06907013	0.01432839	0.05921404	0.07459768	0.04503872	0.15116755	0.06498784	0.00842986	-0.03611596	4.4921115052
mam	M	L	lei	2X	19	500x374	0.008	-0.04874802	-0.11724612	-0.21710125	-0.03578153	-0.23522476	0.01896043	-0.16033163	0.08886385	0.11476599	0.06560928	0.19140376	0.04993625	0.015596	-0.05600305	0.00482279	-0.01797095	0.09221196	0.00227366	0.09000436	0.01859152	0.1411936	0.01916193	0.16983485	-0.00881676	0.19461456	-0.02078193	0.17999384	-0.06706046	0.14656528	-0.10338065	0.10066367	-0.12409896	0.05124855	-0.1287246	0.00315233	-0.12537735	-0.09070404	-0.10829379	-0.14084798	-0.0915031	-0.18519034	-0.06627028	-0.23335634	-0.00697413	-0.2185241	0.05076868	-0.18890894	0.07517459	-0.10555888	0.1007893	-0.05877054	0.10204586	-0.00889789	0.09771908	0.05315665	0.08760642	0.14940669	0.0382123	0.19243292	0.02726891	-0.01989101	-0.08133842	0.06300835	-0.03607827	0.11481166	-0.02071075	-0.14573361	-0.02345174	-0.06928378	-0.01677141	0.04805887	-0.00976286	0.13946701	0.00402432	-0.17333403	0.02704146	-0.11617797	0.03025932	-0.05096828	0.03110353	0.01902887	0.0289405	0.11361329	0.01873953	-0.10631699	0.07859919	-0.05182139	0.07067749	0.008942	0.06079319	0.06911901	0.04694716	0.15034326	0.06397644	0.00823162	-0.03768704	4.3202639543
mam	M	L	lei	2X	22	500x374	0.008	-0.04198665	-0.11882333	-0.22092255	-0.03607195	-0.23689689	0.01789352	-0.15384378	0.09160516	0.11266964	0.0653752	0.18716621	0.05251206	0.01780491	-0.05391669	0.00354923	-0.01606313	0.08962342	0.00245924	0.08809148	0.01860067	0.1569205	0.01914202	0.16508533	-0.00832533	0.18881129	-0.02389588	0.17949928	-0.06820005	0.14501874	-0.10406427	0.09866011	-0.12317161	0.04961656	-0.12749565	0.00172207	-0.12463166	-0.09228553	-0.10966387	-0.14310824	-0.09434917	-0.18815349	-0.06923079	-0.235256	-0.00809562	-0.22038714	0.05019754	-0.19082499	0.07490632	-0.10728986	0.10070267	-0.06048698	0.10178866	-0.01069533	0.09719664	0.05122007	0.08696638	0.14794207	0.03869657	0.18767538	0.02886302	-0.01738935	-0.0807195	0.0626775	-0.03453532	0.11289736	-0.01955856	-0.14873334	-0.02421689	-0.07264468	-0.01584829	0.04427539	-0.00857767	0.13537399	0.00452326	-0.17483773	0.02667869	-0.11672324	0.03032409	-0.05043587	0.03124511	0.02065296	0.02914466	0.11861925	0.02050832	-0.09833557	0.07844604	-0.04228364	0.06932076	0.02007231	0.05804376	0.08196924	0.04365073	0.14750809	0.06670633	0.00839848	-0.0360422	4.309207083
mam	M	L	lei	2X	23	500x374	0.008	-0.04440143	-0.11920789	-0.22059349	-0.03741978	-0.23806951	0.01678959	-0.14770274	0.09332484	0.11344513	0.06512493	0.18908216	0.05233164	0.01602546	-0.05477854	0.00563651	-0.01577807	0.08822976	0.00233678	0.08700653	0.0184712	0.14971266	0.02115126	0.16560186	-0.00854942	0.19108155	-0.02374182	0.18128508	-0.06892058	0.14524383	-0.10304866	0.09929325	-0.12202829	0.05045414	-0.12763527	0.00239405	-0.12541365	-0.09191633	-0.11026381	-0.14292034	-0.09474954	-0.18819322	-0.06950952	-0.236224	-0.00806716	-0.22030293	0.05093987	-0.19020254	0.07522247	-0.10650868	0.10086157	-0.05961567	0.10200878	-0.00970205	0.0973601	0.05232976	0.08690332	0.14883992	0.03773092	0.189684	0.02943256	-0.01914992	-0.08112135	0.06197812	-0.03507018	0.11278357	-0.02013428	-0.14798525	-0.02528368	-0.07173869	-0.01600132	0.04545987	-0.00859352	0.13680654	0.00476324	-0.17573293	0.02568809	-0.11807086	0.03014854	-0.05234448	0.03200429	0.01824098	0.02952697	0.11468994	0.02047253	-0.09541075	0.07858318	-0.04162321	0.06982889	0.01822603	0.05931298	0.07756711	0.04537322	0.14861715	0.06571002	0.00869405	-0.03608545	4.2077994895
mam	M	L	lei	2X	24	500x374	0.008	-0.04392114	-0.11621205	-0.22121498	-0.03781409	-0.23942217	0.01662608	-0.14983106	0.09201044	0.11507514	0.06379639	0.18892509	0.05143787	0.01772578	-0.0548708	0.00643835	-0.01684866	0.09010387	0.00233742	0.0884979	0.01773596	0.148979	0.02254825	0.16706222	-0.00852366	0.19034279	-0.0258529	0.17859934	-0.06754592	0.14609384	-0.10510374	0.09898715	-0.12303305	0.04996447	-0.12544526	0.00222849	-0.12219575	-0.09171961	-0.10786049	-0.142426	-0.09279424	-0.18788438	-0.06862822	-0.23791698	-0.00802154	-0.21996037	0.0514777	-0.18961732	0.07522745	-0.10624337	0.10011924	-0.05959664	0.10146608	-0.00980273	0.09740113	0.05219971	0.08757617	0.14833508	0.03795877	0.18933697	0.02898263	-0.01627926	-0.0808493	0.06325766	-0.03499118	0.11354722	-0.02007271	-0.14817678	-0.02559014	-0.07164526	-0.01683333	0.04584676	-0.00873774	0.13739107	0.00458469	-0.17657413	0.02524314	-0.11852695	0.02939803	-0.05238015	0.03101815	0.0186688	0.02908592	0.11551332	0.01981134	-0.09770276	0.07756559	-0.04362337	0.06993632	0.01647047	0.05995588	0.07590334	0.04583718	0.14975626	0.06551593	0.00921532	-0.03682896	4.2426460982
mam	M	L	lei	2X	25	500x374	0.008	-0.04545554	-0.11649184	-0.22224853	-0.03727751	-0.23875538	0.01755452	-0.15142648	0.09105739	0.11715498	0.06290223	0.19086634	0.05029057	0.02019915	-0.05324029	0.00831765	-0.01648293	0.09280722	0.00235242	0.09111787	0.018525	0.14775456	0.02069474	0.16876269	-0.00797194	0.18954651	-0.02658806	0.17608201	-0.06657982	0.14184031	-0.10104552	0.09696272	-0.12065574	0.04851982	-0.12489001	0.00092707	-0.12219305	-0.0928483	-0.1086115	-0.14374961	-0.09407182	-0.18931412	-0.06961616	-0.23750351	-0.00787928	-0.22024364	0.05083453	-0.19009383	0.07438659	-0.10728728	0.09961685	-0.06081228	0.1010532	-0.01121826	0.09680362	0.05048469	0.08683992	0.14711772	0.03915808	0.19049383	0.02859206	-0.01755077	-0.07967797	0.06472083	-0.03474221	0.1156441	-0.0194505	-0.14839548	-0.02510505	-0.07152232	-0.01649002	0.04656626	-0.00930508	0.1382592	0.00443859	-0.17540954	0.02535321	-0.11726474	0.02932026	-0.05101553	0.03115785	0.02013659	0.02913585	0.11661007	0.02042981	-0.09866795	0.07660245	-0.04458345	0.06829731	0.0156424	0.05856938	0.07538759	0.04524306	0.15181429	0.06497931	0.01163006	-0.0358225	3.9545166102
mam	M	L	lei	2X	26	500x374	0.008	-0.04417656	-0.11696108	-0.2187053	-0.0362398	-0.23664969	0.01631441	-0.15588683	0.09022403	0.11225663	0.06620808	0.19465438	0.05138918	0.01491266	-0.05479679	0.00086465	-0.01722255	0.08916038	0.00256485	0.08716329	0.01852916	0.14926896	0.02209	0.16703637	-0.00851783	0.19141392	-0.02445475	0.17950127	-0.0677406	0.14650447	-0.10448321	0.10021144	-0.12456832	0.05087723	-0.12805371	0.00299612	-0.1242795	-0.09064191	-0.1073918	-0.14095148	-0.09151511	-0.18586378	-0.06712405	-0.23476813	-0.00737236	-0.21845553	0.05098069	-0.18859032	0.0751297	-0.10527389	0.10066688	-0.05851826	0.10176271	-0.00873954	0.09707688	0.05313222	0.08657241	0.1494772	0.03768476	0.19367784	0.02853289	-0.01854103	-0.08003349	0.06185641	-0.03468128	0.11246233	-0.0200732	-0.14791994	-0.02447535	-0.07142888	-0.01644155	0.04611207	-0.00830991	0.13819639	0.00450552	-0.17541217	0.0258407	-0.11794713	0.02980842	-0.05240098	0.03090307	0.01792988	0.02856008	0.11494612	0.02043941	-0.10207135	0.07743578	-0.04710813	0.06898093	0.01413388	0.05889365	0.0747827	0.04496563	0.15058783	0.06562246	0.0059342	-0.03694604	4.4388096063
mam	M	L	lei	2X	27	500x374	0.008	-0.04297095	-0.11718813	-0.22052457	-0.0377208	-0.23762109	0.01672777	-0.15168617	0.09262258	0.11800993	0.06295396	0.18902815	0.05083286	0.01628073	-0.05561684	0.00393002	-0.01715252	0.09107626	0.00227292	0.0891747	0.0179497	0.15005783	0.02021713	0.16617513	-0.00889035	0.19145469	-0.02413826	0.17697874	-0.06530092	0.14454048	-0.10182241	0.09909704	-0.12204959	0.05013638	-0.12579143	0.00232948	-0.12285175	-0.09175323	-0.10893142	-0.14266567	-0.09394764	-0.18811711	-0.06933801	-0.2360547	-0.00796643	-0.22033152	0.05096994	-0.1907227	0.0758295	-0.10692977	0.10066621	-0.06024973	0.10164738	-0.01051551	0.09742312	0.05144305	0.08775586	0.14812952	0.03950041	0.18973502	0.02899308	-0.01701671	-0.08097391	0.0623456	-0.03571108	0.11232562	-0.02070453	-0.14838272	-0.02530902	-0.07181936	-0.01706899	0.04581518	-0.00931427	0.13746534	0.00412625	-0.17532593	0.02593965	-0.11742787	0.03009619	-0.05134234	0.03157964	0.01952853	0.02880493	0.11638107	0.01972108	-0.09864182	0.0785613	-0.04402841	0.07028312	0.01670336	0.05976493	0.0768396	0.04544283	0.15118448	0.06436318	0.00796195	-0.03725724	4.3636559323
mam	M	L	lei	2X	28	500x374	0.008	-0.0475534	-0.11716585	-0.22102113	-0.03602105	-0.23857863	0.0170382	-0.15134034	0.09159048	0.11464158	0.06520146	0.18845967	0.05288337	0.01831678	-0.05282184	0.00984305	-0.01661927	0.0898796	0.00186443	0.08779862	0.01768599	0.14727327	0.02092753	0.16726855	-0.00763106	0.19380898	-0.02468795	0.17889407	-0.06795734	0.14553131	-0.1044032	0.09904077	-0.1227658	0.0500522	-0.1265206	0.00216208	-0.12380138	-0.09194728	-0.10890363	-0.14266889	-0.09331737	-0.18776029	-0.06838358	-0.23645127	-0.00767817	-0.22046565	0.05167976	-0.19004061	0.07564672	-0.10618348	0.09946006	-0.05955199	0.1003387	-0.00979132	0.09602391	0.05224842	0.08637741	0.14929114	0.03862933	0.19017487	0.02801104	-0.01988477	-0.07956114	0.06315588	-0.03412966	0.11449028	-0.01868626	-0.14706113	-0.02388693	-0.07026393	-0.01640092	0.04737497	-0.00941032	0.13864925	0.00469328	-0.17613695	0.02567187	-0.11825795	0.02949696	-0.05226317	0.03068793	0.01851329	0.02852179	0.11528813	0.01967985	-0.09904344	0.07700215	-0.04505882	0.06851788	0.01501147	0.05835031	0.07469625	0.0451903	0.14890421	0.06518289	0.01055575	-0.03560026	4.1430260321
mam	M	L	lei	2X	29	500x374	0.008	-0.04393835	-0.11819239	-0.2215705	-0.03616991	-0.23894432	0.01770862	-0.14732018	0.09329727	0.11422699	0.06456944	0.18543337	0.05338537	0.01902139	-0.05536414	0.00857299	-0.01656037	0.09184505	0.00299436	0.0901702	0.01844389	0.1453443	0.02163916	0.16782677	-0.0070288	0.19062194	-0.02564982	0.17984982	-0.06942812	0.14542762	-0.10552238	0.09877033	-0.12496467	0.04942987	-0.12840277	0.00148484	-0.12478999	-0.09250673	-0.108858	-0.1431599	-0.09318894	-0.1882766	-0.06839228	-0.23701612	-0.00772172	-0.22099766	0.05168377	-0.19067003	0.07588954	-0.10663703	0.09998901	-0.05991204	0.10078063	-0.0101234	0.0962968	0.05191358	0.08643744	0.14879866	0.03811365	0.18693504	0.03051104	-0.01664051	-0.08151709	0.0645564	-0.03521173	0.1153862	-0.019075	-0.14737189	-0.02558943	-0.07103975	-0.01708663	0.04629922	-0.00938457	0.13698027	0.0062437	-0.17573519	0.02653116	-0.11765341	0.03047413	-0.05139915	0.03170739	0.01958371	0.02906946	0.11565999	0.02064237	-0.09647407	0.07789528	-0.04351816	0.06912764	0.0153972	0.05877156	0.07399194	0.04582502	0.1477309	0.06716892	0.0096464	-0.03709785	4.3511417021
mam	M	L	lei	2X	31	500x374	0.008	-0.04099054	-0.11703475	-0.22051323	-0.03836257	-0.23883809	0.01615392	-0.15339801	0.09234919	0.11300045	0.06507176	0.1886142	0.05013613	0.02017391	-0.05459518	0.00646936	-0.0166963	0.08866911	0.00201199	0.08718325	0.01756578	0.15338637	0.01906277	0.16634619	-0.01012037	0.19029844	-0.02389267	0.17826751	-0.06647168	0.14376214	-0.10128349	0.09848917	-0.1214239	0.04965748	-0.1256862	0.00187647	-0.12261537	-0.09206573	-0.10811287	-0.14286417	-0.09309175	-0.18826058	-0.06864623	-0.23739944	-0.00777828	-0.22012212	0.05106857	-0.19035405	0.07537604	-0.10721767	0.10195207	-0.06037338	0.10347533	-0.01050726	0.09906416	0.05140835	0.0885369	0.14647065	0.03729766	0.18912385	0.02773501	-0.01480561	-0.08070289	0.06458363	-0.03533186	0.11443575	-0.02047213	-0.14772271	-0.02609751	-0.07153547	-0.01694806	0.04541625	-0.00921632	0.13677741	0.00317177	-0.17651651	0.02539796	-0.11843942	0.02993929	-0.05218593	0.0317902	0.01892214	0.02915884	0.11675972	0.01937875	-0.09869077	0.07896045	-0.04324013	0.07007994	0.01845839	0.05897078	0.07948308	0.0438948	0.14814223	0.06400202	0.00986531	-0.03702171	4.1931378337
mam	M	L	lei	2X	32	500x374	0.008	-0.03987567	-0.11809352	-0.22248733	-0.03631106	-0.23884691	0.02025412	-0.1478555	0.09353923	0.11287242	0.06421655	0.18837472	0.05196177	0.01740774	-0.05503115	0.0033073	-0.01745108	0.08991383	0.00292574	0.08797731	0.01846061	0.15150456	0.02090251	0.16492162	-0.00634825	0.19100121	-0.02457075	0.18069819	-0.06839423	0.14503798	-0.1027992	0.09911332	-0.12176613	0.0502933	-0.12623568	0.00241253	-0.12343485	-0.09180841	-0.10919911	-0.14289946	-0.09442731	-0.18851707	-0.06975046	-0.2373808	-0.00825091	-0.22117694	0.05186781	-0.19065162	0.07603084	-0.1065963	0.10054761	-0.05983414	0.10128467	-0.01007338	0.09646077	0.05179996	0.08602175	0.14852452	0.03808306	0.18912551	0.03008456	-0.01591125	-0.08054416	0.06296881	-0.03469013	0.11254537	-0.01902875	-0.14975535	-0.02503953	-0.07301673	-0.01719552	0.04505467	-0.00939078	0.13645184	0.00613277	-0.17619278	0.02679225	-0.1181626	0.02960812	-0.0520498	0.0302669	0.01877077	0.02745667	0.11604247	0.020679	-0.09531729	0.07720861	-0.04124063	0.06775849	0.01897446	0.05703577	0.07890148	0.04389969	0.14813195	0.0659012	0.00752209	-0.03742853	4.2140442446
mam	M	L	lei	2X	33	500x374	0.008	-0.03815682	-0.11749497	-0.22119759	-0.03588386	-0.23883106	0.01949652	-0.15304214	0.09178123	0.11674713	0.06188541	0.1891111	0.05093184	0.02224687	-0.05393132	0.00721434	-0.01669886	0.08939327	0.00193602	0.08705084	0.01798121	0.14612954	0.0203637	0.16587202	-0.0085543	0.19088811	-0.02491644	0.17809627	-0.06682905	0.14587395	-0.10413689	0.09947028	-0.1238245	0.05030426	-0.12606364	0.00250505	-0.12256906	-0.09161968	-0.10868857	-0.14242369	-0.09348708	-0.18754471	-0.06859492	-0.23664426	-0.00806045	-0.2210759	0.05209858	-0.19037627	0.0760541	-0.10637038	0.10027278	-0.05967537	0.10114263	-0.0099303	0.09660322	0.05194785	0.08641591	0.14847236	0.03811851	0.18963206	0.02869592	-0.01311852	-0.08050968	0.06534745	-0.03502401	0.11436941	-0.01979683	-0.14800887	-0.02443146	-0.07145878	-0.01626528	0.04605598	-0.00904411	0.13753958	0.00416698	-0.17668045	0.02712854	-0.11906408	0.0303414	-0.05344983	0.03102535	0.01700462	0.02850084	0.11339162	0.01904745	-0.10008545	0.07901057	-0.04613128	0.06974063	0.01395079	0.05870593	0.07365512	0.04496876	0.15071704	0.06495584	0.01189852	-0.03656455	4.214995278
mam	M	L	lei	2X	34	500x374	0.008	-0.04596432	-0.11804146	-0.22282344	-0.0351618	-0.23925565	0.01926081	-0.14661761	0.09358116	0.11269532	0.06531975	0.18909331	0.05260256	0.02047037	-0.05355368	0.0071453	-0.01680412	0.09102241	0.00223543	0.0890714	0.01788408	0.14873169	0.02120697	0.16395926	-0.00825572	0.19364643	-0.0206193	0.17692556	-0.06582341	0.14481634	-0.10265125	0.09908967	-0.12233816	0.0500944	-0.12697203	0.00212361	-0.1244429	-0.09203879	-0.10938959	-0.14279807	-0.09371174	-0.18807141	-0.06895757	-0.23732432	-0.00827909	-0.22161814	0.05196683	-0.19109092	0.07629951	-0.10680676	0.0996352	-0.06020278	0.10001825	-0.0105729	0.09520934	0.05127929	0.08522812	0.14860331	0.03911471	0.19061703	0.02809859	-0.01772472	-0.08171207	0.06264248	-0.03521762	0.11269096	-0.01978543	-0.14892911	-0.02493926	-0.07175805	-0.01773975	0.04665901	-0.00937011	0.13862124	0.00497052	-0.17646361	0.02656185	-0.11836337	0.02952746	-0.0521275	0.03021047	0.01889654	0.02819346	0.11577565	0.01981825	-0.09542406	0.07748302	-0.04210247	0.06793835	0.01727873	0.05711433	0.07650696	0.04463607	0.148312	0.06584391	0.01130975	-0.03619292	4.1829158849
mam	M	L	lei	2X	35	500x374	0.008	-0.04253108	-0.11834302	-0.21908462	-0.03591075	-0.23740999	0.01817654	-0.15236481	0.0926695	0.11320092	0.06519455	0.18878894	0.05432909	0.01882088	-0.05559724	0.00456007	-0.0177947	0.0879137	0.00156928	0.08649226	0.01835861	0.14995328	0.02062318	0.16797538	-0.00812195	0.19096094	-0.02546666	0.17897784	-0.06767713	0.14531925	-0.10365471	0.09968927	-0.12493675	0.05017524	-0.12905047	0.00216605	-0.12524526	-0.09162839	-0.1082691	-0.14195585	-0.09189499	-0.18661404	-0.06683261	-0.23540134	-0.0069933	-0.21970995	0.05185469	-0.18969688	0.07621995	-0.1059154	0.10141681	-0.05909517	0.10218134	-0.00932295	0.09721467	0.05254114	0.08658762	0.14948347	0.03884994	0.18944088	0.03037793	-0.01556625	-0.08204668	0.06437168	-0.03540911	0.11485764	-0.01998567	-0.14702516	-0.02530335	-0.07099028	-0.01756898	0.045795	-0.00951823	0.13676543	0.00415491	-0.17563034	0.026309	-0.11792385	0.03003561	-0.05213302	0.03123403	0.01839676	0.02829438	0.11588843	0.01990424	-0.10150062	0.07822892	-0.04673233	0.06934601	0.01417444	0.05836918	0.07481967	0.04517528	0.1482015	0.06690566	0.00850229	-0.03796024	4.4135768614
mam	M	L	lei	2X	36	500x374	0.008	-0.04285791	-0.11660773	-0.22247056	-0.03784083	-0.24138646	0.01902815	-0.14559781	0.09342916	0.11366553	0.06531365	0.18871946	0.05438959	0.02064376	-0.05340001	0.00726594	-0.01713483	0.08922611	0.00201739	0.08760279	0.01775472	0.15089231	0.0200854	0.16483625	-0.0086534	0.19080593	-0.02326524	0.17872222	-0.06732091	0.14380087	-0.10185594	0.0982176	-0.12092486	0.04955107	-0.12505597	0.00180659	-0.12225991	-0.09218268	-0.10811756	-0.1431017	-0.09349081	-0.18878946	-0.06934705	-0.23927742	-0.00853748	-0.22216609	0.05283235	-0.19099215	0.07631692	-0.10694327	0.09944333	-0.06042331	0.10032019	-0.01078293	0.09609335	0.05112118	0.08654356	0.14738871	0.03806322	0.18941366	0.02855262	-0.01593316	-0.08046906	0.06418112	-0.03574641	0.11432602	-0.0215291	-0.14890801	-0.02463736	-0.07210221	-0.0163394	0.04549106	-0.0090493	0.13709679	0.00440729	-0.17816098	0.02619223	-0.11966659	0.02980312	-0.05302921	0.03131533	0.01848249	0.02878049	0.11647513	0.01940615	-0.09415682	0.07348674	-0.0400386	0.0661104	0.01989008	0.05741523	0.0792768	0.04413026	0.14855454	0.06667852	0.01151332	-0.03632619	4.0431184089
mam	M	L	lei	2X	37	500x374	0.008	-0.04306888	-0.11623988	-0.22010261	-0.03902458	-0.238014	0.01532228	-0.15247769	0.09281224	0.11594924	0.06250803	0.18900564	0.0519162	0.01854318	-0.0541129	0.00709459	-0.01652092	0.08704331	0.00148948	0.08678119	0.01777056	0.14960125	0.01854173	0.16846432	-0.00927562	0.19004147	-0.02528721	0.17896433	-0.06676943	0.1451845	-0.10273392	0.09908439	-0.12193033	0.05015167	-0.12463405	0.00236776	-0.12154898	-0.09187826	-0.10868879	-0.14301211	-0.09414352	-0.18865133	-0.06944604	-0.23664966	-0.00757045	-0.21972491	0.05096943	-0.1901722	0.07555512	-0.10687129	0.10209577	-0.0599667	0.10352078	-0.0100421	0.09912796	0.0519701	0.08862362	0.14733742	0.03748673	0.18931275	0.02902684	-0.01579871	-0.08046758	0.06419	-0.0350937	0.114615	-0.02093521	-0.14749443	-0.02576076	-0.07128712	-0.01681375	0.04528265	-0.0084453	0.1368183	0.00282913	-0.17627795	0.02546602	-0.11854506	0.03027672	-0.05264855	0.03200281	0.01808012	0.02850358	0.11542528	0.01808617	-0.09869947	0.07871211	-0.04397236	0.07009004	0.01692059	0.05929435	0.07714274	0.0444191	0.15016713	0.06539459	0.00981647	-0.03639841	4.1129851315
mam	M	L	lei	2X	38	500x374	0.008	-0.04528888	-0.11783726	-0.22186406	-0.03431996	-0.23879286	0.0172576	-0.15032595	0.09349563	0.11817531	0.06179801	0.18900147	0.05388009	0.02001592	-0.0555533	0.00655745	-0.01706649	0.0903897	0.00148119	0.08829478	0.01821025	0.14774474	0.02116643	0.16579937	-0.00622373	0.19097388	-0.02096631	0.17697799	-0.06589268	0.14402744	-0.10204233	0.09876704	-0.12317251	0.04956256	-0.12804055	0.00159576	-0.12485307	-0.09211386	-0.10828825	-0.14249748	-0.09227422	-0.18738878	-0.06760725	-0.23639117	-0.0077382	-0.22136699	0.0519265	-0.19127072	0.07663403	-0.10707342	0.10039918	-0.06051219	0.10042266	-0.01106578	0.09495891	0.05050502	0.08436763	0.14821225	0.04009871	0.18959031	0.03153549	-0.01611694	-0.08288074	0.06385174	-0.035839	0.11414178	-0.01968509	-0.14830625	-0.02459394	-0.07165521	-0.01703763	0.04614061	-0.00950311	0.13741315	0.0053694	-0.17663937	0.02743934	-0.1184938	0.03053515	-0.05230416	0.0298038	0.01861802	0.02695734	0.11593187	0.01971917	-0.0961366	0.07803721	-0.04275769	0.06681231	0.01713136	0.05617827	0.07695595	0.04448685	0.15104231	0.06576782	0.01094437	-0.03732334	4.326258318
