genotype	sex	side	microscope	magnification	ID	dimensions	Scale	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6	X7	Y7	X8	Y8	X9	Y9	X10	Y10	X11	Y11	X12	Y12	X13	Y13	X14	Y14	X15	Y15	X16	Y16	X17	Y17	X18	Y18	X19	Y19	X20	Y20	X21	Y21	X22	Y22	X23	Y23	X24	Y24	X25	Y25	X26	Y26	X27	Y27	X28	Y28	X29	Y29	X30	Y30	X31	Y31	X32	Y32	X33	Y33	X34	Y34	X35	Y35	X36	Y36	X37	Y37	X38	Y38	X39	Y39	X40	Y40	X41	Y41	X42	Y42	X43	Y43	X44	Y44	X45	Y45	X46	Y46	X47	Y47	X48	Y48	CentroidSize
tkv	M	L	lei	2X	121	500x374	0.008	-0.04493439	-0.11815286	-0.22325301	-0.03260093	-0.2366632	0.02047562	-0.15017766	0.09174329	0.1130083	0.06561527	0.18958914	0.05312031	0.01678506	-0.05672956	0.00537086	-0.01747272	0.09041547	0.00259556	0.08642048	0.01798342	0.15287841	0.02287121	0.16701292	-0.00662268	0.18927142	-0.02118249	0.17790262	-0.06676334	0.1454098	-0.10374259	0.09941759	-0.12448187	0.05005024	-0.12808426	0.00213872	-0.12469624	-0.09184692	-0.10945442	-0.14254698	-0.09381591	-0.18760918	-0.068849	-0.23553079	-0.00798084	-0.21986147	0.05056828	-0.1899154	0.07471226	-0.1065951	0.09984869	-0.05995557	0.10106184	-0.01022086	0.09677616	0.05169586	0.08689478	0.14882178	0.03958469	0.18948413	0.02856355	-0.01724432	-0.08252719	0.06266675	-0.03609778	0.11302864	-0.01989757	-0.14960038	-0.02371214	-0.07267485	-0.01692483	0.04561323	-0.00949001	0.13711948	0.00566647	-0.17497081	0.02657957	-0.11741698	0.02940874	-0.05187116	0.03037299	0.01846031	0.02825292	0.11577018	0.02053147	-0.09726951	0.07655922	-0.04260025	0.06810847	0.01817744	0.05785207	0.07848929	0.04427959	0.1487219	0.06707415	0.0090388	-0.03782134	4.5703265265
tkv	M	L	lei	2X	122	500x374	0.008	-0.04565912	-0.11881766	-0.22043401	-0.03285282	-0.23489281	0.02103677	-0.15563705	0.09098689	0.11392566	0.06471189	0.18974371	0.05166965	0.01616605	-0.05779953	0.00520646	-0.01811717	0.08953695	0.00170226	0.08730256	0.01862962	0.15243622	0.02264853	0.16695223	-0.00593423	0.18915851	-0.02144888	0.17888691	-0.06694355	0.14565761	-0.1035565	0.09961418	-0.12442712	0.05014675	-0.12868833	0.00210417	-0.12550588	-0.09200173	-0.10997448	-0.14255243	-0.09358896	-0.18694203	-0.06776474	-0.23332737	-0.00720696	-0.21971011	0.05039109	-0.19031193	0.07514129	-0.10685354	0.10071251	-0.0601023	0.10185331	-0.01030331	0.09748441	0.05164913	0.08739384	0.14830771	0.03901535	0.18958011	0.0312285	-0.01723905	-0.0838888	0.06222232	-0.03659423	0.11267472	-0.02015768	-0.14779842	-0.02418339	-0.0714508	-0.01751764	0.04595384	-0.00955402	0.13696842	0.00528935	-0.17350167	0.02740124	-0.11605295	0.03028697	-0.05060069	0.03119426	0.01959648	0.02867581	0.11697514	0.02084802	-0.10108404	0.07824598	-0.04577064	0.06888023	0.01583004	0.05786547	0.07711703	0.04438191	0.1493715	0.06535654	0.00914157	-0.03850912	4.6198540664
tkv	M	L	lei	2X	123	500x374	0.008	-0.04551082	-0.11787739	-0.21859045	-0.03488625	-0.23452493	0.02011237	-0.16052686	0.08929715	0.11532819	0.06441706	0.18939653	0.05166665	0.01710602	-0.0564861	0.00454446	-0.01828184	0.0876685	0.00150971	0.08634987	0.01891733	0.15419332	0.02174932	0.1661479	-0.00863659	0.19015106	-0.02054703	0.17970485	-0.06722138	0.14609543	-0.10366671	0.09986478	-0.12408468	0.05046205	-0.12827259	0.00247239	-0.12488899	-0.09144944	-0.10886438	-0.14190375	-0.09269524	-0.18646071	-0.06737391	-0.23299746	-0.00696366	-0.2189522	0.05038292	-0.18967814	0.0750739	-0.10646433	0.10136689	-0.05963296	0.10283208	-0.00973753	0.09864349	0.05232295	0.08851722	0.14845369	0.03861177	0.18965166	0.02724973	-0.01809877	-0.082037	0.06232247	-0.03697029	0.11247486	-0.02110327	-0.14681068	-0.02476957	-0.0708704	-0.01786885	0.04567995	-0.00946882	0.13658242	0.00423318	-0.17349774	0.02687109	-0.1162574	0.03011411	-0.0510326	0.03140826	0.01898847	0.02923247	0.11622714	0.02066785	-0.10413191	0.07863721	-0.04753251	0.07014937	0.01543158	0.05918487	0.07768373	0.04420858	0.15013746	0.06595768	0.00921987	-0.03804769	4.6070917804
tkv	M	L	lei	2X	124	500x374	0.008	-0.04511757	-0.11814447	-0.21940546	-0.03493673	-0.23450464	0.01221402	-0.15376175	0.09236248	0.11761016	0.06451718	0.19028932	0.05049213	0.01639915	-0.05688799	0.0019174	-0.01797988	0.08847345	0.00177561	0.08581941	0.01998223	0.14897574	0.02166646	0.16699884	-0.0091549	0.18967811	-0.02334211	0.17966883	-0.06706405	0.14600614	-0.10320084	0.10001092	-0.12341301	0.0507655	-0.12713203	0.00279488	-0.12415929	-0.09158	-0.11028187	-0.14266875	-0.09478711	-0.18756988	-0.06885437	-0.23263897	-0.0069178	-0.21820405	0.04993982	-0.18953653	0.07514631	-0.10635892	0.10245176	-0.05933229	0.10393889	-0.00931	0.09955806	0.05282902	0.08923143	0.14935157	0.03934236	0.19009811	0.02739354	-0.01730984	-0.0827706	0.06241484	-0.03642634	0.11289472	-0.02100263	-0.14817421	-0.02454746	-0.07202088	-0.01740709	0.04493026	-0.00949388	0.13624268	0.0042439	-0.17436012	0.025366	-0.11723557	0.03084377	-0.05205143	0.03214234	0.0179063	0.03004284	0.11482861	0.02083887	-0.10005823	0.08011551	-0.04538816	0.07185507	0.0154601	0.06122396	0.0755048	0.04616559	0.15141134	0.06341019	0.00730704	-0.03835586	4.5519259092
tkv	M	L	lei	2X	125	500x374	0.008	-0.04450477	-0.11886808	-0.22079754	-0.0341198	-0.2373296	0.01766641	-0.15286195	0.09279536	0.11366215	0.06335799	0.18740698	0.05339534	0.01932291	-0.05698684	0.00544177	-0.01723248	0.08760795	0.00227674	0.08576496	0.01858428	0.15859804	0.02225968	0.16553778	-0.0062754	0.18823821	-0.02013987	0.17788419	-0.06669851	0.1443404	-0.1027829	0.09877967	-0.12424005	0.04931311	-0.12916605	0.00126261	-0.12581111	-0.09246954	-0.10899104	-0.14274872	-0.09250723	-0.18720672	-0.06723967	-0.23515178	-0.00748412	-0.22070126	0.05088315	-0.19112914	0.07566695	-0.10751175	0.101311	-0.06075951	0.10195799	-0.01113776	0.09676504	0.05049201	0.08598858	0.1476633	0.03972968	0.187666	0.0304806	-0.01649773	-0.08317523	0.06353813	-0.03667567	0.11348038	-0.01957419	-0.14814353	-0.02331566	-0.07200795	-0.01663078	0.04492345	-0.00956935	0.13535664	0.00586679	-0.17595626	0.02710881	-0.11771573	0.03049926	-0.05139102	0.03047812	0.01969618	0.02836319	0.11933223	0.02171737	-0.09797572	0.07701969	-0.04189871	0.06768408	0.02045522	0.05654453	0.08240983	0.04247453	0.14776946	0.06468565	0.00995312	-0.03807678	4.5262353018
tkv	M	L	lei	2X	126	500x374	0.008	-0.0490081	-0.11890815	-0.21949282	-0.03547585	-0.23539818	0.01619417	-0.15145238	0.09209355	0.11572494	0.06390129	0.18876377	0.05319511	0.01929778	-0.05662313	0.00377309	-0.01697439	0.08874952	0.00143546	0.08636911	0.01895984	0.14882468	0.02240278	0.16625524	-0.006942	0.19057371	-0.02285432	0.17863083	-0.06746361	0.14585432	-0.10439828	0.09979118	-0.1255507	0.05014582	-0.12986009	0.00197786	-0.12653316	-0.09216606	-0.11013718	-0.14268091	-0.09345941	-0.18721164	-0.06771085	-0.234079	-0.00703031	-0.21830673	0.04978925	-0.18927999	0.07442729	-0.10642624	0.101521	-0.05948481	0.10316952	-0.00946715	0.09891556	0.052696	0.08862821	0.14885076	0.0379882	0.1893046	0.03047054	-0.01850142	-0.08408504	0.06284937	-0.03721536	0.11351697	-0.02052629	-0.14774726	-0.02397245	-0.07154925	-0.01603183	0.0457272	-0.00964511	0.13674307	0.00468119	-0.17444198	0.02617524	-0.11730021	0.030266	-0.05214713	0.03127781	0.01781678	0.02944252	0.11404071	0.02080203	-0.09851524	0.07873769	-0.04431656	0.07037528	0.01597977	0.05994012	0.07565545	0.04568491	0.15040135	0.0681988	0.01065921	-0.03727585	4.5619779693
tkv	M	L	lei	2X	127	500x374	0.008	-0.04283613	-0.11807501	-0.22087393	-0.03347648	-0.23702355	0.01868911	-0.15241738	0.09150725	0.11309171	0.06577515	0.18983936	0.05306177	0.01820622	-0.05628221	0.00485209	-0.01768332	0.08740368	0.00190929	0.08557862	0.01870272	0.15112866	0.02185219	0.16485834	-0.00707088	0.19008657	-0.02395539	0.18140752	-0.06932789	0.14616078	-0.10486187	0.09960227	-0.12418503	0.05034877	-0.12773442	0.00241289	-0.12427539	-0.0917427	-0.10925531	-0.14254607	-0.09369026	-0.18729611	-0.06814623	-0.23452716	-0.00726532	-0.22039402	0.05161509	-0.18996795	0.07563698	-0.10609851	0.09996785	-0.05938181	0.10090788	-0.00958807	0.09640164	0.05240905	0.08635764	0.14960336	0.03890364	0.18991406	0.02978892	-0.01646176	-0.0819153	0.06277169	-0.03621299	0.1123403	-0.02002593	-0.14829095	-0.02349152	-0.07183304	-0.01694231	0.0455968	-0.00940855	0.13662401	0.00560609	-0.17548886	0.02709103	-0.11794137	0.03046108	-0.05243143	0.03084871	0.01786397	0.02868551	0.11511857	0.02064373	-0.09896786	0.07655861	-0.0441342	0.06834103	0.0168866	0.05860303	0.07739525	0.04511805	0.14917246	0.06802584	0.00956922	-0.03777822	4.3909486725
tkv	M	L	lei	2X	128	500x374	0.008	-0.04494606	-0.11788589	-0.22080609	-0.03514181	-0.2359472	0.02039482	-0.15378267	0.09113589	0.11733008	0.06322326	0.18914366	0.05128016	0.01904832	-0.05711259	0.00528434	-0.01802634	0.08976449	0.00127914	0.08822609	0.01899272	0.14859784	0.02191144	0.166751	-0.0084039	0.18948579	-0.02265733	0.17827336	-0.06663279	0.14558513	-0.10350748	0.09943926	-0.12370496	0.05015869	-0.12773815	0.00221918	-0.12454703	-0.09171496	-0.10889875	-0.14227808	-0.09294647	-0.18723735	-0.06798101	-0.23530398	-0.00732553	-0.21880578	0.05049946	-0.18923741	0.07469676	-0.10637899	0.10117151	-0.0596046	0.10275646	-0.00974919	0.09848561	0.05222157	0.088287	0.1489083	0.03953566	0.18924691	0.02896708	-0.01631104	-0.08298008	0.06364082	-0.03729663	0.11366586	-0.02106042	-0.14815204	-0.02515993	-0.0717584	-0.0177349	0.04574076	-0.00990383	0.13693089	0.00452063	-0.17380175	0.02662506	-0.11642112	0.02980301	-0.05103197	0.03127237	0.01907223	0.0290979	0.11505981	0.02066268	-0.10224876	0.07750497	-0.04743486	0.0699121	0.01348513	0.05986017	0.07387261	0.04614325	0.15146695	0.06696286	0.01033325	-0.03833614	4.5754765857
tkv	M	L	lei	2X	129	500x374	0.008	-0.04566237	-0.11726864	-0.21938181	-0.03452528	-0.23639888	0.01756194	-0.15539567	0.09158106	0.11308462	0.06453027	0.19165754	0.05162441	0.02019351	-0.05520848	0.00441149	-0.01735897	0.08833827	0.00039739	0.08694975	0.0183783	0.14641647	0.02043863	0.16748147	-0.00944515	0.19230696	-0.02097194	0.17799969	-0.06588176	0.14627254	-0.1034433	0.10045902	-0.1253955	0.0507178	-0.12858158	0.00273248	-0.12456624	-0.09122046	-0.10831713	-0.14165047	-0.09215036	-0.18629168	-0.06703463	-0.23418023	-0.00706669	-0.21962793	0.05128599	-0.18989567	0.07592067	-0.1061605	0.10123194	-0.05935469	0.10208856	-0.00956106	0.09732375	0.0523118	0.08673346	0.14862586	0.03799155	0.19185126	0.02996889	-0.01649383	-0.08220793	0.06389722	-0.03628683	0.11418177	-0.02106317	-0.14754175	-0.02370188	-0.07096607	-0.01676272	0.04662198	-0.00953697	0.13840197	0.00321126	-0.17498577	0.02619325	-0.11765498	0.02994005	-0.05229597	0.03099534	0.0178475	0.02833809	0.11436775	0.01909833	-0.10200555	0.07869622	-0.04758386	0.06973903	0.01302648	0.05903702	0.07316896	0.0451428	0.14982931	0.06623301	0.0111557	-0.03690608	4.3981848277
tkv	M	L	lei	2X	130	500x374	0.008	-0.04619216	-0.11844853	-0.2184083	-0.03250435	-0.23447543	0.01638513	-0.160989	0.08941174	0.11358469	0.0646808	0.18907006	0.0518352	0.01861504	-0.0559924	0.00550393	-0.01667529	0.08943259	0.00078028	0.08709729	0.01825542	0.15172079	0.0196445	0.165929	-0.00891604	0.19043248	-0.01827754	0.18035104	-0.0674139	0.1471444	-0.10482718	0.10020092	-0.1249906	0.05058149	-0.12872175	0.0025002	-0.12537967	-0.09166606	-0.10969212	-0.14208702	-0.09296341	-0.18589684	-0.06659376	-0.23182858	-0.0065984	-0.21918881	0.05028074	-0.18996964	0.07507404	-0.10669628	0.10183493	-0.05973974	0.10333385	-0.00976039	0.09895333	0.05231006	0.08843694	0.14805926	0.0376769	0.18954359	0.02746653	-0.01760443	-0.08292111	0.06302722	-0.03704096	0.11353063	-0.02190443	-0.14629918	-0.0224987	-0.07037412	-0.01577833	0.04633034	-0.00980662	0.13704411	0.00318458	-0.17334935	0.02636047	-0.11616318	0.03084618	-0.05088045	0.03233866	0.01912988	0.02951691	0.11547205	0.01952535	-0.10487202	0.07859788	-0.04849676	0.07025341	0.01426115	0.05950102	0.07632764	0.04467387	0.14918758	0.06666766	0.00855029	-0.03757124	4.6437181518
tkv	M	L	lei	2X	131	500x374	0.008	-0.04598593	-0.11640071	-0.22088111	-0.03413797	-0.23728381	0.01751972	-0.15227767	0.09107717	0.1182621	0.06187778	0.18965873	0.05012335	0.01851598	-0.05559576	0.00471425	-0.01731959	0.08906323	0.00147708	0.08709102	0.01846973	0.14734199	0.02013334	0.17118703	-0.00814967	0.19228375	-0.0231247	0.17833933	-0.06646835	0.14500857	-0.10259688	0.099025	-0.12170647	0.05017115	-0.12504662	0.00243306	-0.12224362	-0.09163678	-0.10891165	-0.14252542	-0.09376529	-0.18749414	-0.06842996	-0.23481268	-0.00726021	-0.22012255	0.05172403	-0.18969172	0.0754842	-0.10622788	0.09955497	-0.05973045	0.10088458	-0.01003993	0.09708481	0.05188811	0.08761875	0.14769496	0.0380361	0.19038232	0.02993244	-0.0166641	-0.0810708	0.0654169	-0.03512085	0.11695981	-0.01932524	-0.14825663	-0.02512088	-0.071701	-0.01769774	0.04585695	-0.00951912	0.13751955	0.00382924	-0.17557452	0.02608255	-0.11811397	0.02996173	-0.05256374	0.03136613	0.01778943	0.02901283	0.11422603	0.01926379	-0.10110904	0.07683673	-0.04672773	0.06927171	0.01371969	0.05925122	0.07367966	0.04569028	0.15210083	0.06492887	0.00909135	-0.03748107	4.5863434758
tkv	M	L	lei	2X	132	500x374	0.008	-0.04592944	-0.11847318	-0.21991197	-0.03393896	-0.23647641	0.01765692	-0.15447044	0.09134595	0.11305069	0.06595708	0.1909854	0.05255972	0.01884152	-0.05647659	0.00277731	-0.01859838	0.08929195	0.00176595	0.08689243	0.019101	0.15584561	0.02166315	0.16614343	-0.00670594	0.18950378	-0.02251534	0.17590719	-0.06591644	0.14361922	-0.10241123	0.09850361	-0.12384265	0.04926023	-0.12881168	0.00130028	-0.12558788	-0.09233999	-0.1089237	-0.14254524	-0.0923478	-0.18689859	-0.0669609	-0.23422023	-0.00695637	-0.21991247	0.05112984	-0.19020227	0.07557156	-0.10675116	0.1003799	-0.06016978	0.10131542	-0.0105544	0.09681023	0.05121245	0.08681617	0.14797922	0.0393275	0.19052263	0.02911079	-0.01709333	-0.08321973	0.06283378	-0.03618379	0.11288457	-0.01935437	-0.148156	-0.02462893	-0.07174076	-0.01804856	0.04593818	-0.00999049	0.13704248	0.00566869	-0.17509811	0.02661896	-0.11730447	0.0301748	-0.05150447	0.03054661	0.01904427	0.02786682	0.11740067	0.02178829	-0.09957048	0.07729269	-0.04375386	0.0680448	0.01844173	0.05748966	0.08039342	0.04463574	0.1495429	0.06749139	0.00944493	-0.03823673	4.5462466862
tkv	M	L	lei	2X	133	500x374	0.008	-0.04478751	-0.11839826	-0.21977247	-0.03562885	-0.23629345	0.0189347	-0.15381618	0.09191955	0.11208565	0.06607418	0.18824591	0.05383644	0.02016491	-0.05540037	0.00745697	-0.01731423	0.08710797	0.00139408	0.08500221	0.01890115	0.15204165	0.02072673	0.16540291	-0.00749323	0.19068396	-0.02516134	0.17815493	-0.06737762	0.1460585	-0.1049724	0.09956164	-0.12560227	0.04997174	-0.12878074	0.0019552	-0.12515012	-0.09213103	-0.10925841	-0.14269471	-0.09305415	-0.18741004	-0.06767755	-0.23483087	-0.00706085	-0.21957685	0.05089469	-0.19002907	0.0755186	-0.10646628	0.10126206	-0.05959	0.10240401	-0.00967844	0.09793926	0.05240629	0.08766654	0.14896215	0.03834632	0.18897631	0.03017016	-0.01651745	-0.08267654	0.06349688	-0.03647483	0.11347738	-0.02078278	-0.14694797	-0.02473555	-0.07076564	-0.01718759	0.04611076	-0.00942776	0.13695782	0.00453054	-0.17540398	0.02643396	-0.11802094	0.0300231	-0.05257157	0.03151414	0.01768345	0.02893059	0.11543725	0.01996234	-0.09974344	0.0780897	-0.04450465	0.0695827	0.01695138	0.05905476	0.07787621	0.04496431	0.14758817	0.06771777	0.01173434	-0.03717697	4.4609281612
tkv	M	L	lei	2X	134	500x374	0.008	-0.04780966	-0.11790548	-0.22235288	-0.03029471	-0.23711201	0.02135042	-0.15480329	0.0890359	0.11398444	0.06451486	0.18917487	0.05391021	0.01724144	-0.05643352	0.00633501	-0.01685003	0.0885939	0.00157962	0.08565496	0.01853696	0.15372076	0.0210178	0.16706458	-0.00649339	0.19376596	-0.02019081	0.17870692	-0.06684779	0.14479587	-0.1023372	0.0993653	-0.1228581	0.05034277	-0.1283455	0.00236374	-0.12551323	-0.09127429	-0.10872437	-0.14137172	-0.09212963	-0.18572228	-0.0670538	-0.23442265	-0.0079689	-0.22058713	0.05134086	-0.18976617	0.07475122	-0.1062366	0.09771661	-0.05990468	0.09874064	-0.01036968	0.0947958	0.05142771	0.08553765	0.14818837	0.03869545	0.19061043	0.03074	-0.01921251	-0.08205262	0.06284047	-0.03709044	0.11364719	-0.02071531	-0.14877629	-0.02253414	-0.0717656	-0.01635411	0.04655952	-0.00952513	0.13817998	0.0053262	-0.1755954	0.02734469	-0.11785133	0.02999768	-0.05207793	0.03074738	0.01851014	0.02840661	0.11664512	0.01977244	-0.10050601	0.07566785	-0.04484038	0.06770289	0.01706839	0.05758281	0.07845148	0.04384116	0.14906612	0.06676951	0.01005306	-0.03720502	4.712420869
tkv	M	L	lei	2X	135	500x374	0.008	-0.04303684	-0.11452839	-0.2230426	-0.03390209	-0.23908853	0.01458509	-0.15120003	0.09121893	0.11522498	0.0639106	0.19103405	0.0517406	0.0164513	-0.05552281	0.005211	-0.01672633	0.0902919	0.00091453	0.08874079	0.01836226	0.14719475	0.01926382	0.16718305	-0.00847926	0.19332407	-0.0238801	0.17855255	-0.06617928	0.14673605	-0.10388894	0.10010417	-0.12330512	0.05106796	-0.12446387	0.00340471	-0.12051225	-0.09054138	-0.10681682	-0.14130613	-0.09244313	-0.18685073	-0.06859817	-0.236774	-0.00822006	-0.21973313	0.05162989	-0.18917856	0.07528203	-0.1056922	0.09954439	-0.05915513	0.10057105	-0.00950573	0.09618919	0.05229437	0.08623911	0.1489707	0.03875557	0.19173238	0.02868033	-0.01715065	-0.07854683	0.06352156	-0.036356	0.1133936	-0.02138393	-0.14979476	-0.02256342	-0.07243616	-0.01527216	0.04637201	-0.00960804	0.13881135	0.00342832	-0.17677988	0.02573947	-0.11871729	0.03029425	-0.05250913	0.03119192	0.01850551	0.02892685	0.11554524	0.0187677	-0.10133135	0.07573067	-0.04705237	0.06810765	0.01328228	0.05822468	0.07326596	0.04533244	0.15059702	0.06503209	0.0100633	-0.03646642	4.5259910076
egfr	F	R	lei	2X	1	500x374	0.008	-0.04721028	-0.11704866	-0.22190526	-0.02901373	-0.23627919	0.02126049	-0.15704679	0.08909327	0.11472831	0.06284907	0.19141061	0.053462	0.02043377	-0.0566022	0.00661271	-0.01732247	0.08922476	0.00122511	0.08689076	0.01809433	0.14060338	0.02295102	0.16688531	-0.00725589	0.19663781	-0.01959672	0.18094267	-0.06780586	0.14767598	-0.10461653	0.10131862	-0.12527547	0.05170677	-0.12948464	0.00361289	-0.12562375	-0.08997355	-0.10736696	-0.13985529	-0.09033789	-0.18418219	-0.06552924	-0.23388483	-0.00733552	-0.21916821	0.05172559	-0.18857226	0.07543245	-0.10479221	0.09888301	-0.05824941	0.09940018	-0.00861907	0.09457719	0.05315618	0.08431393	0.15062442	0.03864654	0.19310954	0.02971663	-0.01717644	-0.08244885	0.06430925	-0.03757377	0.11454838	-0.02088721	-0.14835032	-0.02217575	-0.07097581	-0.01696909	0.04789917	-0.00984484	0.13994021	0.00547688	-0.17468431	0.02785145	-0.11773144	0.03015458	-0.05286714	0.03013225	0.01671725	0.02801337	0.11167184	0.01964854	-0.1047705	0.07731524	-0.05118672	0.06906033	0.00848073	0.05887706	0.06753175	0.04497791	0.15022803	0.0650535	0.01058015	-0.0380769	4.8113262275
egfr	F	R	lei	2X	3	500x374	0.008	-0.04655893	-0.11429668	-0.22446261	-0.02780212	-0.23844984	0.02103025	-0.16028997	0.08489115	0.11839461	0.0625574	0.19289796	0.05237843	0.01589318	-0.05664823	0.00438027	-0.0164411	0.08959519	0.00160221	0.08744354	0.01738657	0.15009342	0.02200323	0.16824131	-0.00682499	0.19413943	-0.02254884	0.1803502	-0.06773037	0.14533773	-0.10233743	0.09950903	-0.12129538	0.05088857	-0.12556997	0.00339379	-0.12218124	-0.0894625	-0.10512223	-0.13912037	-0.08911638	-0.18368445	-0.06557683	-0.23558934	-0.00872427	-0.21913016	0.05176291	-0.18764937	0.07368408	-0.10480016	0.09546664	-0.05887472	0.09662421	-0.00963369	0.09302232	0.05192265	0.08442617	0.14950803	0.04050443	0.19327088	0.02987125	-0.01775751	-0.08025625	0.06321653	-0.03690228	0.11368074	-0.02122059	-0.15071528	-0.02134179	-0.07295081	-0.01621526	0.04651344	-0.00907512	0.13923286	0.00551222	-0.17619527	0.02698172	-0.11834978	0.02931176	-0.05249775	0.02958436	0.01818478	0.0275671	0.11540649	0.01957987	-0.10536416	0.07376052	-0.0494343	0.06722502	0.01286652	0.05830355	0.07430136	0.04418118	0.15306026	0.06490752	0.00924819	-0.03689876	4.9219030288
egfr	F	R	lei	2X	4	500x374	0.008	-0.04125563	-0.11642628	-0.22289467	-0.03390477	-0.24120302	0.01831655	-0.1519854	0.09134491	0.1166568	0.06279839	0.19081296	0.05021645	0.0249788	-0.05319015	0.01195369	-0.01597166	0.08862832	0.00085202	0.08605568	0.01723231	0.14314976	0.02203266	0.16842537	-0.00906702	0.19353627	-0.02382546	0.17786325	-0.0663746	0.14374488	-0.10108088	0.0985046	-0.12002003	0.05006321	-0.12469638	0.00242768	-0.12210632	-0.09126064	-0.10728081	-0.14168	-0.09179482	-0.18680111	-0.06758971	-0.23796503	-0.00831182	-0.22166015	0.05369453	-0.19003175	0.07677143	-0.10590031	0.09868694	-0.059571	0.09910826	-0.01012939	0.09454019	0.05150232	0.08478834	0.14862851	0.03926833	0.19168458	0.02651863	-0.01341804	-0.08019457	0.06742932	-0.03575426	0.11737019	-0.02104583	-0.14797184	-0.02284187	-0.07062648	-0.01643707	0.04771151	-0.00973258	0.13950605	0.0042538	-0.17870767	0.02668277	-0.1208801	0.02988662	-0.05510594	0.0299227	0.01550415	0.02760675	0.11205503	0.0186089	-0.10084469	0.07678136	-0.04752162	0.0683963	0.01179259	0.05823702	0.0705551	0.04447192	0.15086989	0.06216221	0.01600394	-0.03553336	4.4340644568
egfr	F	R	lei	2X	5	500x374	0.008	-0.04867091	-0.11841228	-0.22208839	-0.03056324	-0.23561541	0.02024162	-0.15169505	0.08998153	0.11770985	0.06441637	0.19159676	0.05437596	0.01472053	-0.05777179	0.0032677	-0.01769867	0.0899619	0.00225984	0.0886762	0.01902303	0.14392863	0.02336599	0.16678501	-0.0064171	0.19439908	-0.01924828	0.17974271	-0.06737437	0.14596808	-0.10307321	0.10052424	-0.12396193	0.0512783	-0.12909385	0.00318064	-0.12608784	-0.09087492	-0.10987795	-0.14136971	-0.09348072	-0.18598549	-0.06805225	-0.233574	-0.00770603	-0.2192514	0.0508493	-0.18892537	0.0747005	-0.10532583	0.09819815	-0.05882033	0.09937368	-0.00908371	0.09561235	0.05301752	0.08660779	0.14982298	0.03844339	0.19257277	0.02873371	-0.02031509	-0.08276065	0.06129426	-0.03731892	0.11201538	-0.02037219	-0.14938176	-0.02250487	-0.07213794	-0.0176938	0.04666965	-0.00931628	0.13880198	0.00588576	-0.17374779	0.02833448	-0.11652489	0.03098383	-0.05136019	0.03073249	0.01856357	0.02879035	0.11363414	0.02085312	-0.10020598	0.07534446	-0.04673104	0.06806028	0.01280745	0.05949298	0.07169668	0.04625876	0.15199279	0.0662784	0.00705645	-0.03841187	4.7079568741
egfr	F	R	lei	2X	6	500x374	0.008	-0.04945736	-0.11542987	-0.22357213	-0.03189596	-0.24058117	0.02044729	-0.15185421	0.08850314	0.11646964	0.06304931	0.19158725	0.05243167	0.02028723	-0.05434594	0.00750589	-0.01657782	0.08712968	0.00089542	0.08443518	0.01797797	0.15604126	0.02339535	0.1676059	-0.00615558	0.19478743	-0.02181487	0.17821671	-0.06681601	0.14253567	-0.09961213	0.09751995	-0.11817522	0.04955375	-0.12463969	0.00202191	-0.12273373	-0.09121545	-0.10682188	-0.14120592	-0.0908347	-0.18599747	-0.06681461	-0.23745584	-0.00856609	-0.22092609	0.05281366	-0.18914231	0.07473072	-0.1059585	0.09593288	-0.06001776	0.0968893	-0.01078365	0.09318229	0.05073972	0.0844964	0.14796881	0.04006926	0.19258833	0.02920589	-0.01825924	-0.08115026	0.06411011	-0.036055	0.1150361	-0.02028237	-0.14952501	-0.02205156	-0.07194392	-0.01648267	0.04700507	-0.0092866	0.13918416	0.00577313	-0.17875438	0.02676933	-0.12056181	0.02907611	-0.0543643	0.02896217	0.0166964	0.02696247	0.11606191	0.02023339	-0.09939995	0.07255704	-0.04372806	0.06569816	0.01804472	0.05614081	0.07927388	0.04277543	0.15121234	0.06407127	0.01108555	-0.0364973	4.606220151
egfr	F	R	lei	2X	7	500x374	0.008	-0.04881235	-0.11388939	-0.22476348	-0.02941073	-0.2384863	0.01814915	-0.15237413	0.08926269	0.11728504	0.0622382	0.19349956	0.05409778	0.01422115	-0.05720834	0.00504231	-0.01948139	0.08938755	0.00170059	0.0874078	0.01686203	0.14600855	0.02389236	0.16980193	-0.0051896	0.19577839	-0.02209418	0.18061692	-0.06752157	0.14524298	-0.10163417	0.09955859	-0.12045088	0.05097937	-0.12476657	0.0033861	-0.12161347	-0.09001	-0.10570065	-0.14025215	-0.09041755	-0.18547985	-0.06696101	-0.23617531	-0.00787943	-0.21920044	0.05213943	-0.18825058	0.07507049	-0.10497239	0.09723883	-0.05883527	0.09789442	-0.00947453	0.09363128	0.05209898	0.08425958	0.14969807	0.04020311	0.1941994	0.03069898	-0.01971455	-0.0795306	0.06309151	-0.03703613	0.11406973	-0.02026959	-0.15085403	-0.02174609	-0.07276881	-0.01745073	0.0476404	-0.01070581	0.14006946	0.0068884	-0.17653646	0.02652396	-0.11882928	0.02901005	-0.05318364	0.02823207	0.01728199	0.02635995	0.11401315	0.01931012	-0.10066061	0.07415747	-0.04684905	0.06634344	0.01298363	0.0570225	0.07224476	0.04376483	0.15239332	0.0647128	0.00848259	-0.03870662	4.6360791354
