genotype	sex	side	microscope	magnification	ID	dimensions	Scale	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6	X7	Y7	X8	Y8	X9	Y9	X10	Y10	X11	Y11	X12	Y12	X13	Y13	X14	Y14	X15	Y15	X16	Y16	X17	Y17	X18	Y18	X19	Y19	X20	Y20	X21	Y21	X22	Y22	X23	Y23	X24	Y24	X25	Y25	X26	Y26	X27	Y27	X28	Y28	X29	Y29	X30	Y30	X31	Y31	X32	Y32	X33	Y33	X34	Y34	X35	Y35	X36	Y36	X37	Y37	X38	Y38	X39	Y39	X40	Y40	X41	Y41	X42	Y42	X43	Y43	X44	Y44	X45	Y45	X46	Y46	X47	Y47	X48	Y48	CentroidSize
mam	F	L	lei	4X	143	960x718	0.007858	-0.04842131	-0.1164275	-0.22098135	-0.03283777	-0.23769557	0.01661104	-0.15217047	0.08985185	0.11735006	0.06171763	0.18921666	0.05319459	0.0141663	-0.05631656	0.00248646	-0.01643329	0.08901364	0.0021476	0.08618217	0.0193101	0.1512008	0.02163419	0.16725725	-0.0061468	0.19531214	-0.0206585	0.18116669	-0.06796507	0.14646176	-0.1037957	0.09999234	-0.123412	0.05067295	-0.1274287	0.00265316	-0.12405385	-0.09073967	-0.10793087	-0.14041675	-0.09201943	-0.18519184	-0.06727322	-0.23475424	-0.0083677	-0.21973743	0.05108088	-0.18983489	0.07421137	-0.10631611	0.09813848	-0.059441	0.09924341	-0.00936627	0.09511784	0.05261541	0.08552986	0.14969828	0.03844342	0.1910254	0.03127979	-0.02015242	-0.08048759	0.06192148	-0.03638118	0.11279011	-0.02024654	-0.14891613	-0.02301216	-0.07195626	-0.01588254	0.04572331	-0.00805587	0.13794093	0.00501886	-0.17664827	0.02693974	-0.11881633	0.03080688	-0.05324912	0.03131194	0.01721167	0.0285629	0.1156107	0.02035167	-0.0987729	0.07527498	-0.0438221	0.06796325	0.01669195	0.05821485	0.07650461	0.04444329	0.15080485	0.06592107	0.00572934	-0.03718864	5.208855041
mam	F	L	lei	4X	144	960x718	0.007858	-0.05108542	-0.1140782	-0.22537932	-0.03179808	-0.23621669	0.01198757	-0.15228381	0.08762534	0.11119074	0.06560941	0.18938847	0.05177264	0.01130007	-0.05486094	0.00024633	-0.01614805	0.08599205	0.00030907	0.08316038	0.01952916	0.15671311	0.01844971	0.1694685	-0.0088241	0.19377076	-0.0128553	0.18037357	-0.06504021	0.14831587	-0.10382378	0.10072508	-0.1219738	0.05141352	-0.12680425	0.00338446	-0.12352166	-0.08924968	-0.10503303	-0.13907022	-0.09035026	-0.18552807	-0.06898158	-0.23466361	-0.00837041	-0.22084423	0.05236588	-0.18989271	0.07502677	-0.10598727	0.09624962	-0.0594765	0.09955004	-0.00942669	0.09712576	0.05224723	0.08652629	0.14947908	0.04047265	0.18913889	0.03049725	-0.02099152	-0.07892334	0.0645932	-0.0361814	0.11771956	-0.02294966	-0.1527334	-0.02276062	-0.07477259	-0.01641636	0.04460114	-0.009842	0.13803269	0.00339943	-0.17849681	0.02692034	-0.1204765	0.0301856	-0.05473367	0.0312669	0.01599532	0.02983833	0.11604638	0.01915953	-0.09324689	0.07602797	-0.03778225	0.06589693	0.02364037	0.05509421	0.08467702	0.04188331	0.14727646	0.06296091	0.00344755	-0.03619358	5.1662254846
mam	F	L	lei	4X	146	960x718	0.007858	-0.04667641	-0.11929384	-0.22355956	-0.03134716	-0.23870137	0.02014765	-0.14597476	0.09185881	0.1137567	0.06346733	0.18418874	0.05663071	0.01825592	-0.05593145	0.00524203	-0.01680763	0.08901112	0.00273833	0.08724316	0.01911094	0.15331428	0.02321997	0.16384849	-0.00416301	0.19076393	-0.01956817	0.18251815	-0.06973808	0.14676456	-0.10611858	0.09960804	-0.12614021	0.04971403	-0.13109531	0.00129043	-0.12746437	-0.09201228	-0.108815	-0.14152475	-0.0921043	-0.18624711	-0.06725972	-0.23627614	-0.00870363	-0.22119138	0.05093936	-0.19117033	0.07409349	-0.10743459	0.09827091	-0.06041209	0.09946237	-0.01019851	0.09538148	0.05199303	0.0858895	0.14954613	0.03885609	0.18615983	0.03378811	-0.01863141	-0.08240415	0.06252974	-0.03654056	0.11254694	-0.01928695	-0.14978162	-0.02249791	-0.07300895	-0.01679474	0.04453973	-0.00958949	0.13536663	0.00615433	-0.17626458	0.02729198	-0.11785895	0.0300255	-0.05171845	0.03035421	0.01937933	0.02814377	0.11846892	0.02132261	-0.0932068	0.07557768	-0.03904918	0.06763281	0.02052092	0.05744685	0.07952525	0.04397346	0.14620869	0.06732517	0.0085945	-0.03743917	4.688704243
mam	F	L	lei	4X	147	960x718	0.007858	-0.04325741	-0.11311229	-0.22239629	-0.03434136	-0.23955483	0.01338712	-0.15836514	0.08767054	0.11688284	0.05998018	0.19116754	0.05129168	0.01748741	-0.05403304	0.00528681	-0.01565405	0.08681241	0.00098269	0.08425449	0.01793481	0.15596715	0.02117937	0.16775504	-0.00761959	0.19378865	-0.02566042	0.17882258	-0.0671364	0.14514575	-0.10348564	0.0984955	-0.12127456	0.04978152	-0.12332486	0.00230088	-0.11948192	-0.09049693	-0.1045259	-0.14007999	-0.09003241	-0.18559992	-0.06721612	-0.23710448	-0.00845224	-0.21923691	0.05186121	-0.18926884	0.07468075	-0.10600648	0.09746525	-0.05943218	0.09866109	-0.00955683	0.09521359	0.05223646	0.08616251	0.14822325	0.03770713	0.19192659	0.02900699	-0.01604755	-0.07780937	0.06394225	-0.03525214	0.11358648	-0.02089131	-0.14923772	-0.02270756	-0.07200529	-0.01536746	0.04580644	-0.00820391	0.13837057	0.00320014	-0.17895302	0.02485722	-0.12058482	0.02930777	-0.05438275	0.03087519	0.01682812	0.02855621	0.11703544	0.01944707	-0.10201217	0.07539177	-0.04521743	0.06847359	0.01730414	0.05837973	0.07903068	0.04404959	0.15161521	0.06563858	0.00894279	-0.03577917	4.9952762307
mam	F	L	lei	4X	148	960x718	0.007858	-0.04685298	-0.11477447	-0.22111802	-0.03399143	-0.23975203	0.01736964	-0.15649096	0.08862633	0.11858436	0.06103106	0.18814089	0.05395838	0.01486257	-0.05501944	0.00155114	-0.0163017	0.0889101	0.00200064	0.08700835	0.01876726	0.16105978	0.02138047	0.16606349	-0.00605008	0.19220727	-0.02107332	0.17887238	-0.06681723	0.14476016	-0.10302512	0.09818985	-0.12173674	0.04924155	-0.12533309	0.00157254	-0.1219643	-0.09117682	-0.1058784	-0.14049981	-0.09035697	-0.18527991	-0.06651752	-0.23639879	-0.00895349	-0.22110833	0.05179066	-0.19083819	0.07465695	-0.10733182	0.09720042	-0.06078947	0.09797566	-0.01105871	0.09382057	0.05059879	0.08467363	0.14775705	0.03956115	0.18936991	0.03128088	-0.01914811	-0.0790687	0.06191426	-0.03556744	0.1121838	-0.01986084	-0.149328	-0.02389172	-0.07263208	-0.01723036	0.04468341	-0.00855895	0.13634818	0.00559241	-0.1776081	0.02569489	-0.1185603	0.02920899	-0.05162243	0.02997734	0.02032524	0.02748316	0.12161079	0.0203308	-0.0982846	0.07572062	-0.04122646	0.06689033	0.02171372	0.05625154	0.08414468	0.04255989	0.15056331	0.06499957	0.00486839	-0.03683192	4.9606775675
mam	F	L	lei	4X	149	960x718	0.007858	-0.04550868	-0.11425697	-0.22225811	-0.03627025	-0.23918856	0.01209188	-0.15512659	0.08759563	0.11323685	0.06684591	0.19365604	0.04944045	0.01599904	-0.05460794	0.00362871	-0.01535022	0.08891521	0.00219897	0.08743395	0.018448	0.15694376	0.02032811	0.16706079	-0.01010343	0.19133006	-0.02709994	0.17729843	-0.06668885	0.14197258	-0.10029483	0.09701975	-0.11954749	0.04869465	-0.12373489	0.00118953	-0.12060566	-0.0916693	-0.10594552	-0.14153212	-0.0918466	-0.1872072	-0.06857904	-0.2374448	-0.00843585	-0.2183542	0.04985073	-0.18889416	0.07221043	-0.10709265	0.09835961	-0.06043646	0.10077091	-0.01044363	0.09743298	0.05147807	0.08816828	0.14809158	0.03968634	0.19295064	0.02622806	-0.01795621	-0.07865096	0.06284241	-0.03554964	0.11314404	-0.02114005	-0.1494819	-0.02412612	-0.07245538	-0.01502882	0.04529551	-0.00771053	0.13800617	0.00365507	-0.17758347	0.02379145	-0.11902563	0.0292265	-0.05248098	0.03141752	0.01913779	0.02936957	0.11923439	0.01984552	-0.09860355	0.07627024	-0.04224826	0.06905621	0.01989187	0.05889343	0.08098996	0.04367564	0.15117091	0.06632767	0.00837912	-0.03561152	4.7073538548
mam	F	L	lei	4X	15	960x718	0.007858	-0.04697527	-0.11474494	-0.22354516	-0.03228432	-0.23917185	0.01639142	-0.15408034	0.08911847	0.11485929	0.06225844	0.18912128	0.05165087	0.01678637	-0.05483647	0.00585956	-0.01598344	0.08796152	0.00140776	0.08670055	0.0179886	0.1559964	0.02165296	0.1675009	-0.00565611	0.19298334	-0.0185875	0.18105569	-0.06841911	0.14500874	-0.10328658	0.09851279	-0.12217944	0.04949505	-0.12589457	0.00175118	-0.12216037	-0.09122589	-0.10600923	-0.14093959	-0.09126969	-0.18630028	-0.06785733	-0.23627431	-0.00882159	-0.22089722	0.05127096	-0.19081228	0.07424307	-0.10732531	0.09726076	-0.06065685	0.09825685	-0.0107633	0.09430072	0.05103338	0.0850162	0.14760582	0.03793102	0.19033514	0.02957469	-0.0182608	-0.07911961	0.06357444	-0.03515835	0.11420163	-0.01912175	-0.1497821	-0.02216308	-0.07252525	-0.015367	0.04550842	-0.00888035	0.13751865	0.0046534	-0.17722288	0.02567719	-0.11868702	0.02978753	-0.05228296	0.03092881	0.0190902	0.02823598	0.11902753	0.02012998	-0.09814791	0.07514097	-0.04221702	0.06722776	0.01939799	0.05707215	0.08027159	0.04285672	0.14916261	0.0641976	0.00777352	-0.03643008	4.9496911891
mam	F	L	lei	4X	150	960x718	0.007858	-0.04797961	-0.11623863	-0.22236899	-0.02997628	-0.23727228	0.0187962	-0.15436767	0.08824533	0.11473323	0.06417521	0.18655347	0.05508513	0.0122624	-0.0574879	0.00115079	-0.0170496	0.08668645	0.00155869	0.08448256	0.01876343	0.15980416	0.02283999	0.16655097	-0.00533963	0.19420748	-0.02185697	0.18112025	-0.06823761	0.146754	-0.10496298	0.09963339	-0.12436436	0.05015418	-0.12786495	0.00218331	-0.12414197	-0.09092702	-0.10724193	-0.14041081	-0.09132128	-0.185026	-0.06678161	-0.2342091	-0.00832325	-0.22010483	0.05080304	-0.19004725	0.07356786	-0.10674826	0.09698926	-0.06002138	0.09834127	-0.01000099	0.09473598	0.05204062	0.08594596	0.1498603	0.04031022	0.18877172	0.03278612	-0.01960995	-0.08128635	0.06096357	-0.03625318	0.11164463	-0.01993379	-0.15005256	-0.02235023	-0.07320719	-0.0164432	0.04446382	-0.00889271	0.1361722	0.00527448	-0.17601774	0.02651757	-0.11765487	0.02964812	-0.05153988	0.03044022	0.01953854	0.028218	0.11985091	0.0214063	-0.09773418	0.07489757	-0.04111997	0.06715168	0.02120032	0.05683003	0.0829033	0.0429965	0.14822236	0.06793882	0.00451155	-0.03791459	5.3524414239
mam	F	L	lei	4X	2	960x718	0.007858	-0.04675428	-0.11374714	-0.22300186	-0.03370144	-0.23794067	0.01630888	-0.15709773	0.0875317	0.11651021	0.06389432	0.18879426	0.05334137	0.01597437	-0.05482387	0.00324722	-0.01543755	0.08966718	0.00230088	0.08680912	0.01828862	0.15596504	0.02053855	0.16712964	-0.00796059	0.19362152	-0.02460741	0.18111071	-0.06885953	0.1452824	-0.10382136	0.09855575	-0.12169517	0.04973084	-0.12441954	0.00210587	-0.12072306	-0.09092415	-0.10560667	-0.14073894	-0.09132202	-0.18634024	-0.06816946	-0.23630892	-0.00851148	-0.2189215	0.0503655	-0.18943467	0.07332494	-0.10662304	0.09766694	-0.05991215	0.09928299	-0.00991171	0.09580602	0.052102	0.08694237	0.14872832	0.03867286	0.19032807	0.02857402	-0.01862874	-0.07830038	0.06306403	-0.03611873	0.11343719	-0.02120579	-0.14993326	-0.0233977	-0.07279308	-0.01594282	0.04507301	-0.00801568	0.13747316	0.00428675	-0.17602104	0.02497152	-0.1180732	0.02888037	-0.0523715	0.03040221	0.01834538	0.02836798	0.11648572	0.01881303	-0.10034975	0.0754314	-0.04377148	0.06861188	0.01861283	0.05883383	0.07996715	0.04384193	0.15039292	0.06707239	0.00733797	-0.03596588	5.1317871287
mam	F	L	lei	4X	20	960x718	0.007858	-0.05330564	-0.11451205	-0.2256524	-0.03056077	-0.23565363	0.0184321	-0.15617309	0.08795767	0.11676259	0.06599296	0.19026933	0.05758892	0.0127026	-0.05680535	0.00472011	-0.01525	0.08991354	0.00254444	0.08597567	0.02063623	0.1560872	0.02198346	0.16697901	-0.00529896	0.19100003	-0.01936545	0.17751481	-0.06627707	0.14687658	-0.10541071	0.09951168	-0.124936	0.04997072	-0.12873304	0.00197277	-0.12502411	-0.08999902	-0.10455197	-0.13909106	-0.08812767	-0.18500111	-0.06674644	-0.23530834	-0.00782162	-0.22143518	0.05335078	-0.19050826	0.07758612	-0.10557538	0.09355965	-0.05916352	0.09475758	-0.00946927	0.09230419	0.05230337	0.08441364	0.15041898	0.04099205	0.19156884	0.03326072	-0.02139457	-0.08100161	0.06162122	-0.03620647	0.11355402	-0.02085056	-0.15182731	-0.02166804	-0.07386197	-0.01541273	0.04553597	-0.00884935	0.13830183	0.00586584	-0.17534822	0.02483533	-0.11783552	0.02836679	-0.05262231	0.03074006	0.01767879	0.02900917	0.11616862	0.02115178	-0.09833766	0.07024743	-0.04193004	0.0619076	0.02030765	0.05306822	0.082023	0.040739	0.15044152	0.06808335	0.00931306	-0.03596509	5.2190388801
mam	F	L	lei	4X	22	960x718	0.007858	-0.04474448	-0.11325204	-0.22104066	-0.03377263	-0.23787253	0.01553138	-0.16344112	0.08542916	0.12200669	0.05965978	0.19190023	0.0493252	0.01444872	-0.0543327	0.00184084	-0.01593992	0.09038421	0.00158441	0.08797638	0.01743138	0.14964281	0.02050838	0.16972045	-0.00840557	0.19595913	-0.02460162	0.18088004	-0.06770929	0.14490701	-0.10155024	0.0989584	-0.11948725	0.05049202	-0.12333536	0.00299241	-0.12012912	-0.08972251	-0.10457155	-0.13926356	-0.08999873	-0.18460552	-0.06697913	-0.23544045	-0.00840095	-0.21832746	0.05120573	-0.1885233	0.07391864	-0.10563905	0.0977302	-0.05903894	0.09894522	-0.0092206	0.09494158	0.05249174	0.08560104	0.14951512	0.03953364	0.19309357	0.02759027	-0.01813751	-0.07706035	0.06350714	-0.03486363	0.11415838	-0.02039189	-0.14905681	-0.02230467	-0.07177692	-0.01515677	0.04638067	-0.0084551	0.13912754	0.00322507	-0.17600807	0.02516794	-0.11820295	0.02919652	-0.05266376	0.03050397	0.01786759	0.02844874	0.11542887	0.01889359	-0.10655273	0.075616	-0.05005901	0.06883526	0.01237314	0.05955988	0.07381	0.04500174	0.1548179	0.06362912	0.00465692	-0.03631534	5.0444114549
mam	F	L	lei	4X	23	960x718	0.007858	-0.0494611	-0.11385375	-0.22376224	-0.03149854	-0.23620063	0.01648018	-0.1584738	0.08678581	0.12183951	0.05836372	0.19234873	0.05205497	0.01127683	-0.05621158	0.00381678	-0.01569771	0.09051694	0.00258516	0.08863404	0.01825303	0.14986119	0.02169981	0.1690206	-0.00655585	0.19457331	-0.02203433	0.18076362	-0.06777444	0.14495395	-0.10182609	0.09901879	-0.12020012	0.0504287	-0.12423473	0.00281776	-0.12116288	-0.09018902	-0.10628379	-0.14004172	-0.09184811	-0.18570209	-0.06856635	-0.23501582	-0.00834883	-0.21762177	0.05002801	-0.18850752	0.07325332	-0.10583695	0.09738857	-0.05923165	0.09861889	-0.00936365	0.09478349	0.052415	0.0856292	0.14980764	0.04011906	0.19303855	0.02908041	-0.02122272	-0.07859731	0.06134325	-0.03631697	0.1126299	-0.02117983	-0.15005788	-0.02280878	-0.07243062	-0.01563293	0.04641504	-0.00827125	0.13931199	0.00476938	-0.17477368	0.02499929	-0.1171315	0.02867756	-0.05177005	0.03031772	0.01854873	0.02828623	0.11609281	0.01969877	-0.10302411	0.07530769	-0.04734646	0.06838331	0.01403606	0.05886423	0.07471898	0.04532722	0.15482907	0.06579189	0.00410721	-0.03664276	5.3015025347
mam	F	L	lei	4X	26	960x718	0.007858	-0.05177942	-0.11668276	-0.22116874	-0.03363465	-0.23509493	0.0194213	-0.15161922	0.08914982	0.11801749	0.06428805	0.1907108	0.05526725	0.01214387	-0.05780885	-0.00215099	-0.01717783	0.08871542	0.00224651	0.08590042	0.01898616	0.15042767	0.02408554	0.16687851	-0.00662072	0.19372116	-0.02030571	0.18238469	-0.06885439	0.14709533	-0.10441939	0.10059946	-0.12443631	0.05109644	-0.12930708	0.00290484	-0.1258722	-0.09025835	-0.10797036	-0.13984082	-0.09184291	-0.18494824	-0.06767875	-0.23455355	-0.00847726	-0.21739684	0.04931829	-0.18845419	0.07276538	-0.10573778	0.09826273	-0.05880156	0.09985058	-0.00862905	0.09597062	0.05355539	0.08672575	0.15082448	0.03906476	0.19164717	0.03176044	-0.02183383	-0.08195779	0.06040714	-0.03732685	0.11169823	-0.02102611	-0.15041683	-0.02262151	-0.07334136	-0.01646737	0.04467362	-0.008528	0.13706031	0.00511337	-0.17424152	0.02623989	-0.11715622	0.02938954	-0.05243367	0.03067891	0.01716957	0.02864012	0.11417301	0.02144433	-0.09731901	0.07643237	-0.04284971	0.06879783	0.01721672	0.05921372	0.07667964	0.04606175	0.15194183	0.06832465	0.00238264	-0.03848285	5.1562913454
mam	F	L	lei	4X	27	960x718	0.007858	-0.04937751	-0.11644051	-0.22062656	-0.03067035	-0.23754965	0.01506397	-0.15733047	0.0879815	0.11756025	0.06193797	0.19009776	0.05587007	0.0147271	-0.057006	0.0053715	-0.01668034	0.08818371	0.00233331	0.0851061	0.01885185	0.1558582	0.02326425	0.16621423	-0.00522154	0.19269425	-0.02238648	0.17959011	-0.06814504	0.14561582	-0.10472647	0.09885962	-0.12428972	0.04943797	-0.12867735	0.00142918	-0.12502443	-0.09134267	-0.1067948	-0.14033359	-0.08983773	-0.18445905	-0.06498301	-0.23411519	-0.00743415	-0.21945104	0.05126734	-0.18959053	0.07404855	-0.10646223	0.09788218	-0.05973007	0.09906564	-0.00978521	0.0949836	0.05209662	0.0855345	0.14951522	0.03954471	0.19089577	0.03181849	-0.01962567	-0.08193017	0.06127214	-0.03672913	0.11176088	-0.02023335	-0.14795131	-0.02108673	-0.07110844	-0.01573891	0.04639278	-0.00839377	0.13779549	0.00627884	-0.17653577	0.02504066	-0.11855328	0.02943166	-0.05278159	0.03057405	0.01791638	0.02819458	0.11731568	0.02114972	-0.10090909	0.07481595	-0.04445242	0.0674521	0.01773799	0.05758326	0.07906947	0.04317561	0.15089996	0.06655354	0.00865713	-0.03726792	5.1082351763
mam	F	L	lei	4X	28	960x718	0.007858	-0.04683773	-0.11434668	-0.22117692	-0.03315873	-0.23689821	0.0162431	-0.16067545	0.08744917	0.11614268	0.06218569	0.18995586	0.05126525	0.01477197	-0.05554972	-0.00273173	-0.01621395	0.09039352	0.00252947	0.08772977	0.01796385	0.15615679	0.02114404	0.16751376	-0.00646036	0.19484505	-0.02081436	0.1811571	-0.06796397	0.14594814	-0.1033442	0.09948299	-0.1225167	0.05040912	-0.12595625	0.00269107	-0.1220887	-0.09013449	-0.1055204	-0.1395819	-0.09026929	-0.1846319	-0.06677528	-0.23489028	-0.00851696	-0.21859149	0.05028477	-0.1894766	0.0739409	-0.1063638	0.09868868	-0.05955715	0.09950299	-0.00968836	0.09479027	0.0519946	0.08469707	0.14900842	0.0387244	0.19149928	0.02851104	-0.01801402	-0.07967321	0.06269063	-0.03548186	0.11333265	-0.02026345	-0.15050151	-0.02200789	-0.07337356	-0.01544953	0.04485031	-0.00855896	0.13731643	0.0052579	-0.17537041	0.02546113	-0.11736747	0.02953531	-0.05155057	0.03088984	0.01920228	0.02827661	0.11795809	0.02001079	-0.10297534	0.07641885	-0.04592525	0.06856244	0.01697169	0.05810058	0.07901953	0.04333419	0.15037337	0.06362654	0.00489903	-0.03646445	5.1923837888
mam	F	L	lei	4X	29	960x718	0.007858	-0.05051768	-0.11624505	-0.22328889	-0.03272277	-0.23775317	0.01832191	-0.15363005	0.09047304	0.11722246	0.06092425	0.18862461	0.05360492	0.02160512	-0.05325107	0.00953791	-0.01774985	0.09033955	0.00086283	0.08770947	0.01723092	0.14663397	0.02208722	0.16972632	-0.0057658	0.19725591	-0.02349772	0.17720201	-0.06590182	0.14297	-0.10064719	0.09748198	-0.11976529	0.04894442	-0.12578018	0.00101269	-0.12342803	-0.09233013	-0.10771167	-0.14193961	-0.09151343	-0.18698414	-0.0669845	-0.23662267	-0.00732681	-0.21954028	0.05134601	-0.19044611	0.07499547	-0.10715806	0.09854224	-0.06043718	0.09918378	-0.01050893	0.09490029	0.05128609	0.08535766	0.14936494	0.04109109	0.1910778	0.03169084	-0.01849244	-0.08103172	0.0655475	-0.03639237	0.11724805	-0.02134172	-0.1485672	-0.02364531	-0.0708979	-0.01777191	0.04781464	-0.0099507	0.13994995	0.00514095	-0.17617312	0.02603754	-0.11844012	0.0288206	-0.05303099	0.02943902	0.0172761	0.02720733	0.11498067	0.01924023	-0.09915395	0.07697764	-0.04523803	0.06747598	0.01427722	0.05657339	0.07343664	0.04350363	0.14961943	0.06382284	0.01300521	-0.03642672	4.0626663697
mam	F	L	lei	4X	3	960x718	0.007858	-0.04807562	-0.11453929	-0.22285147	-0.03416321	-0.23798351	0.01647406	-0.15552962	0.08845015	0.11773993	0.06213371	0.18988776	0.05233339	0.0155194	-0.05453955	0.00495524	-0.01539061	0.09019126	0.00160654	0.08803769	0.01803036	0.15165532	0.01908042	0.16858896	-0.00739157	0.19514813	-0.02287302	0.18030539	-0.0680838	0.14380163	-0.10137944	0.09808887	-0.12015463	0.04951025	-0.12460188	0.00183221	-0.12157619	-0.09123075	-0.1064038	-0.14108676	-0.09191431	-0.18662431	-0.06846523	-0.23633253	-0.00870292	-0.219412	0.05019952	-0.1900673	0.07344106	-0.10715482	0.09768099	-0.0604677	0.09885661	-0.01057916	0.09478443	0.05122695	0.08545949	0.1482483	0.03909416	0.19146288	0.02981423	-0.01968324	-0.07835843	0.06333993	-0.03551507	0.11452048	-0.0202758	-0.14944135	-0.02263652	-0.07202902	-0.01540142	0.04630693	-0.00918764	0.13856527	0.00452597	-0.17604428	0.02514499	-0.11786457	0.029024	-0.05189353	0.03069938	0.01913846	0.02873105	0.11776591	0.01862295	-0.09997508	0.07674526	-0.04445922	0.06889348	0.01671885	0.05837835	0.07720616	0.04416603	0.15127498	0.06491141	0.00774874	-0.03572766	4.890361785
mam	F	L	lei	4X	32	960x718	0.007858	-0.05058772	-0.1131838	-0.22457511	-0.03189551	-0.23851308	0.01905843	-0.15568712	0.08851115	0.11217167	0.06408607	0.18954115	0.05507775	0.01633005	-0.05419599	0.00694154	-0.01662817	0.09092114	0.00166935	0.08940018	0.01737524	0.15932009	0.02087581	0.16614322	-0.00615993	0.19331906	-0.02096426	0.17943439	-0.06769262	0.143828	-0.10247468	0.0975043	-0.12085915	0.04878451	-0.12389936	0.0012007	-0.12038674	-0.09182013	-0.10582506	-0.14172514	-0.09195662	-0.18735831	-0.06879416	-0.23621803	-0.0088541	-0.22148805	0.05094227	-0.19159602	0.07414933	-0.10813497	0.09632849	-0.06165213	0.0968602	-0.01196844	0.09256694	0.04965546	0.0834198	0.14750214	0.04025314	0.19070212	0.03170952	-0.02075989	-0.07803486	0.06234619	-0.03599185	0.11300807	-0.02020854	-0.14996956	-0.02209215	-0.07233091	-0.01589348	0.04632031	-0.00922339	0.13852445	0.00490488	-0.17594162	0.02602278	-0.11698154	0.02866303	-0.05020522	0.02907355	0.02152233	0.02600332	0.12201207	0.01940142	-0.09763019	0.07544782	-0.04113562	0.06596277	0.0212288	0.05498652	0.08322111	0.04165052	0.14774307	0.06662423	0.00765269	-0.03640992	4.5938128721
mam	F	L	lei	4X	33	960x718	0.007858	-0.04670297	-0.11653266	-0.22173316	-0.03275837	-0.23648042	0.0192972	-0.15717507	0.08816003	0.11796234	0.06281201	0.18970229	0.05166904	0.01624058	-0.05506155	0.00297712	-0.01527491	0.08828147	0.00253131	0.0854216	0.01839618	0.15658969	0.02163607	0.16652131	-0.00624977	0.19213216	-0.0230402	0.18022508	-0.06819357	0.14477119	-0.10306499	0.09854065	-0.1219838	0.04959768	-0.12648525	0.00174065	-0.12348469	-0.09145597	-0.10780677	-0.14126657	-0.09254489	-0.18635396	-0.068157	-0.23439893	-0.00817978	-0.21984003	0.05059586	-0.19032422	0.07396737	-0.10699912	0.0976884	-0.06023887	0.0991045	-0.01020483	0.09567782	0.05185381	0.08689441	0.14871274	0.03894784	0.19040527	0.03005529	-0.01814597	-0.08098564	0.06224032	-0.03534058	0.11259559	-0.01966444	-0.14919578	-0.0231783	-0.07241258	-0.01593798	0.0449636	-0.00754404	0.13687426	0.00576084	-0.17523907	0.02561199	-0.1173283	0.02889405	-0.05172223	0.03054025	0.01885624	0.02804232	0.11805213	0.020393	-0.10052261	0.07501338	-0.0438541	0.06796885	0.01860904	0.05843347	0.08025891	0.04431076	0.15149088	0.06546269	0.00597818	-0.03639574	5.087781425
mam	F	L	lei	4X	37	960x718	0.007858	-0.04691713	-0.11282548	-0.22486965	-0.03372748	-0.23666108	0.01540856	-0.15559161	0.0877881	0.11212018	0.06694743	0.19110041	0.05381021	0.01084447	-0.05661572	0.00392185	-0.01579667	0.08737323	0.00193635	0.08341961	0.01916205	0.15637302	0.02067335	0.16862369	-0.00781632	0.19411157	-0.01977384	0.18007587	-0.06614036	0.14784247	-0.10539798	0.09978127	-0.12112347	0.05081352	-0.12453559	0.00316516	-0.12096445	-0.08935146	-0.10351403	-0.13919215	-0.08957833	-0.18573084	-0.06885404	-0.2352961	-0.00835859	-0.22191632	0.05325562	-0.19045186	0.07635858	-0.10602812	0.09584085	-0.05953528	0.09736308	-0.00979389	0.09371471	0.05179656	0.08379254	0.1501478	0.04139895	0.19105198	0.02962109	-0.02057286	-0.07752953	0.05996469	-0.03687444	0.10960721	-0.02307166	-0.15023448	-0.02392273	-0.07266338	-0.01533531	0.04499808	-0.00847382	0.13836978	0.00214775	-0.17900817	0.02690461	-0.12007391	0.03017515	-0.0532971	0.03129819	0.01854518	0.02789848	0.12281635	0.01944939	-0.09787607	0.07346523	-0.04165656	0.06447736	0.02063092	0.05548248	0.08254178	0.04362309	0.14844374	0.06438197	0.00823762	-0.03614532	4.9604684364
mam	F	L	lei	4X	38	960x718	0.007858	-0.04619355	-0.11518151	-0.22082155	-0.0345471	-0.2369379	0.01614728	-0.15734862	0.08846648	0.11560438	0.06455266	0.18993131	0.05315263	0.01678496	-0.05496279	0.00267913	-0.01640769	0.08689667	0.00203047	0.08517514	0.01827034	0.15592504	0.02018618	0.16663482	-0.00799477	0.19147689	-0.0232308	0.18062926	-0.06825258	0.14608644	-0.10463027	0.09912127	-0.12382318	0.04982477	-0.12645974	0.00202571	-0.12241432	-0.09111773	-0.10655331	-0.14091447	-0.0916867	-0.18617197	-0.06780945	-0.23490055	-0.00809801	-0.21912551	0.05032282	-0.18990021	0.07377627	-0.10684879	0.09874241	-0.0599577	0.10019201	-0.00986611	0.09631245	0.05218769	0.08693508	0.14916054	0.0391192	0.19039603	0.03018601	-0.01761532	-0.08003381	0.06284538	-0.03566277	0.11305963	-0.02055226	-0.14881346	-0.02354504	-0.07223186	-0.01614165	0.0446486	-0.00821868	0.13650611	0.00396604	-0.17592897	0.02579206	-0.1180012	0.03006391	-0.05226277	0.03138043	0.01843907	0.02886755	0.11753408	0.01952799	-0.10033726	0.07707317	-0.04379682	0.06931924	0.0185383	0.05885908	0.0800178	0.04403987	0.15009302	0.06569835	0.00687028	-0.03677356	4.9883459133
