genotype	sex	side	microscope	magnification	ID	dimensions	Scale	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6	X7	Y7	X8	Y8	X9	Y9	X10	Y10	X11	Y11	X12	Y12	X13	Y13	X14	Y14	X15	Y15	X16	Y16	X17	Y17	X18	Y18	X19	Y19	X20	Y20	X21	Y21	X22	Y22	X23	Y23	X24	Y24	X25	Y25	X26	Y26	X27	Y27	X28	Y28	X29	Y29	X30	Y30	X31	Y31	X32	Y32	X33	Y33	X34	Y34	X35	Y35	X36	Y36	X37	Y37	X38	Y38	X39	Y39	X40	Y40	X41	Y41	X42	Y42	X43	Y43	X44	Y44	X45	Y45	X46	Y46	X47	Y47	X48	Y48	CentroidSize
tkv	F	R	lei	4X	125	1200x898	0.0089173	-0.04804842	-0.11666929	-0.22016333	-0.0308133	-0.23486117	0.01966914	-0.16166995	0.08723347	0.11426293	0.06567071	0.19148243	0.05260227	0.01985588	-0.05764167	0.00531932	-0.01719121	0.08857053	0.00125593	0.0867824	0.01868076	0.14674381	0.02281397	0.1675961	-0.00778058	0.19487853	-0.02213289	0.18070796	-0.06866533	0.14587202	-0.10428705	0.0994263	-0.12393398	0.05006181	-0.12854617	0.00200982	-0.12491467	-0.09099799	-0.10703245	-0.14014964	-0.09012456	-0.18441341	-0.06518754	-0.23311182	-0.00689055	-0.2180349	0.05070306	-0.18909371	0.07436582	-0.10592075	0.09885907	-0.05902484	0.09987768	-0.00896101	0.09563468	0.05306459	0.08609447	0.15073797	0.03973354	0.19260069	0.02799371	-0.01667579	-0.08318817	0.06429831	-0.03809039	0.11444693	-0.02129948	-0.14745435	-0.02270467	-0.0705237	-0.01668358	0.0470428	-0.00852528	0.13910468	0.00459401	-0.17382495	0.02668916	-0.11684206	0.02990714	-0.05224635	0.03101211	0.01726112	0.02900374	0.11376282	0.01993387	-0.10606117	0.07627615	-0.05043736	0.06925883	0.01102252	0.06021106	0.07158078	0.04613607	0.15011164	0.066528	0.00991197	-0.03843561	5.0156271616
samw	F	L	lei	4X	7	1200x898	0.0089173	-0.04830146	-0.11825702	-0.22145898	-0.02815891	-0.2347468	0.01847544	-0.15816731	0.08746873	0.1152791	0.06484718	0.19041272	0.05367643	0.01472114	-0.05728546	0.00170044	-0.01748725	0.08885796	0.00154817	0.08693042	0.01853751	0.15101551	0.02192383	0.16709391	-0.0071458	0.19371454	-0.01953928	0.18099819	-0.06768852	0.14637162	-0.10351395	0.10020552	-0.12406913	0.05070919	-0.1296836	0.00240476	-0.12657265	-0.09083068	-0.10863295	-0.14022851	-0.09183733	-0.18447874	-0.06652161	-0.23193202	-0.00756179	-0.21884796	0.05007398	-0.18949586	0.0733726	-0.10643016	0.09823273	-0.05952428	0.09994934	-0.00934134	0.09644523	0.05285895	0.08732398	0.14998784	0.0393295	0.19143992	0.03089898	-0.0201091	-0.08199581	0.06191032	-0.03741117	0.11274175	-0.02105215	-0.14925842	-0.02134317	-0.07225224	-0.01667604	0.04574052	-0.00923983	0.13761512	0.00519303	-0.173525	0.02698911	-0.11615048	0.03039674	-0.05113239	0.03122886	0.01877953	0.02859558	0.11594179	0.0199193	-0.10204803	0.07645257	-0.04638062	0.06850603	0.01502728	0.05836661	0.07575682	0.04451392	0.15042515	0.06754458	0.0060004	-0.03813652	4.6712505546
samw	F	L	lei	4X	80	1200x898	0.0089173	-0.04936891	-0.11645695	-0.22188713	-0.02988568	-0.23600149	0.0205758	-0.15611944	0.08836393	0.11679691	0.06418044	0.19080664	0.05334737	0.0159815	-0.05585244	0.0041146	-0.0171265	0.08882755	0.00188475	0.08674203	0.01852323	0.14975242	0.0217916	0.16797649	-0.00679859	0.19351537	-0.01900552	0.18173506	-0.06816966	0.14660689	-0.1037516	0.10021972	-0.12400907	0.05071428	-0.12850148	0.00260522	-0.12490344	-0.09058537	-0.10752234	-0.14013232	-0.09143151	-0.18482725	-0.06678987	-0.23355506	-0.0079014	-0.21945103	0.05091576	-0.18969796	0.07408846	-0.10626464	0.09771443	-0.05944895	0.09890278	-0.0093818	0.0950686	0.05269981	0.08602395	0.15058357	0.04025505	0.19165785	0.03061071	-0.01953386	-0.08125493	0.06245911	-0.03633096	0.11343269	-0.02057397	-0.14901163	-0.02138238	-0.07190059	-0.01608944	0.04621558	-0.00964362	0.13798231	0.00493037	-0.17458555	0.02715974	-0.11709082	0.02971418	-0.05197419	0.03027426	0.01805019	0.02821021	0.1155317	0.02026835	-0.10283573	0.07350713	-0.04737361	0.06679474	0.01372437	0.05771155	0.07413778	0.04437196	0.15109179	0.06564303	0.00706591	-0.037451	4.7130872779
star	F	L	lei	4X	12	1200x898	0.0089173	-0.05143943	-0.11513573	-0.22371733	-0.02983061	-0.23735193	0.01307591	-0.15718051	0.08728157	0.11801525	0.06112295	0.19059606	0.05060366	0.01955806	-0.05249671	0.00472311	-0.01559552	0.08835061	0.00210551	0.08636318	0.01796137	0.15407361	0.02106746	0.16761179	-0.00713116	0.19361136	-0.02105682	0.17957329	-0.06731306	0.14558042	-0.10427871	0.09824672	-0.12032275	0.04946881	-0.12457235	0.00173086	-0.12238937	-0.09136527	-0.10716356	-0.14094182	-0.09153562	-0.18582923	-0.06720604	-0.23489003	-0.00802887	-0.21862336	0.04995961	-0.18927697	0.07278337	-0.10688593	0.09794538	-0.06018599	0.09974702	-0.01020641	0.09610879	0.05167738	0.08671968	0.1480362	0.03847286	0.19150327	0.02904325	-0.01936886	-0.08060768	0.06323147	-0.03499628	0.11451807	-0.02017629	-0.15033995	-0.02121005	-0.07283538	-0.01582327	0.04566943	-0.00845774	0.13816983	0.00475609	-0.17619217	0.02460745	-0.11817842	0.02956065	-0.05234404	0.03057469	0.01841114	0.02800072	0.11740339	0.01965888	-0.10119923	0.07443743	-0.0450007	0.06742093	0.01699244	0.0580887	0.07806159	0.04370521	0.15232671	0.06552676	0.00984893	-0.03500771	4.7437943441
star	F	L	lei	4X	68	1200x898	0.0089173	-0.04784766	-0.11595691	-0.22020044	-0.03301104	-0.2350316	0.01914336	-0.15874794	0.08684601	0.1117817	0.06816373	0.19217016	0.05119528	0.01449389	-0.0561389	0.00296606	-0.01634439	0.09061302	0.00219599	0.08886741	0.01891619	0.14960912	0.02200107	0.16710745	-0.00762909	0.19255756	-0.02439259	0.18113523	-0.06940522	0.14667591	-0.10587938	0.09970145	-0.12598551	0.05007183	-0.1281545	0.00217119	-0.12364366	-0.09116964	-0.10752227	-0.14080231	-0.09167626	-0.18543756	-0.06679053	-0.23380941	-0.00747616	-0.21762939	0.04968814	-0.18857647	0.07280764	-0.10603179	0.09856124	-0.05906799	0.10039091	-0.00883711	0.09664475	0.0534059	0.08727697	0.1511133	0.03970263	0.19228587	0.02861925	-0.01966278	-0.08032629	0.06172277	-0.03635619	0.11228857	-0.02061403	-0.14825337	-0.02258454	-0.0713612	-0.01599872	0.04621507	-0.00840589	0.13831173	0.00442027	-0.17359978	0.0270175	-0.11609961	0.03029597	-0.05090159	0.03119274	0.01921538	0.02920852	0.11660215	0.02033449	-0.10420101	0.07384312	-0.04837749	0.0677541	0.01319761	0.05913141	0.07390642	0.04531368	0.15032729	0.07039901	0.0071321	-0.03677188	4.7122776517
tkv	F	L	lei	4X	85	1200x898	0.0089173	-0.04532473	-0.1148081	-0.22182535	-0.03042799	-0.23600046	0.02052031	-0.1619169	0.0865428	0.11770311	0.06155335	0.19137959	0.05276391	0.015765	-0.05643437	0.00511522	-0.01691406	0.08877465	0.00124598	0.08751112	0.01829366	0.14512635	0.02109902	0.16918243	-0.00755344	0.19597415	-0.02218689	0.18139184	-0.06811316	0.14685794	-0.10412098	0.10025234	-0.12374375	0.05096058	-0.12655322	0.00316307	-0.12238312	-0.08987322	-0.10586712	-0.13943594	-0.09061247	-0.1844021	-0.06674347	-0.23380293	-0.00808919	-0.21895291	0.05107855	-0.18920783	0.07428976	-0.10573762	0.09777282	-0.05895963	0.09866378	-0.00899469	0.09443591	0.05289656	0.08489492	0.15010509	0.03865306	0.19280278	0.02954739	-0.01679047	-0.08002543	0.0641236	-0.03633693	0.11478897	-0.02114176	-0.14857283	-0.02162381	-0.07121749	-0.01577995	0.04699702	-0.00909474	0.13929555	0.00427504	-0.17448836	0.02757482	-0.11721082	0.03017003	-0.05233447	0.03065014	0.01745196	0.0286891	0.11395771	0.01931748	-0.1063499	0.07606597	-0.0510144	0.06836874	0.01010567	0.0587577	0.07057677	0.04535113	0.15192102	0.06533365	0.00823296	-0.03735509	4.9586239957
mam	F	R	lei	4X	96	1200x898	0.0089173	-0.04339505	-0.11576933	-0.22257005	-0.03294583	-0.23882749	0.01858974	-0.15475615	0.08921461	0.1171869	0.06218157	0.18856894	0.05319676	0.01624849	-0.05638334	0.00183506	-0.01728269	0.09095372	0.00217337	0.08910351	0.01770526	0.1507535	0.02121653	0.16855771	-0.00635145	0.19448537	-0.02194757	0.17980183	-0.06741792	0.14494169	-0.10265484	0.09890148	-0.12211343	0.04990105	-0.12603494	0.00211872	-0.12251844	-0.09090411	-0.10641955	-0.14057962	-0.09133004	-0.18577285	-0.06754034	-0.2362741	-0.00873777	-0.22031504	0.05154961	-0.1902025	0.07446068	-0.10673512	0.09791515	-0.06000749	0.0988426	-0.01012051	0.09453302	0.05167655	0.08495851	0.14860492	0.03859582	0.19035449	0.03051858	-0.01620861	-0.07999917	0.064159	-0.0355934	0.11437193	-0.01955594	-0.15000169	-0.02273531	-0.07287691	-0.01649605	0.04493828	-0.00923954	0.13723093	0.00354004	-0.17622864	0.02644701	-0.11806182	0.02986405	-0.05210886	0.03079135	0.01876403	0.02813279	0.11689278	0.02059801	-0.09960625	0.07670033	-0.0444891	0.06869479	0.01628744	0.05845564	0.07630389	0.04418596	0.14996042	0.06358575	0.00713933	-0.03758062	4.4452816116
egfr	F	L	lei	4X	29	960x718	0.007858	-0.05064393	-0.11434858	-0.22100721	-0.02846245	-0.23603594	0.01452849	-0.16488623	0.08489511	0.11935724	0.06130525	0.18867345	0.05316621	0.01749649	-0.05458495	0.00519295	-0.01649101	0.08843773	0.00048508	0.08607516	0.01846952	0.15066582	0.022141	0.16894755	-0.00711572	0.19522773	-0.02153306	0.18280153	-0.06962995	0.14707511	-0.10526971	0.09993345	-0.12445189	0.05045363	-0.12806944	0.00257311	-0.1238205	-0.08996591	-0.1051484	-0.13888747	-0.08853062	-0.18315534	-0.06430846	-0.23286958	-0.0072183	-0.2180223	0.05088057	-0.18851767	0.07386143	-0.10552089	0.09767273	-0.05880926	0.0988736	-0.00884491	0.09497049	0.05310092	0.08577108	0.15044222	0.03946697	0.19064733	0.03066984	-0.02001979	-0.07930705	0.06377625	-0.0366459	0.11505939	-0.02124399	-0.1480149	-0.02056666	-0.07108386	-0.01550364	0.04669568	-0.00991253	0.1381398	0.00484692	-0.17530858	0.02628214	-0.11759689	0.03009662	-0.05228762	0.03010107	0.01792284	0.02803981	0.1159662	0.02029989	-0.10750578	0.07497608	-0.05068026	0.06815593	0.01204349	0.05872893	0.07381535	0.04434406	0.15154053	0.06589759	0.00760338	-0.03676361	5.2970114338
mam	F	L	lei	4X	102	960x718	0.007858	-0.04449428	-0.11582727	-0.22146435	-0.03495967	-0.239328	0.01656391	-0.15329314	0.08947777	0.11716569	0.06304034	0.18963542	0.05168259	0.01566804	-0.05698417	0.00130663	-0.01588611	0.08723213	0.00280174	0.08651745	0.01861799	0.15694836	0.02175896	0.16544807	-0.00652686	0.19144751	-0.02077701	0.18012971	-0.06754611	0.14497102	-0.10261039	0.09899794	-0.12250337	0.04990309	-0.12666902	0.00209335	-0.12299733	-0.09083837	-0.1064341	-0.14046125	-0.09126176	-0.18570571	-0.06764113	-0.23666158	-0.00902134	-0.22007737	0.05122347	-0.19002012	0.07402503	-0.10680254	0.09826262	-0.06002571	0.09962806	-0.01005379	0.09565534	0.05184082	0.08626664	0.14873387	0.03910576	0.19021136	0.02865249	-0.01681028	-0.08096976	0.06243982	-0.03661465	0.11205109	-0.02074878	-0.14953611	-0.02357211	-0.07283094	-0.01597254	0.04441956	-0.00791835	0.13627327	0.00539824	-0.17751234	0.02589381	-0.11921588	0.03003827	-0.0530669	0.03146418	0.0180721	0.02927637	0.11734885	0.02075593	-0.09748072	0.07643506	-0.04149406	0.06860372	0.02014243	0.05800285	0.08093361	0.04316664	0.15096009	0.06492309	0.00628219	-0.03727905	5.1454236323
mam	F	L	lei	4X	105	960x718	0.007858	-0.04552913	-0.11848234	-0.22105697	-0.03336254	-0.23946113	0.01598543	-0.15368537	0.08990621	0.1178933	0.06242055	0.18970132	0.05208666	0.01570593	-0.05567201	0.00282713	-0.01665822	0.08854536	0.00195195	0.0862682	0.01833354	0.15216916	0.02129318	0.1663852	-0.00602676	0.19204949	-0.01815604	0.17987266	-0.06649189	0.14610552	-0.10272831	0.10003355	-0.12295942	0.05078548	-0.12997262	0.00231762	-0.1271945	-0.09020959	-0.10670416	-0.13892294	-0.08897253	-0.18354627	-0.06496309	-0.23690678	-0.00911574	-0.21893281	0.05084057	-0.18921124	0.07381031	-0.10633456	0.09985868	-0.05932004	0.10137946	-0.00922236	0.09685841	0.05263741	0.08658339	0.14967765	0.03938733	0.19048973	0.02850233	-0.01836957	-0.0818919	0.06192235	-0.03583452	0.11228265	-0.01998199	-0.1491303	-0.02187969	-0.07223663	-0.01570345	0.04513121	-0.00857572	0.13702366	0.00437937	-0.17759054	0.02532408	-0.11954203	0.0298732	-0.05364716	0.03169289	0.01726104	0.02917849	0.11589995	0.02002323	-0.09888626	0.07481351	-0.04349795	0.06785911	0.01752149	0.05852605	0.07744346	0.04347624	0.15117775	0.06420871	0.00611136	-0.03722545	5.1260050833
