genotype	sex	side	microscope	magnification	ID	Scale	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6	X7	Y7	X8	Y8	X9	Y9	X10	Y10	X11	Y11	X12	Y12	X13	Y13	X14	Y14	X15	Y15	X16	Y16	X17	Y17	X18	Y18	X19	Y19	X20	Y20	X21	Y21	X22	Y22	X23	Y23	X24	Y24	X25	Y25	X26	Y26	X27	Y27	X28	Y28	X29	Y29	X30	Y30	X31	Y31	X32	Y32	X33	Y33	X34	Y34	X35	Y35	X36	Y36	X37	Y37	X38	Y38	X39	Y39	X40	Y40	X41	Y41	X42	Y42	X43	Y43	X44	Y44	X45	Y45	X46	Y46	X47	Y47	X48	Y48	CentroidSize
egfr	M	R	oly	4X	8	0.00704	-0.04424601	-0.11930186	-0.22148032	-0.03076425	-0.23775485	0.02205184	-0.14772998	0.09427642	0.11365595	0.06315489	0.19472761	0.05009476	0.01994179	-0.0564464	0.00809376	-0.01809655	0.08782233	-0.00018527	0.08595098	0.01580033	0.14541715	0.02158519	0.162736	-0.0053517	0.19116946	-0.0147524	0.17987234	-0.06434813	0.14755329	-0.10154553	0.10123531	-0.12454183	0.05011908	-0.13030666	0.00022605	-0.12667355	-0.09359255	-0.10811058	-0.14289743	-0.0910591	-0.18709552	-0.06539101	-0.23500499	-0.00602482	-0.2210415	0.05357507	-0.1903197	0.07743966	-0.10534735	0.10096002	-0.05853024	0.10119629	-0.00912926	0.09596463	0.05342561	0.08474562	0.14901413	0.03467369	0.19357446	0.02907852	-0.01525956	-0.08432898	0.0625379	-0.03723146	0.11192668	-0.02096471	-0.14777422	-0.02173144	-0.07077129	-0.01625846	0.04710853	-0.01044079	0.13877337	0.00422166	-0.17697347	0.02912566	-0.12046462	0.03123758	-0.05549887	0.0302397	0.01487086	0.02718324	0.11146074	0.01747674	-0.0965319	0.0768639	-0.04387406	0.06769073	0.01501843	0.05755977	0.0730168	0.04353064	0.15127712	0.0624288	0.01079198	-0.03829988	4.027
egfr	M	R	oly	4X	80	0.00704	-0.0503251	-0.11744344	-0.2221937	-0.02891084	-0.23664994	0.02298354	-0.15408641	0.09079703	0.11514432	0.06050463	0.19207656	0.05120802	0.02175724	-0.05574432	0.01050151	-0.01708082	0.08778663	0.00038187	0.08627948	0.01718189	0.15188445	0.02234862	0.16406169	-0.00568531	0.19163851	-0.01488544	0.17992436	-0.06504664	0.14693275	-0.10228272	0.09984552	-0.12403167	0.04893979	-0.12948575	-0.00071928	-0.1257493	-0.09419655	-0.10733041	-0.14304605	-0.08997692	-0.18686274	-0.06451757	-0.23435547	-0.0060473	-0.22094217	0.05237522	-0.19071333	0.07629304	-0.10618808	0.0983942	-0.05974303	0.09875008	-0.01050925	0.09451436	0.05203474	0.08464751	0.14873757	0.03735937	0.1915611	0.02858247	-0.01942673	-0.08233567	0.06230527	-0.03799898	0.1126953	-0.02132151	-0.14771169	-0.02131297	-0.07073956	-0.01650028	0.04697535	-0.00958359	0.13870617	0.00435862	-0.17629135	0.02907108	-0.11907337	0.03060873	-0.05329122	0.02998555	0.01792635	0.02717642	0.11562646	0.01952141	-0.09877522	0.07714031	-0.04437524	0.06725706	0.01644844	0.05554825	0.07649597	0.04087052	0.15086003	0.06276087	0.01306994	-0.03734925	4.174
egfr	M	R	oly	4X	81	0.00704	-0.05013441	-0.11720546	-0.22049788	-0.02944191	-0.23577085	0.02258577	-0.15436907	0.09114674	0.11309396	0.06413241	0.19510583	0.0505678	0.01751857	-0.05735374	0.00662179	-0.01888448	0.09053894	-0.00012874	0.08796337	0.0170173	0.15136037	0.02092349	0.16401615	-0.00535592	0.18970833	-0.01490014	0.18166474	-0.0654856	0.14750315	-0.10204818	0.10033822	-0.12371788	0.04941792	-0.12933889	-0.00028289	-0.12566181	-0.09379064	-0.10726903	-0.14297037	-0.0905251	-0.18679555	-0.06478781	-0.23298584	-0.00552274	-0.22049884	0.05247474	-0.19018975	0.07614631	-0.10593247	0.09971767	-0.0593466	0.10021227	-0.01010041	0.09529177	0.05234247	0.08454656	0.14895927	0.03716167	0.19262972	0.03113986	-0.019244	-0.08321334	0.06171545	-0.0382121	0.11198268	-0.02135016	-0.14715032	-0.02138777	-0.07089994	-0.01640277	0.04590193	-0.0115279	0.1366514	0.00303258	-0.17502432	0.02884468	-0.11802036	0.03074673	-0.05247198	0.02998188	0.01848447	0.02670162	0.11584315	0.01851525	-0.09991148	0.07700424	-0.04524493	0.06801734	0.01592302	0.0572212	0.07600801	0.04215219	0.15123874	0.06341927	0.00910125	-0.03897987	4.253
egfr	M	R	oly	4X	82	0.00704	-0.04848704	-0.11655236	-0.22061723	-0.03022882	-0.23709599	0.01632648	-0.15405645	0.09083561	0.11333344	0.06471408	0.18970507	0.05257777	0.0182726	-0.05565288	0.00915062	-0.01676501	0.08799847	0.00005664	0.08686606	0.01805139	0.15306434	0.01966053	0.16619225	-0.00927174	0.18931659	-0.02034145	0.18370224	-0.06777007	0.14790296	-0.10359145	0.10009181	-0.12385264	0.04933165	-0.12846041	-0.00016005	-0.12458656	-0.09356667	-0.10649663	-0.14257031	-0.08966742	-0.18646947	-0.06427703	-0.23407124	-0.00558563	-0.21956486	0.05255038	-0.18923502	0.07596181	-0.10518353	0.09985019	-0.05856464	0.10076618	-0.00918969	0.09642718	0.05350373	0.0862098	0.14965478	0.03667679	0.19004325	0.02824307	-0.01915225	-0.08090652	0.06286559	-0.03752835	0.1133718	-0.02181469	-0.14698874	-0.0214087	-0.07077494	-0.01618975	0.0456891	-0.01020224	0.13655072	0.00344597	-0.17903893	0.02948907	-0.12122024	0.03087001	-0.05484195	0.03008999	0.01707199	0.02798319	0.11559449	0.01847534	-0.0992514	0.07577635	-0.04413488	0.06755494	0.0174784	0.05740868	0.07811779	0.04297845	0.14888374	0.06515258	0.01048204	-0.03698214	4.245
egfr	M	R	oly	4X	83	0.00704	-0.04898585	-0.11701052	-0.22073121	-0.03130814	-0.2371947	0.01383035	-0.15373699	0.09160962	0.1154078	0.06191807	0.19103473	0.0489815	0.01858213	-0.05629505	0.00723179	-0.01660912	0.09013948	0.00040503	0.08794941	0.0173078	0.15097032	0.01998174	0.16315937	-0.00764505	0.19446495	-0.01842458	0.17882744	-0.0641407	0.1461101	-0.1008318	0.0999663	-0.1230207	0.04930056	-0.12856199	-0.00029627	-0.12503013	-0.09380931	-0.10692109	-0.14286311	-0.08991316	-0.18691002	-0.06450101	-0.23466955	-0.00550848	-0.2189356	0.05211104	-0.18911861	0.07582703	-0.10542945	0.10113557	-0.05867208	0.10215738	-0.00923871	0.09746351	0.05334548	0.08643975	0.14838057	0.03507004	0.19217853	0.02650506	-0.01842109	-0.08293649	0.06144383	-0.03752345	0.11165796	-0.02217781	-0.1473881	-0.02116842	-0.07044094	-0.01555728	0.0471921	-0.01014976	0.13892386	0.00381634	-0.17771849	0.02745398	-0.12025481	0.03063848	-0.05424306	0.03045779	0.01727517	0.02832263	0.11529929	0.0186498	-0.09941212	0.07789149	-0.04478797	0.06930741	0.01622734	0.05815654	0.07607017	0.04254507	0.15124482	0.06429512	0.01087456	-0.03704338	4.12
egfr	M	R	oly	4X	84	0.00704	-0.0462448	-0.11769342	-0.22079286	-0.02864932	-0.23656114	0.01910743	-0.15624385	0.09136497	0.11420119	0.06251648	0.18939298	0.04960432	0.02215695	-0.05489649	0.01087455	-0.01727039	0.09116678	0.00079024	0.09015497	0.01650985	0.14448083	0.01960818	0.1651466	-0.00884694	0.1949623	-0.01365342	0.18137467	-0.06552073	0.14868441	-0.10313258	0.10130442	-0.12512994	0.05010408	-0.12997145	0.00034872	-0.12584941	-0.09315989	-0.10668177	-0.14211144	-0.08943799	-0.18589559	-0.06387526	-0.23338627	-0.00543018	-0.22012977	0.05298442	-0.18984339	0.0769896	-0.10511164	0.10042932	-0.05836849	0.10064977	-0.00899848	0.09556724	0.0535839	0.08465399	0.14969637	0.03566835	0.1915084	0.02557688	-0.01684341	-0.0819464	0.06373153	-0.03787208	0.11373129	-0.02225631	-0.14646699	-0.02061913	-0.0696202	-0.01598549	0.04804256	-0.01103998	0.13943528	0.00335096	-0.17719353	0.03135705	-0.12065595	0.03205544	-0.05580706	0.03017327	0.01445043	0.0275288	0.11070573	0.01740909	-0.10259084	0.0778052	-0.04884888	0.06824915	0.0113053	0.05693123	0.070566	0.04218614	0.14947948	0.06344455	0.01428476	-0.03675323	4.138
egfr	M	R	oly	4X	86	0.00704	-0.05562806	-0.12006457	-0.22195637	-0.02702359	-0.23432185	0.02568795	-0.14964998	0.0919755	0.11398652	0.06376885	0.1885978	0.05219763	0.02100739	-0.05442759	0.0082831	-0.01701304	0.0884452	0.0005877	0.0867135	0.01817834	0.14921706	0.02285707	0.1628816	-0.00522041	0.19445205	-0.01250376	0.18229248	-0.06680777	0.14925747	-0.10477633	0.10129177	-0.12580985	0.05007088	-0.13211695	-0.00011771	-0.12909511	-0.09443257	-0.11043822	-0.14372927	-0.09269011	-0.18661567	-0.06516637	-0.23294352	-0.00604779	-0.21999736	0.0512358	-0.19034298	0.07570056	-0.10565847	0.09882278	-0.05890702	0.09920859	-0.00938487	0.09471866	0.05355936	0.08474003	0.15003217	0.03548765	0.19060534	0.03001027	-0.02204758	-0.08521922	0.05978473	-0.03806821	0.111102	-0.02089159	-0.147984	-0.02072333	-0.07107165	-0.01617388	0.04677059	-0.00985297	0.13825214	0.00520712	-0.17407542	0.03025705	-0.11764571	0.03129285	-0.05274917	0.03017059	0.01756871	0.02748671	0.11397369	0.02006529	-0.0973709	0.07527049	-0.04380654	0.06654342	0.01607687	0.05655727	0.07526486	0.04346975	0.14891886	0.06527442	0.0120305	-0.03664167	4.096
egfr	M	R	oly	4X	87	0.00704	-0.04888514	-0.11835819	-0.22456158	-0.02829261	-0.23695918	0.02015775	-0.15469457	0.09143621	0.11790016	0.06175201	0.18946085	0.05002993	0.01824842	-0.05499874	0.01139195	-0.01627962	0.09151069	0.00125438	0.08306871	0.01940124	0.14974859	0.01935659	0.15678153	-0.00815763	0.19248007	-0.01310519	0.1849792	-0.06623179	0.1490135	-0.10251594	0.1011348	-0.12248447	0.05049019	-0.12963921	0.00044106	-0.12718451	-0.09302084	-0.10664451	-0.14181531	-0.08897818	-0.18643469	-0.06474798	-0.2355638	-0.00656401	-0.22047112	0.05238992	-0.19018386	0.07625782	-0.10564076	0.09936228	-0.05897781	0.09955077	-0.00957254	0.09519159	0.05318612	0.08514534	0.15001861	0.03734245	0.1910357	0.02954263	-0.02044786	-0.08254308	0.05808051	-0.03767131	0.10754398	-0.02345444	-0.14911822	-0.0198585	-0.07160608	-0.01555091	0.04718997	-0.01305067	0.13894068	0.00524213	-0.17618283	0.02715416	-0.11926065	0.03023996	-0.05373226	0.03074713	0.01701569	0.02546849	0.11441843	0.01900782	-0.09607655	0.07802698	-0.04217862	0.06610392	0.01858123	0.05402268	0.07927057	0.0423347	0.15194795	0.06482431	0.01150511	-0.03503173	3.844
egfr	M	R	oly	4X	88	0.00704	-0.05248632	-0.11795782	-0.22242053	-0.02893113	-0.23653841	0.02183002	-0.15029969	0.09293451	0.11296829	0.06319958	0.18974434	0.05200122	0.02043547	-0.05575206	0.01061268	-0.01826929	0.08871453	-0.00047968	0.0867281	0.01719219	0.15401416	0.02071556	0.16398282	-0.00562013	0.19120955	-0.01193619	0.18007112	-0.06518298	0.14714937	-0.10258285	0.09978671	-0.1240899	0.0488317	-0.13002882	-0.00101778	-0.12670037	-0.09468904	-0.10805278	-0.1437151	-0.0905909	-0.18751748	-0.0647128	-0.23449816	-0.00564711	-0.2205137	0.05218478	-0.19069468	0.07631966	-0.10640024	0.1001678	-0.05975025	0.1005405	-0.01045124	0.09559604	0.05206982	0.08490774	0.14805081	0.03596403	0.19027178	0.02898525	-0.01992447	-0.08378678	0.06148152	-0.03803428	0.11223609	-0.02121883	-0.14783348	-0.02216878	-0.07128792	-0.01728111	0.04587864	-0.01148927	0.13688233	0.00335173	-0.17568884	0.02874349	-0.11819977	0.03066533	-0.05210593	0.02959213	0.01948381	0.02691321	0.1175546	0.0194117	-0.09781465	0.07550404	-0.04303899	0.06721257	0.01803588	0.05647799	0.07823244	0.04209629	0.14896784	0.06567389	0.01349229	-0.03766742	4.139
egfr	M	R	oly	4X	89	0.00704	-0.04938141	-0.11766482	-0.22146191	-0.02954864	-0.23690492	0.01890598	-0.15366495	0.09102518	0.11517141	0.06280704	0.18858625	0.05097759	0.01902077	-0.05551364	0.00715517	-0.01752471	0.08846561	0.0001402	0.08714535	0.01765255	0.15026253	0.02014875	0.16444656	-0.00745893	0.19371996	-0.01751333	0.18182097	-0.06633422	0.14826777	-0.10356663	0.10040361	-0.12381437	0.0495861	-0.1292271	-0.00015171	-0.12588505	-0.09381209	-0.10733696	-0.14278607	-0.08988588	-0.18662655	-0.0641623	-0.23449969	-0.00545047	-0.21927529	0.0523626	-0.18911425	0.07581565	-0.10517419	0.10019324	-0.05845814	0.10126053	-0.00895943	0.09698724	0.05386297	0.08659198	0.14934903	0.03532839	0.19035365	0.02809613	-0.01878719	-0.08277578	0.06187523	-0.03735399	0.11228788	-0.02127974	-0.1478816	-0.02200777	-0.07115035	-0.01676786	0.04625334	-0.01044857	0.13767816	0.00394385	-0.17599492	0.02721202	-0.11899427	0.0302574	-0.053386	0.03016454	0.0176943	0.02804583	0.11504465	0.01901226	-0.09935459	0.07744078	-0.04492582	0.06871597	0.01588439	0.05761186	0.07569013	0.04259244	0.15005443	0.06549345	0.01066512	-0.03726267	4.136
egfr	M	R	oly	4X	9	0.00704	-0.04337143	-0.11830803	-0.22015203	-0.03223039	-0.23621648	0.01787559	-0.15315103	0.09248605	0.11432083	0.06371465	0.19038367	0.05003062	0.01681551	-0.05722571	0.0041864	-0.01781195	0.08915606	0.00053353	0.08739275	0.01749833	0.15393097	0.01945516	0.16348256	-0.00664163	0.18975182	-0.01874574	0.17943474	-0.06499398	0.14676625	-0.10181799	0.09990498	-0.12358312	0.04906977	-0.12903979	-0.00054227	-0.12508893	-0.09428043	-0.107771	-0.14373962	-0.09124499	-0.18788051	-0.06538302	-0.2340557	-0.00529297	-0.21940995	0.05208778	-0.18980483	0.07616181	-0.10591538	0.10168648	-0.05905723	0.10276954	-0.00952805	0.09819665	0.05320901	0.08734059	0.14839905	0.03558017	0.19170049	0.02875597	-0.0161198	-0.08288369	0.06237012	-0.036924	0.11175082	-0.02105768	-0.14755022	-0.02320043	-0.07133616	-0.01696122	0.04523375	-0.01055169	0.13633598	0.00293172	-0.17709899	0.02909052	-0.11943192	0.03099997	-0.05317691	0.03045743	0.01859457	0.02787965	0.11687337	0.01908645	-0.09823081	0.07814345	-0.04320037	0.06915073	0.01829339	0.05786931	0.0787451	0.04251548	0.14971749	0.06302862	0.00743069	-0.03856832	4.149
egfr	M	R	oly	4X	90	0.00704	-0.05049198	-0.11747726	-0.22129888	-0.02949486	-0.23743078	0.01871797	-0.1510984	0.09116225	0.11709288	0.06154826	0.18873301	0.051672	0.01908196	-0.05530019	0.0076316	-0.017331	0.09075302	0.00047135	0.08819607	0.01731551	0.14885096	0.0212314	0.16510336	-0.00646378	0.19366207	-0.01683145	0.18132093	-0.06665224	0.14816476	-0.1044579	0.09983419	-0.12356489	0.04915698	-0.12905726	-0.0005217	-0.12596295	-0.09397903	-0.10713485	-0.14288301	-0.08979929	-0.18667476	-0.06418021	-0.23443066	-0.00554603	-0.21997414	0.05280321	-0.18937492	0.07594764	-0.10519825	0.09880237	-0.05868367	0.09941047	-0.0093878	0.09493279	0.0532381	0.08485693	0.15002935	0.03720905	0.190429	0.02810139	-0.01914552	-0.08274892	0.06207031	-0.03706046	0.11285049	-0.02084855	-0.14756124	-0.0216904	-0.07080854	-0.0164482	0.04675632	-0.01054109	0.13807389	0.00430593	-0.1775536	0.028694	-0.12046826	0.03076249	-0.05486807	0.03025371	0.01619449	0.02785166	0.11361418	0.01898548	-0.09787392	0.07603071	-0.0440385	0.06792451	0.01613185	0.05798148	0.07529454	0.04365509	0.1509962	0.06518292	0.01048512	-0.03721879	4.189
egfr	M	R	oly	4X	91	0.00704	-0.04919498	-0.11626916	-0.22315196	-0.03170759	-0.23750411	0.02011195	-0.15388971	0.08892891	0.11466905	0.06366189	0.18830531	0.05122947	0.02100427	-0.0543525	0.01148976	-0.01598362	0.08931555	-0.00035097	0.08711102	0.01724764	0.15285316	0.01840142	0.16216198	-0.01005153	0.19249544	-0.02004395	0.18042527	-0.06579084	0.14703581	-0.10279861	0.09944829	-0.12272346	0.048918	-0.12663145	-0.00046218	-0.12328616	-0.09424053	-0.10747517	-0.14379099	-0.0915817	-0.18832698	-0.06636943	-0.23635005	-0.00655037	-0.21908412	0.05083433	-0.18883341	0.07344198	-0.10602124	0.09933547	-0.05942954	0.10161459	-0.00985338	0.09822751	0.05313278	0.08831379	0.14832776	0.03576772	0.18977679	0.02619984	-0.0188667	-0.08130415	0.06140086	-0.0378975	0.11116042	-0.02255444	-0.14833133	-0.02153774	-0.07153641	-0.01498392	0.0458255	-0.010767	0.13755299	0.00177859	-0.17635405	0.0269478	-0.11890159	0.03002807	-0.05275317	0.03105986	0.01900406	0.02854514	0.11707397	0.01793355	-0.09845983	0.07789578	-0.04334364	0.07030671	0.01825954	0.05943455	0.07851813	0.04347268	0.14952263	0.06604982	0.01389157	-0.03575783	3.968
egfr	M	R	oly	4X	92	0.00704	-0.05092351	-0.1172763	-0.22010513	-0.03184471	-0.23749976	0.01497986	-0.15058487	0.09289242	0.11567745	0.0630399	0.19094192	0.04955267	0.02089613	-0.05572887	0.00763369	-0.01712753	0.08852171	-0.00056648	0.08671633	0.01700329	0.14866744	0.01972599	0.16360252	-0.00715096	0.19234981	-0.01312433	0.18161769	-0.06505262	0.14806842	-0.10189499	0.10074938	-0.12277	0.05003658	-0.12863491	0.00029036	-0.12560289	-0.09347133	-0.10763137	-0.14266245	-0.09060197	-0.1867268	-0.06500341	-0.23439408	-0.00592384	-0.22010469	0.05263203	-0.18986912	0.07648489	-0.10552185	0.10084259	-0.0587544	0.10160956	-0.0093104	0.09692658	0.05334818	0.0861829	0.14865878	0.03540412	0.19146285	0.02636159	-0.01867334	-0.08358418	0.06190742	-0.03843577	0.11234294	-0.02249577	-0.14707198	-0.02131667	-0.0703374	-0.01599709	0.04679809	-0.01056144	0.13843574	0.00206938	-0.17863427	0.03002836	-0.12127443	0.03261495	-0.05557324	0.03111206	0.01555334	0.02766	0.11313404	0.01808296	-0.09711663	0.07813749	-0.04352609	0.06875499	0.01647762	0.05784336	0.07546423	0.04286835	0.15074412	0.06266804	0.012039	-0.03715222	3.979
egfr	M	R	oly	4X	93	0.00704	-0.04669742	-0.11593294	-0.22095329	-0.02951879	-0.23749745	0.01591745	-0.15455601	0.09057269	0.11510725	0.06241236	0.19645616	0.04704329	0.02198823	-0.05439433	0.00951774	-0.01724399	0.0905139	-0.00033838	0.08879723	0.01682371	0.14380697	0.01992684	0.16586444	-0.00706283	0.19009701	-0.01639131	0.18214609	-0.06629257	0.14740828	-0.10211191	0.10046641	-0.12359535	0.04972995	-0.12835485	0.00033278	-0.12402577	-0.09283174	-0.10559113	-0.14183308	-0.08918123	-0.18591239	-0.06424451	-0.23409039	-0.00574711	-0.21955738	0.05317243	-0.18880767	0.07625758	-0.10467436	0.09964883	-0.05814706	0.10029114	-0.00892526	0.09552134	0.0534607	0.08468479	0.14865691	0.03469459	0.19445094	0.0270406	-0.01644393	-0.08121415	0.06418548	-0.0370823	0.11435427	-0.02152413	-0.14689225	-0.02059109	-0.06995983	-0.01567812	0.0477191	-0.0109761	0.13937323	0.00276419	-0.17931662	0.02962695	-0.12267021	0.03129136	-0.05764037	0.03065854	0.0128112	0.02795991	0.10936935	0.01723584	-0.10131948	0.07718472	-0.04786763	0.06846307	0.01201062	0.05822871	0.07094636	0.04397907	0.15346758	0.06230672	0.01355561	-0.03661381	4.279
egfr	M	R	oly	4X	94	0.00704	-0.04668724	-0.11812326	-0.22187102	-0.0309452	-0.23697208	0.01961888	-0.14961767	0.09351896	0.11420871	0.06295094	0.19146943	0.05062601	0.01847227	-0.05668186	0.00719129	-0.01829412	0.08928821	0.00028902	0.08731221	0.01729668	0.15427291	0.02143047	0.16231395	-0.00676443	0.1887497	-0.01530433	0.18078339	-0.06519568	0.14652378	-0.10125055	0.09969432	-0.12270351	0.04904313	-0.1280589	-0.00054784	-0.12487512	-0.09446612	-0.10860649	-0.14419077	-0.09251039	-0.18851631	-0.0665771	-0.23434085	-0.00604039	-0.22114243	0.05240208	-0.19104548	0.07656478	-0.1065393	0.10070215	-0.05980862	0.10122128	-0.01046139	0.09630254	0.05205602	0.08544927	0.14787616	0.03606046	0.19055694	0.02850602	-0.01835376	-0.08242317	0.06167302	-0.03816178	0.11112933	-0.02170664	-0.1482543	-0.02167987	-0.07164253	-0.01634376	0.04569454	-0.01119594	0.13677328	0.00368659	-0.17639686	0.0290194	-0.11870079	0.0312601	-0.05242671	0.03003398	0.01936174	0.02729465	0.11778167	0.01961325	-0.09634767	0.07710062	-0.04188825	0.06798604	0.0189539	0.05713651	0.07900359	0.04299504	0.15005447	0.06270894	0.00998005	-0.03833219	4.008
egfr	M	R	oly	4X	95	0.00704	-0.04636789	-0.11903512	-0.22133722	-0.0294935	-0.23646153	0.02017221	-0.15291949	0.0921667	0.11682557	0.06090147	0.19010213	0.05167623	0.02155267	-0.05626294	0.00871082	-0.01739593	0.08921888	0.0002151	0.08729965	0.01733233	0.14865778	0.02337634	0.16387762	-0.00631228	0.19155688	-0.01712994	0.18053499	-0.06589435	0.14693205	-0.10235734	0.10024646	-0.12462061	0.04926708	-0.13035177	-0.0005357	-0.12670588	-0.09421122	-0.1081399	-0.1434272	-0.09103205	-0.18729485	-0.06503849	-0.23379033	-0.00548422	-0.22021331	0.05260835	-0.19001561	0.07645968	-0.10559403	0.1006082	-0.05881559	0.10113771	-0.00940679	0.09615589	0.05320255	0.08521382	0.14955499	0.0363694	0.19061444	0.02744502	-0.01740261	-0.08292412	0.06288584	-0.0377433	0.1125749	-0.02066873	-0.14730606	-0.02159363	-0.07068083	-0.01633043	0.04669767	-0.01086656	0.13778446	0.00424365	-0.17607881	0.03026999	-0.11919307	0.03245497	-0.05391178	0.03081378	0.0167998	0.02778361	0.11388493	0.02009719	-0.09947268	0.07637454	-0.04555653	0.06743283	0.01469173	0.05691336	0.07391537	0.04223493	0.15077052	0.06291809	0.01183334	-0.03799432	4.029
egfr	M	R	oly	4X	96	0.00704	-0.04764119	-0.11543712	-0.223045	-0.0314345	-0.23828838	0.01697524	-0.15232419	0.09084434	0.11731689	0.06205585	0.19407393	0.04966301	0.01897967	-0.05426887	0.00880102	-0.01644984	0.09062255	-0.0000413	0.08849369	0.01624966	0.15316487	0.01909261	0.16405985	-0.00678036	0.18803198	-0.0157648	0.1793046	-0.06484573	0.14611551	-0.10167619	0.09884184	-0.12183601	0.04848115	-0.12591417	-0.0007237	-0.12239702	-0.09408073	-0.10623888	-0.14354263	-0.09086164	-0.18828948	-0.0662661	-0.23602212	-0.00632692	-0.21990843	0.05208312	-0.18961824	0.07519382	-0.10613632	0.09950113	-0.05968766	0.10081526	-0.01043114	0.09679604	0.05210924	0.08679499	0.14698274	0.03553246	0.19184313	0.02550577	-0.0192305	-0.07940712	0.06238176	-0.03696788	0.11234163	-0.0212925	-0.14865382	-0.02214942	-0.07179805	-0.01558123	0.0457665	-0.01014345	0.13763505	0.00274277	-0.17781993	0.02739606	-0.12003365	0.03006132	-0.05359906	0.02975375	0.0183884	0.02739363	0.11700828	0.01727706	-0.09794168	0.07569241	-0.04311856	0.06719151	0.01819991	0.0569993	0.0785732	0.04265603	0.15343671	0.06397303	0.01098034	-0.03615912	3.807
egfr	M	R	oly	4X	97	0.00704	-0.04606746	-0.11900664	-0.22268991	-0.02739289	-0.23664674	0.02273161	-0.15220122	0.09264857	0.11195275	0.064455	0.19140512	0.05213653	0.02114801	-0.05516359	0.00881867	-0.01813157	0.08835879	-0.00014847	0.0854314	0.01679252	0.15266535	0.02046899	0.16302392	-0.00397282	0.18993605	-0.01492221	0.18101596	-0.06613425	0.14806696	-0.10410551	0.09985012	-0.12402034	0.04901084	-0.12988507	-0.00080486	-0.12662831	-0.09436207	-0.10760653	-0.14327272	-0.09003444	-0.18697864	-0.0641878	-0.23418082	-0.00540285	-0.22076573	0.05299679	-0.19057132	0.07708795	-0.1058414	0.10001414	-0.05921488	0.1000004	-0.00997338	0.09478258	0.05251417	0.0840604	0.14936872	0.03713979	0.19089803	0.0289893	-0.01755093	-0.08270499	0.06274015	-0.03768977	0.11247229	-0.02100455	-0.14841604	-0.02094725	-0.0715563	-0.01688842	0.04632367	-0.01137401	0.13756536	0.0038332	-0.1763578	0.02870558	-0.11905028	0.02980587	-0.05318923	0.02844588	0.01815945	0.02575281	0.1158925	0.01873713	-0.09861397	0.07585599	-0.04398318	0.06656004	0.01706891	0.05565007	0.07737979	0.04169097	0.14908606	0.06563077	0.0121359	-0.0376206	3.944
egfr	M	R	oly	4X	98	0.00704	-0.04708969	-0.11946898	-0.22132617	-0.02770639	-0.23598244	0.02232473	-0.15067004	0.09319804	0.11397217	0.06253584	0.1890552	0.05413255	0.01817042	-0.05862056	0.0055179	-0.01842388	0.08905618	-0.0000579	0.08654747	0.01737413	0.15015573	0.02218987	0.16315173	-0.00568939	0.19260543	-0.01305899	0.18180483	-0.06585739	0.14912455	-0.1038719	0.10133278	-0.12562298	0.05003202	-0.13124056	0.00001783	-0.12761053	-0.09377091	-0.1083515	-0.14277615	-0.09061016	-0.18635958	-0.0644131	-0.23296456	-0.00544316	-0.22084075	0.05298362	-0.19055233	0.07730856	-0.10545874	0.10014838	-0.05871928	0.10010576	-0.00935716	0.09493059	0.05326151	0.084158	0.14996634	0.03653809	0.19035577	0.029518	-0.01732977	-0.08500358	0.06195002	-0.03878365	0.11151024	-0.02147582	-0.14801773	-0.02013583	-0.07140472	-0.01603734	0.04612158	-0.01105763	0.13706936	0.0043835	-0.17578971	0.03041656	-0.11884879	0.03186645	-0.05347855	0.03004532	0.01731817	0.02667601	0.11447563	0.01938498	-0.09785612	0.07579162	-0.04383609	0.06728448	0.01641909	0.05689598	0.0756613	0.04223895	0.14879597	0.06554648	0.00898007	-0.03943524	4.203
egfr	M	R	oly	4X	99	0.00704	-0.04891898	-0.11632574	-0.22019484	-0.03222557	-0.23638822	0.01693057	-0.15755123	0.08881571	0.1152107	0.06412531	0.19375882	0.04885768	0.02001123	-0.05388137	0.0087378	-0.01651276	0.08861724	-0.00005709	0.08757051	0.01711425	0.15066587	0.01964685	0.16377597	-0.00718276	0.19143513	-0.02197147	0.18004598	-0.06590281	0.14655719	-0.10241664	0.09948909	-0.12295411	0.04900035	-0.12727674	-0.00036144	-0.12376517	-0.0938995	-0.10700319	-0.14318304	-0.09071864	-0.18732941	-0.06530116	-0.23418974	-0.00569705	-0.21865536	0.0515153	-0.18871781	0.07477443	-0.10534478	0.09971314	-0.05873909	0.10121257	-0.00929514	0.09729602	0.05350249	0.08723078	0.14901559	0.03587666	0.19300721	0.0259475	-0.01889262	-0.08114654	0.06179898	-0.03674913	0.11204086	-0.02122243	-0.14669669	-0.02270868	-0.0701077	-0.01581644	0.04697181	-0.00976543	0.13879139	0.00214908	-0.17651115	0.02914288	-0.11927167	0.03217588	-0.05351005	0.03145625	0.01770287	0.02832027	0.11530265	0.01796323	-0.10213332	0.0771584	-0.04693634	0.0690833	0.01486023	0.05871064	0.07548096	0.04354882	0.15221438	0.06401013	0.01126282	-0.03617472	4.021
