genotype	sex	side	microscope	magnification	ID	Scale	X1	Y1	X2	Y2	X3	Y3	X4	Y4	X5	Y5	X6	Y6	X7	Y7	X8	Y8	X9	Y9	X10	Y10	X11	Y11	X12	Y12	X13	Y13	X14	Y14	X15	Y15	X16	Y16	X17	Y17	X18	Y18	X19	Y19	X20	Y20	X21	Y21	X22	Y22	X23	Y23	X24	Y24	X25	Y25	X26	Y26	X27	Y27	X28	Y28	X29	Y29	X30	Y30	X31	Y31	X32	Y32	X33	Y33	X34	Y34	X35	Y35	X36	Y36	X37	Y37	X38	Y38	X39	Y39	X40	Y40	X41	Y41	X42	Y42	X43	Y43	X44	Y44	X45	Y45	X46	Y46	X47	Y47	X48	Y48	CentroidSize
samw	M	R	oly	4X	66	0.00704	-0.04401796	-0.11869203	-0.21757175	-0.03316604	-0.23623657	0.01705936	-0.15415607	0.09529663	0.11631242	0.06204229	0.18874813	0.05022995	0.02005077	-0.05675337	0.00894052	-0.01843988	0.09029301	-0.00019155	0.08820334	0.01619444	0.14580563	0.02016356	0.16466963	-0.00862733	0.19177237	-0.01894537	0.18048346	-0.06495407	0.14775145	-0.10226317	0.10069521	-0.12433601	0.04956216	-0.12954703	-0.00028303	-0.12578701	-0.09422194	-0.10758144	-0.14345636	-0.09017295	-0.18722112	-0.06389032	-0.23333052	-0.00421345	-0.22043709	0.05388524	-0.19089748	0.07900214	-0.10558787	0.10379287	-0.05847178	0.10366899	-0.00895874	0.09789848	0.05363989	0.08616308	0.15003071	0.03690523	0.18976019	0.02708044	-0.01573883	-0.08313686	0.06342834	-0.03782716	0.11290024	-0.021707	-0.14478967	-0.02341751	-0.06887626	-0.01755024	0.04726793	-0.01139129	0.13770871	0.00274474	-0.17644951	0.02686045	-0.11999804	0.02954743	-0.05507268	0.02985272	0.01528073	0.02750071	0.11172883	0.01767677	-0.10074154	0.08026739	-0.04704691	0.07029226	0.01303458	0.05862562	0.0722772	0.04371742	0.15061206	0.0642948	0.01260417	-0.03817195	4.084
samw	M	R	oly	4X	67	0.00704	-0.04960508	-0.11991881	-0.22127455	-0.03161992	-0.23489504	0.02258614	-0.15202433	0.09303178	0.1129411	0.06424595	0.18976133	0.05188004	0.02125204	-0.05455662	0.01188886	-0.01796013	0.08905675	-0.00033282	0.08740384	0.01685474	0.15122427	0.01934402	0.16259319	-0.00594051	0.18946462	-0.01441603	0.17810329	-0.06407205	0.14720307	-0.10254894	0.10052078	-0.12584546	0.04913291	-0.13202947	-0.0009613	-0.12837334	-0.09480136	-0.10925934	-0.14426383	-0.09234984	-0.1887901	-0.06675465	-0.23299025	-0.00572858	-0.22082664	0.05175223	-0.19110811	0.07610579	-0.10671919	0.10152956	-0.05972025	0.1024889	-0.01010302	0.09763562	0.05263354	0.0864094	0.1489433	0.03668643	0.1896502	0.02704918	-0.01983463	-0.08322988	0.06109496	-0.03748655	0.11151423	-0.02124437	-0.14708392	-0.02194969	-0.07059599	-0.01638439	0.04648785	-0.01115032	0.13747116	0.00299745	-0.17409437	0.02838608	-0.11726881	0.03087416	-0.05188005	0.03104042	0.01891563	0.02745715	0.11590687	0.0180953	-0.09779252	0.07873887	-0.04347189	0.06936803	0.01732284	0.05813712	0.07708669	0.04288484	0.14868465	0.0645294	0.01384727	-0.03695689	3.878
samw	M	R	oly	4X	68	0.00704	-0.04936894	-0.11831492	-0.22053505	-0.03101543	-0.23514842	0.01702822	-0.15639423	0.09178949	0.1129021	0.06473258	0.18846409	0.05116456	0.02147319	-0.05494236	0.00834025	-0.01718316	0.08940896	0.00117474	0.08737671	0.0177327	0.15609828	0.02032536	0.1636153	-0.00641794	0.18902759	-0.01995072	0.17980591	-0.06666712	0.1460235	-0.10331549	0.09884596	-0.12488531	0.04791008	-0.12987525	-0.00172937	-0.12611319	-0.09535356	-0.10813211	-0.14451969	-0.09099653	-0.18828666	-0.06487692	-0.23330566	-0.00490431	-0.21903547	0.05135264	-0.19022868	0.0759976	-0.10638789	0.10176744	-0.05949405	0.10264889	-0.00998042	0.09795507	0.05276728	0.08716218	0.14827819	0.03573391	0.18866432	0.02589462	-0.01847556	-0.08309661	0.06206625	-0.03761395	0.11229517	-0.02115779	-0.14699742	-0.02278237	-0.07089755	-0.01713133	0.04549437	-0.01025269	0.13612595	0.004431	-0.17467095	0.02663088	-0.11709686	0.03032843	-0.05078475	0.03080621	0.02105418	0.02826007	0.11944082	0.02005128	-0.10036063	0.07794068	-0.04440493	0.06918673	0.01810555	0.05801242	0.07967317	0.04306741	0.14845123	0.06566202	0.01174836	-0.03721162	4.214
samw	M	R	oly	4X	69	0.00704	-0.05004645	-0.1177126	-0.22037737	-0.03080035	-0.23541737	0.02116314	-0.15426177	0.09223588	0.11546758	0.06261456	0.18826967	0.05022629	0.01498956	-0.05821062	0.00298295	-0.01905436	0.09127813	0.00065652	0.08943457	0.01769654	0.15212227	0.01966447	0.16487705	-0.00483401	0.1931807	-0.0120689	0.18101829	-0.06504748	0.14741926	-0.10177306	0.10035868	-0.12337555	0.04949075	-0.12886631	-0.0002561	-0.12559925	-0.09414015	-0.10813326	-0.14353583	-0.09128807	-0.18745336	-0.06519198	-0.23339468	-0.00537612	-0.21978014	0.05202392	-0.19024033	0.07637803	-0.10601991	0.10117555	-0.05921131	0.10182724	-0.00976687	0.09700096	0.0528971	0.08622396	0.14866286	0.03612204	0.19024386	0.02518417	-0.01951845	-0.08356942	0.06141908	-0.03743026	0.11195039	-0.02033937	-0.14759338	-0.0231837	-0.07099427	-0.01814078	0.04628935	-0.01126612	0.13755326	0.00364471	-0.17396528	0.02835921	-0.11689818	0.03087575	-0.05124031	0.03072993	0.0199053	0.02827898	0.11727836	0.01873138	-0.09934598	0.07747513	-0.04448946	0.0682491	0.01687985	0.05730502	0.07739763	0.04284227	0.14980241	0.06386182	0.00677804	-0.03928501	4.196
samw	M	R	oly	4X	70	0.00704	-0.04820593	-0.11681491	-0.22075493	-0.03396339	-0.23804953	0.01783853	-0.15032878	0.09330955	0.11464457	0.06311117	0.18942995	0.04780547	0.01841703	-0.05496237	0.00713659	-0.01711124	0.09152535	0.00063017	0.08978662	0.01680477	0.14965313	0.0192436	0.16305344	-0.0076446	0.19287331	-0.01319778	0.17974191	-0.06386247	0.14854078	-0.10244527	0.10100222	-0.12426171	0.04988559	-0.12803878	0.00024357	-0.12425028	-0.09371889	-0.10748815	-0.14333717	-0.09142308	-0.18795884	-0.06621888	-0.23576509	-0.00641011	-0.22043614	0.05211422	-0.19038121	0.07605355	-0.10623055	0.10151955	-0.05930315	0.10249723	-0.00973496	0.09768567	0.05296827	0.0865833	0.14839833	0.03564982	0.19067099	0.02581896	-0.01935899	-0.08102445	0.06156059	-0.03726594	0.11181679	-0.02248539	-0.14747279	-0.02250838	-0.07075667	-0.01592246	0.04642611	-0.01073151	0.13805327	0.00245031	-0.17664186	0.02806698	-0.11946677	0.03168947	-0.05362051	0.03169801	0.01768514	0.02835573	0.1153213	0.01809994	-0.09683077	0.07837855	-0.04313677	0.06860895	0.01693021	0.05710725	0.07619736	0.04247099	0.14940871	0.06129653	0.01011913	-0.03685715	3.872
samw	M	R	oly	4X	71	0.00704	-0.04714633	-0.11716138	-0.22235625	-0.03158389	-0.23747611	0.02193104	-0.15206828	0.09189391	0.11580162	0.06188381	0.19351069	0.049136	0.01831538	-0.05455741	0.00680385	-0.01782398	0.08758489	-0.00050865	0.08572045	0.0159295	0.15339399	0.01965146	0.16218775	-0.00630512	0.19257885	-0.01617444	0.17796012	-0.06325668	0.14650653	-0.10088885	0.09978792	-0.12197618	0.04927464	-0.12695666	-0.00021444	-0.12406471	-0.09392346	-0.10746353	-0.14339175	-0.09131884	-0.18788556	-0.06611317	-0.23574802	-0.00641906	-0.22032976	0.05227678	-0.19006136	0.07581931	-0.10609125	0.10019057	-0.05946826	0.10083336	-0.01021864	0.09579736	0.0521536	0.08476089	0.14793346	0.0359242	0.19321894	0.02868795	-0.01789471	-0.08205391	0.06100776	-0.03601414	0.11074745	-0.02028887	-0.14863986	-0.02281532	-0.07145185	-0.01704839	0.04661901	-0.01029748	0.13869122	0.00386087	-0.17668468	0.0281043	-0.11918607	0.03041137	-0.05304105	0.03022028	0.01849329	0.02620228	0.11670028	0.01795585	-0.09750144	0.07739833	-0.0429389	0.06764286	0.01809298	0.05609497	0.07836045	0.04156463	0.15247452	0.06398884	0.00979833	-0.03707007	3.834
samw	M	R	oly	4X	72	0.00704	-0.05023064	-0.12039691	-0.22214558	-0.02995367	-0.23554463	0.02220945	-0.14833025	0.0941044	0.11724166	0.06076577	0.18934148	0.05164539	0.02067987	-0.05568593	0.00961516	-0.01838305	0.09254431	0.00090476	0.09020033	0.01635081	0.14605629	0.02113669	0.1644034	-0.00755368	0.19004874	-0.01182405	0.17808636	-0.06337431	0.14729125	-0.10173501	0.10060878	-0.12446312	0.04955308	-0.13102318	-0.00059452	-0.12858959	-0.09455067	-0.10948297	-0.14393301	-0.09236325	-0.18837172	-0.06662936	-0.23328406	-0.0058206	-0.22101089	0.05225619	-0.19101182	0.07654559	-0.10644663	0.10120805	-0.05957576	0.101858	-0.01010391	0.0968831	0.05248929	0.08573133	0.14895959	0.03710594	0.18960667	0.02784725	-0.01790886	-0.08615764	0.06148143	-0.03774168	0.11235402	-0.0217742	-0.14770188	-0.02199044	-0.07101726	-0.0171417	0.04654878	-0.01123156	0.13755978	0.00435547	-0.1742032	0.02903613	-0.11795342	0.0315103	-0.05325213	0.03093405	0.01674982	0.02717125	0.1128756	0.01803137	-0.09608982	0.07922227	-0.04353408	0.06901855	0.01535684	0.05748555	0.07357554	0.04336713	0.151169	0.06449614	0.01239767	-0.03786501	3.794
samw	M	R	oly	4X	73	0.00704	-0.04654744	-0.11812931	-0.21927584	-0.03177535	-0.23525427	0.02089425	-0.15367281	0.09335536	0.11627908	0.06146145	0.1918896	0.04951492	0.01770323	-0.05694348	0.00786325	-0.0187569	0.09174187	0.00015523	0.08892435	0.01650675	0.13947188	0.02041378	0.16398298	-0.00730842	0.19613664	-0.0161944	0.18224311	-0.06542691	0.14857219	-0.10187955	0.10204626	-0.12460922	0.0508736	-0.13026361	0.00095099	-0.12626674	-0.09298298	-0.10758141	-0.14239377	-0.09066756	-0.18662558	-0.06494544	-0.23323684	-0.00509975	-0.21905414	0.05277078	-0.18936165	0.07728651	-0.10464569	0.10245764	-0.05756459	0.10256835	-0.00804517	0.09673155	0.05452924	0.08475762	0.15091362	0.03577128	0.19331839	0.02740902	-0.01789486	-0.08274211	0.06223065	-0.03785668	0.11210242	-0.02180324	-0.14590967	-0.02296348	-0.06903194	-0.01746795	0.04865597	-0.01126794	0.14015921	0.00373852	-0.17471464	0.02975577	-0.11931399	0.03205893	-0.05565709	0.03068271	0.01325783	0.02724037	0.10778481	0.01744963	-0.10145996	0.07888891	-0.04897095	0.06928749	0.00987152	0.05852165	0.06797121	0.04469103	0.15199729	0.06416564	0.01014269	-0.03858564	4.16
samw	M	R	oly	4X	74	0.00704	-0.0530151	-0.11546464	-0.21957044	-0.03356719	-0.23681438	0.01917677	-0.15310917	0.09177124	0.11496653	0.06201684	0.1932654	0.04973271	0.01635535	-0.05531243	0.00988221	-0.01710619	0.08858021	-0.00023081	0.08675299	0.01584217	0.14850804	0.01919895	0.16180326	-0.00740757	0.19634788	-0.01252728	0.18064329	-0.06429255	0.14879257	-0.10218503	0.10128482	-0.12319372	0.05037939	-0.12758093	0.00073632	-0.12381788	-0.09335115	-0.10731043	-0.14303262	-0.09125581	-0.18746114	-0.06569374	-0.23462781	-0.00579495	-0.21959034	0.05207649	-0.18950835	0.07569978	-0.10558985	0.10104372	-0.0587145	0.10188573	-0.00921399	0.09672714	0.05338874	0.08529141	0.14962041	0.0362196	0.19441648	0.02648312	-0.02209105	-0.08114271	0.05947689	-0.03768515	0.10989513	-0.02196014	-0.1460105	-0.0227137	-0.06899447	-0.01612259	0.04848393	-0.00938289	0.14066669	0.00322828	-0.17631706	0.02790602	-0.11951637	0.03097219	-0.05413653	0.03082285	0.01661206	0.0269312	0.11364947	0.01706954	-0.09928334	0.0781035	-0.04524971	0.06904842	0.01513753	0.05766581	0.07442233	0.04214052	0.15117689	0.06142839	0.00995305	-0.03673405	4.169
samw	M	R	oly	4X	75	0.00704	-0.04721542	-0.11684141	-0.21930732	-0.03404168	-0.23520144	0.02119192	-0.15806708	0.09100597	0.12046993	0.05923799	0.18749606	0.04564762	0.01743597	-0.05725014	0.01330651	-0.01639761	0.08952849	0.00102741	0.08735756	0.01713658	0.14416029	0.02027303	0.16583771	-0.00811836	0.1936022	-0.01635616	0.18117344	-0.0654852	0.14858151	-0.10320547	0.10093894	-0.12432991	0.04997174	-0.12812433	0.00041734	-0.12419993	-0.09343575	-0.10740536	-0.14298316	-0.09126534	-0.18748297	-0.06591129	-0.23401876	-0.00567056	-0.21883948	0.05184984	-0.1894718	0.07629074	-0.10534174	0.10182954	-0.05838856	0.10278553	-0.0087825	0.09819603	0.05407977	0.08740568	0.14896643	0.03471868	0.18963694	0.02390839	-0.01768225	-0.08217652	0.06309965	-0.03773382	0.11326501	-0.02164941	-0.14524473	-0.02271754	-0.06882157	-0.01573279	0.04775799	-0.01040488	0.1392518	0.00220419	-0.17458314	0.02800119	-0.11868723	0.03084669	-0.05434352	0.03151398	0.01540956	0.02885418	0.1108852	0.0181937	-0.10373271	0.07914641	-0.04956517	0.07070525	0.01108918	0.06019958	0.07074949	0.04558334	0.15460976	0.0643805	0.01211785	-0.03711627	4.231
samw	M	R	oly	4X	76	0.00704	-0.04470583	-0.11566083	-0.22285026	-0.03288304	-0.23718128	0.01548056	-0.15558961	0.09201209	0.11747595	0.05929687	0.18874475	0.0472042	0.01915795	-0.05398913	0.00894318	-0.01702251	0.08980999	0.00046711	0.08768577	0.01659694	0.15355339	0.01606218	0.16291373	-0.00993556	0.19518232	-0.0171843	0.17804689	-0.06259737	0.14637257	-0.10010342	0.09956393	-0.12025601	0.0492952	-0.12415613	0.00002242	-0.12133722	-0.09381142	-0.10702773	-0.1437324	-0.09217402	-0.18885248	-0.0673709	-0.23573083	-0.00641744	-0.21932722	0.05115014	-0.1902248	0.07563103	-0.10666214	0.10212418	-0.05978491	0.10306973	-0.01035902	0.09803867	0.05206642	0.0865793	0.14642543	0.03477303	0.19094682	0.02517917	-0.01855567	-0.07832015	0.06233591	-0.03693656	0.11179153	-0.02249256	-0.1483188	-0.0236955	-0.07135316	-0.0159875	0.04647091	-0.01050835	0.13867809	0.00244643	-0.17734027	0.02784256	-0.1195896	0.03112547	-0.05315122	0.03127958	0.01884224	0.02766104	0.11721926	0.01694566	-0.09977236	0.07884687	-0.04417034	0.07018496	0.01795388	0.05859337	0.07883836	0.0423303	0.15115868	0.06134445	0.01156805	-0.03620967	3.974
samw	M	R	oly	4X	77	0.00704	-0.04671911	-0.11697135	-0.21948405	-0.0298334	-0.23412025	0.01827135	-0.1617679	0.08922773	0.11696701	0.06093679	0.19027076	0.04862441	0.01511139	-0.05631131	0.00300664	-0.01837143	0.09013388	0.00030518	0.08808087	0.01618128	0.14867326	0.01978224	0.16447601	-0.00928187	0.19553313	-0.01461077	0.18086965	-0.06438893	0.15012726	-0.10353029	0.10202409	-0.12479663	0.05089718	-0.12890326	0.00125828	-0.12501428	-0.09224966	-0.10656062	-0.14120283	-0.08948923	-0.18508713	-0.0641572	-0.2320758	-0.00562684	-0.21778742	0.05132317	-0.18873261	0.07595971	-0.10473169	0.10153703	-0.05784542	0.10225922	-0.00836122	0.09738836	0.05429203	0.08631405	0.14915324	0.03447734	0.19219961	0.02544647	-0.01923438	-0.08116821	0.06179441	-0.03759969	0.11205903	-0.02308341	-0.14705592	-0.02222853	-0.07033937	-0.0170669	0.04689298	-0.01017666	0.1386919	0.00280213	-0.17467927	0.02977181	-0.11805075	0.03244978	-0.05297105	0.03189629	0.01748965	0.0283487	0.11409073	0.01753388	-0.1056344	0.07880571	-0.05011046	0.07021006	0.01198747	0.05902196	0.07300771	0.04371585	0.15221471	0.06457051	0.00693781	-0.03799022	4.293
samw	M	R	oly	4X	78	0.00704	-0.04352475	-0.1202355	-0.21931026	-0.03381776	-0.2373785	0.0182148	-0.15003645	0.0946121	0.11597867	0.06079318	0.18785354	0.04971437	0.02047342	-0.05653231	0.01014732	-0.01766181	0.08922763	0.00039588	0.08718352	0.01657069	0.14652039	0.02054721	0.16064522	-0.00621592	0.19219065	-0.01607858	0.17963901	-0.06473297	0.14865945	-0.10316809	0.10184582	-0.12696055	0.05014024	-0.13227143	0.00005903	-0.12804742	-0.09363925	-0.1080626	-0.14268161	-0.09042828	-0.18677058	-0.06484482	-0.2351741	-0.00607846	-0.21980267	0.05225983	-0.19006184	0.07673883	-0.10553777	0.10297807	-0.058315	0.10357929	-0.00864907	0.09805655	0.05404002	0.08613844	0.14962511	0.03488772	0.18930652	0.02767306	-0.01671208	-0.08358182	0.06167879	-0.0380918	0.11054866	-0.02155073	-0.14599844	-0.0224517	-0.06974484	-0.01648556	0.0468288	-0.01111081	0.13756031	0.00298372	-0.17785023	0.03046756	-0.12097655	0.03293385	-0.0556574	0.03223163	0.01504858	0.02860328	0.11203656	0.01828284	-0.09737445	0.07963319	-0.0441777	0.07028646	0.01528173	0.05893316	0.07379377	0.04390851	0.15016112	0.06471866	0.01289964	-0.03773399	4.083
samw	M	R	oly	4X	79	0.00704	-0.04740067	-0.11669381	-0.22040421	-0.03409217	-0.23699583	0.01918794	-0.15314982	0.09284491	0.11527326	0.06143698	0.19222118	0.04764138	0.01899124	-0.05494573	0.00929499	-0.01702634	0.08990236	0.00038455	0.0879336	0.01661576	0.14959192	0.02028231	0.16288873	-0.00772883	0.19228044	-0.01743343	0.17936266	-0.0645432	0.14600168	-0.10077556	0.09975458	-0.12290668	0.04908272	-0.12771438	-0.00041274	-0.12390752	-0.09417505	-0.10728084	-0.14382164	-0.09148695	-0.18844423	-0.06621583	-0.23519048	-0.00581808	-0.21995506	0.05218908	-0.19024042	0.07635386	-0.106128	0.1016674	-0.05927181	0.10214649	-0.00991214	0.09669183	0.05246964	0.08504482	0.14837673	0.03592752	0.19223997	0.02701347	-0.01802832	-0.08179955	0.06168318	-0.03731012	0.11146447	-0.02181243	-0.14652879	-0.02395096	-0.06968247	-0.01655074	0.0478909	-0.01042302	0.13976389	0.00328967	-0.17619904	0.0281394	-0.11922409	0.03123026	-0.05365742	0.03095905	0.01731255	0.02753116	0.1146457	0.01836421	-0.09906399	0.0791508	-0.04507782	0.06893365	0.01538283	0.05707562	0.07513933	0.04257378	0.15230562	0.06443963	0.01170986	-0.03669937	4.034
samw	M	R	oly	4X	80	0.00704	-0.048454	-0.11768151	-0.22119091	-0.03188753	-0.23664892	0.01881844	-0.15179178	0.09265665	0.11405201	0.06366677	0.19239112	0.04997346	0.01749573	-0.05611495	0.01061407	-0.01790999	0.09088659	0.00108727	0.08893334	0.01711124	0.14752641	0.02133119	0.16350161	-0.0062591	0.19375405	-0.01951217	0.17947784	-0.06513825	0.14645228	-0.10168143	0.0999367	-0.12328463	0.04927414	-0.12884637	-0.00038609	-0.12545948	-0.09410323	-0.10757037	-0.14340596	-0.09079234	-0.1877191	-0.06533994	-0.23490863	-0.00551615	-0.21919348	0.05220405	-0.18949835	0.0762709	-0.10539304	0.1010634	-0.05858763	0.10159536	-0.00918159	0.09647399	0.05340011	0.08540475	0.14933	0.03572524	0.19283182	0.02750545	-0.01926452	-0.08226618	0.06148191	-0.03754752	0.11157303	-0.02127103	-0.14678844	-0.02318872	-0.06981645	-0.01719493	0.04784972	-0.010335	0.13965984	0.00374387	-0.17595692	0.02823951	-0.11926334	0.03119893	-0.05404979	0.03076088	0.01654353	0.02757209	0.11342576	0.01863875	-0.0988962	0.07746546	-0.04531844	0.06823863	0.01465891	0.05764846	0.07381689	0.04364854	0.15077323	0.06442775	0.01017617	-0.03767344	4.234
samw	M	R	oly	4X	81	0.00704	-0.04717513	-0.11655325	-0.22036146	-0.03138471	-0.23651166	0.01722189	-0.15245978	0.09334924	0.11662591	0.06036345	0.19270817	0.04900511	0.01956073	-0.05669505	0.00809751	-0.01813441	0.09030316	0.00022712	0.08750637	0.01621036	0.14986243	0.02008694	0.16472993	-0.00809734	0.18931788	-0.01511205	0.18133478	-0.06500395	0.1470243	-0.10116951	0.09997959	-0.12226143	0.04937427	-0.12713668	-0.00007713	-0.12363829	-0.09374209	-0.10720152	-0.14328066	-0.09125056	-0.18753955	-0.0656528	-0.23363506	-0.00555935	-0.22034517	0.05275821	-0.19043019	0.07706588	-0.10596117	0.10145577	-0.05924015	0.1016038	-0.01004178	0.09602715	0.05216899	0.08440751	0.14792691	0.03594602	0.19166119	0.02920449	-0.01677509	-0.08268271	0.06317095	-0.03824829	0.11303577	-0.02241169	-0.14681404	-0.02254711	-0.07036672	-0.01642761	0.04677125	-0.01081777	0.13774299	0.00421121	-0.1786668	0.03021005	-0.12134417	0.0313691	-0.05554391	0.03030983	0.01570828	0.02710738	0.1134671	0.0176674	-0.09850946	0.07890923	-0.04457198	0.06860915	0.01587168	0.05692299	0.0756484	0.04269505	0.15244713	0.06318698	0.01134747	-0.03814522	3.977
samw	M	R	oly	4X	82	0.00704	-0.04772068	-0.11872654	-0.22011536	-0.03017027	-0.23502503	0.01984067	-0.1542427	0.09295278	0.11667493	0.06036992	0.19176694	0.0494086	0.01900908	-0.05553418	0.00922253	-0.01742058	0.0887114	0.00042897	0.08612389	0.016118	0.14560987	0.02016099	0.16398159	-0.00630758	0.19446468	-0.01352256	0.18118546	-0.06526214	0.14862433	-0.1026688	0.1012417	-0.1238385	0.05034937	-0.12981399	0.00044894	-0.12666392	-0.09344607	-0.10831821	-0.14278735	-0.0912656	-0.1867457	-0.06523714	-0.23264026	-0.00543506	-0.21949518	0.05218546	-0.18999041	0.07689638	-0.10529698	0.10183219	-0.05833639	0.10177652	-0.00896508	0.09584551	0.05343433	0.08387683	0.14979884	0.03568188	0.19271444	0.0273059	-0.01796196	-0.08322798	0.06197346	-0.03688031	0.11222643	-0.0207494	-0.14629575	-0.02236318	-0.06957272	-0.01640858	0.04771827	-0.00998109	0.13935461	0.00345645	-0.17644527	0.02978593	-0.12014561	0.03156107	-0.05543974	0.03102533	0.0145639	0.02709424	0.11067531	0.01743778	-0.10032674	0.07999765	-0.04696284	0.06927471	0.01284836	0.05704497	0.07215996	0.04303986	0.15185251	0.06265685	0.01122267	-0.03725985	4.07
samw	M	R	oly	4X	83	0.00704	-0.04676579	-0.11825779	-0.22104529	-0.02875565	-0.23505317	0.02272919	-0.15495062	0.09193291	0.11200959	0.06415261	0.19277308	0.04933661	0.01490151	-0.05711596	0.00449247	-0.01869364	0.08889951	0.00108802	0.08710481	0.01680469	0.14972477	0.02043241	0.16316985	-0.0065919	0.19385792	-0.01244757	0.18160821	-0.06493189	0.14941614	-0.10294259	0.10193053	-0.12486385	0.05073613	-0.12998599	0.00089649	-0.1262357	-0.09290782	-0.10780018	-0.14212029	-0.09075476	-0.18609805	-0.06507257	-0.23276009	-0.00589716	-0.21995875	0.0522517	-0.19011414	0.07683227	-0.10523344	0.10051969	-0.05843072	0.10067719	-0.00902092	0.09558971	0.05360403	0.08469231	0.14945827	0.03514665	0.19315644	0.02750355	-0.01916678	-0.08261402	0.06102226	-0.0376177	0.11096267	-0.02174597	-0.14796297	-0.02152077	-0.07079978	-0.01693846	0.04733339	-0.01027148	0.13922179	0.00464269	-0.17462588	0.02943645	-0.11793677	0.03149246	-0.05273906	0.03089123	0.01782427	0.02738632	0.11458727	0.01852484	-0.10074951	0.07728919	-0.04630868	0.06772777	0.01461802	0.05663981	0.07483251	0.04269478	0.1497061	0.06330643	0.00690051	-0.03866589	4.161
samw	M	R	oly	4X	84	0.00704	-0.0481917	-0.11732743	-0.22111162	-0.03019312	-0.23586862	0.02160166	-0.15493605	0.09144629	0.11418316	0.06303737	0.19254921	0.04809075	0.01686142	-0.05610196	0.00486125	-0.01783649	0.09143285	0.00076975	0.0896598	0.01676082	0.1488527	0.02073631	0.16502915	-0.00763816	0.19257124	-0.01278475	0.18120527	-0.06486983	0.14832422	-0.1022465	0.10096654	-0.12367666	0.05003248	-0.12898722	0.00031382	-0.12541066	-0.09331272	-0.1071419	-0.14256762	-0.09049142	-0.18674615	-0.0651301	-0.23383458	-0.0058595	-0.21965265	0.05205793	-0.1897493	0.07604274	-0.10561742	0.10080875	-0.05884192	0.1014441	-0.00945113	0.09641737	0.053079	0.08531153	0.14883505	0.03572666	0.19255676	0.02721113	-0.01880206	-0.08209922	0.06202161	-0.03702641	0.11246009	-0.02132001	-0.1478135	-0.02240644	-0.07094894	-0.01681656	0.04668313	-0.01053534	0.13838649	0.00368459	-0.17467396	0.02918494	-0.11793668	0.03120444	-0.0527095	0.03040475	0.01792483	0.02741299	0.11475175	0.0184469	-0.10098124	0.07648721	-0.04656852	0.06778595	0.01431302	0.05745409	0.07404727	0.04239978	0.15075058	0.06197061	0.00766318	-0.03799971	4.119
samw	M	R	oly	4X	85	0.00704	-0.04702953	-0.11682266	-0.2234791	-0.02940804	-0.23840442	0.01528774	-0.14798722	0.09327133	0.11594509	0.06057038	0.19066652	0.04777809	0.01725969	-0.0558388	0.00247019	-0.01787123	0.0918262	0.0015443	0.08961481	0.01657989	0.14743138	0.02081315	0.16484985	-0.00943442	0.1953806	-0.01229262	0.18074858	-0.06341498	0.14806768	-0.10034075	0.10168588	-0.12250169	0.05098292	-0.12886094	0.00121585	-0.12548043	-0.09195569	-0.10559492	-0.14100112	-0.08902473	-0.18592985	-0.06527683	-0.23540264	-0.00664387	-0.21967583	0.05307327	-0.18895025	0.07641969	-0.10471735	0.10077731	-0.05802007	0.10126568	-0.00875821	0.09589527	0.05348825	0.08425086	0.14955101	0.03621855	0.19236003	0.02619802	-0.01736491	-0.08249293	0.06206031	-0.03676279	0.11223219	-0.02162859	-0.15002841	-0.02142953	-0.07247696	-0.016329	0.04614497	-0.00985048	0.13877685	0.00391038	-0.17976188	0.02905918	-0.12246788	0.03054026	-0.05671915	0.02967224	0.01450436	0.02719196	0.11222344	0.01789712	-0.09584934	0.07731113	-0.04291367	0.06794806	0.01629312	0.05717184	0.07464655	0.04289083	0.15096663	0.06149181	0.00750052	-0.03772814	4.106
samw	M	R	oly	4X	86	0.00704	-0.04730816	-0.11739683	-0.22078707	-0.03056264	-0.23610276	0.02160302	-0.15003422	0.09369357	0.11265532	0.06414522	0.19184398	0.04956042	0.01621902	-0.05844678	0.00722179	-0.01841615	0.09230471	0.00000533	0.08990338	0.01610826	0.14323629	0.02058844	0.16373546	-0.00682447	0.19590872	-0.01195614	0.18042691	-0.0642037	0.14921739	-0.10250679	0.10211075	-0.12513544	0.05078982	-0.12976144	0.00097486	-0.12566028	-0.09279869	-0.10705534	-0.1421456	-0.09034493	-0.18651952	-0.06504579	-0.23396327	-0.00554256	-0.2195851	0.05302797	-0.18948616	0.07722751	-0.10475013	0.10128397	-0.05789302	0.10149375	-0.00846103	0.09618185	0.05413017	0.08489802	0.14986797	0.03499429	0.1933327	0.02702986	-0.01841227	-0.08287768	0.06215571	-0.03911403	0.11192859	-0.02282746	-0.14712883	-0.02183538	-0.06992128	-0.01714969	0.04827901	-0.01117166	0.14012887	0.0037226	-0.17678315	0.02933304	-0.1206542	0.03029489	-0.05611791	0.02964692	0.01376304	0.026854	0.1095834	0.01740237	-0.09846734	0.07801866	-0.04588227	0.06858144	0.01297945	0.05778219	0.07106183	0.04378597	0.15030274	0.06561769	0.00914012	-0.03904605	4.23
