Unique_ID,Population,Sex,Treatment,Individual,Side,Centroid Size,Log Centroid Size,ProcCoord1,ProcCoord2,ProcCoord3,ProcCoord4,ProcCoord5,ProcCoord6,ProcCoord7,ProcCoord8,ProcCoord9,ProcCoord10,ProcCoord11,ProcCoord12,ProcCoord13,ProcCoord14,ProcCoord15,ProcCoord16,ProcCoord17,ProcCoord18,ProcCoord19,ProcCoord20,ProcCoord21,ProcCoord22,ProcCoord23,ProcCoord24,ProcCoord25,ProcCoord26,ProcCoord27,ProcCoord28,ProcCoord29,ProcCoord30
G9_F_D_17_L,G9,F,D,17,L,2.484073314,0.909899678,0.249699323,0.067213238,0.239113692,0.022264679,0.267333079,-0.011108981,0.209378376,-0.052921647,0.198804182,-0.029713658,0.167608328,0.025075109,0.138721485,0.083998278,0.066083397,0.019581733,0.067347659,-0.003431795,-0.089111029,-0.029395119,-0.088081077,-0.093114996,-0.317326389,0.161999075,-0.48043166,0.045395029,-0.453189779,-0.031852551,-0.175949587,-0.173988394
G9_F_D_18_L,G9,F,D,18,L,2.73787929,1.007183639,0.254696357,0.06787905,0.238694349,0.021339554,0.269373921,-0.012714888,0.206651505,-0.0541281,0.19569244,-0.031475098,0.171382141,0.024115983,0.138854218,0.085925984,0.055596248,0.022121499,0.057259315,-0.001340164,-0.093187729,-0.031442379,-0.07682353,-0.09484324,-0.32516143,0.165550359,-0.474226901,0.052574004,-0.453923803,-0.03239761,-0.164877102,-0.181164952
G9_F_D_19_L,G9,F,D,19,L,2.90151646,1.065233517,0.253546607,0.071349821,0.237989251,0.022919432,0.268209666,-0.012491868,0.207307576,-0.056911954,0.195452138,-0.03366411,0.171984377,0.026479366,0.135856709,0.091208228,0.063362855,0.020870355,0.064823831,-0.002874605,-0.095650216,-0.028120111,-0.080748529,-0.098312978,-0.323965372,0.158463478,-0.470994337,0.049076759,-0.45357107,-0.02511529,-0.173603487,-0.182876523
G9_F_D_20_U,G9,F,D,20,U,2.56224382,0.940883367,0.248228815,0.07941486,0.233519849,0.027600302,0.266973591,-0.010025599,0.211805229,-0.055004887,0.194438864,-0.034462256,0.165952854,0.026627611,0.129315255,0.095639874,0.06139982,0.01645433,0.068038271,-0.006591523,-0.095050343,-0.041865267,-0.076993785,-0.110656505,-0.308804764,0.162571132,-0.47532405,0.056681475,-0.463506635,-0.014819364,-0.159992973,-0.191564185
G9_F_D_21_U,G9,F,D,21,U,2.801005909,1.029978606,0.25156308,0.068795271,0.243261357,0.023895992,0.2682717,-0.011524901,0.208765547,-0.0566553,0.198298232,-0.032023983,0.169532968,0.023970222,0.133220578,0.087801181,0.064041203,0.020715972,0.065836367,-0.002928154,-0.086127288,-0.027821624,-0.089553359,-0.0983285,-0.327828414,0.160735587,-0.472190316,0.047694386,-0.450020826,-0.029833946,-0.177070829,-0.174492203
G9_F_D_22_U,G9,F,D,22,U,3.024303041,1.106680665,0.248259517,0.071222948,0.24105486,0.023880991,0.270068335,-0.012526536,0.209848229,-0.057456011,0.196304844,-0.033355034,0.170279743,0.025807438,0.133869389,0.089236316,0.063901662,0.021690167,0.068637858,-0.003248506,-0.081932648,-0.027943373,-0.083495801,-0.097706062,-0.329824465,0.158370777,-0.469297666,0.046925946,-0.44965332,-0.026986274,-0.188020536,-0.177912787
G9_F_D_23_U,G9,F,D,23,U,2.443988817,0.893631466,0.247334335,0.069781938,0.244156508,0.025853462,0.271186713,-0.006197947,0.215363882,-0.049843802,0.202869978,-0.028965445,0.165935514,0.023416399,0.136183202,0.081043739,0.062514662,0.016830075,0.061762535,-0.005983238,-0.093184505,-0.029420875,-0.09050388,-0.096882433,-0.310591026,0.154239728,-0.475730229,0.04713612,-0.456502106,-0.025168328,-0.180795584,-0.175839395
G9_F_D_24_U,G9,F,D,24,U,2.510702585,0.920562628,0.246627958,0.072469935,0.239673783,0.027306128,0.268439245,-0.005773738,0.211331468,-0.051030491,0.199931476,-0.027787624,0.167545925,0.024087414,0.136235953,0.082955163,0.067966902,0.015976066,0.070362185,-0.006534877,-0.094781859,-0.034504846,-0.086570763,-0.099585607,-0.315009587,0.155036618,-0.471898067,0.049599191,-0.458004761,-0.020918422,-0.181849859,-0.18129491
G9_F_D_25_U,G9,F,D,25,U,2.668786564,0.981623899,0.24808043,0.069355029,0.241188192,0.023602995,0.267598293,-0.009538717,0.209482256,-0.052602446,0.20103193,-0.029762151,0.168060177,0.023856369,0.139235987,0.081399615,0.06477918,0.018812175,0.069407733,-0.004289917,-0.087499723,-0.027915795,-0.092107682,-0.096153655,-0.326273664,0.158047217,-0.474027163,0.046957622,-0.451962176,-0.026969695,-0.176993768,-0.174798646
G9_F_D_26_U,G9,F,D,26,U,2.691020054,0.989920324,0.254724147,0.073984138,0.235367695,0.02459243,0.265559665,-0.013523348,0.212610145,-0.056014883,0.197779851,-0.032711433,0.164633438,0.023826099,0.134593064,0.08953078,0.058515238,0.018067392,0.062370252,-0.007885394,-0.09077103,-0.030358898,-0.081501184,-0.098542729,-0.326301207,0.172776366,-0.493427978,0.070321105,-0.42278721,-0.047868169,-0.171364885,-0.186193455
G9_F_D_27_U,G9,F,D,27,U,2.788350489,1.025450198,0.250006912,0.069455233,0.241975435,0.022532685,0.272560315,-0.012017989,0.211040587,-0.053540964,0.199479545,-0.031781644,0.168747881,0.022445748,0.133660762,0.086027709,0.054640959,0.020637683,0.05651663,-0.001827635,-0.088434309,-0.028544588,-0.084204989,-0.096792594,-0.317690647,0.1639064,-0.477013487,0.053060811,-0.453258542,-0.03345593,-0.168027051,-0.180104926
G9_F_D_28_U,G9,F,D,28,U,2.611096394,0.959770207,0.248488761,0.070690019,0.242969261,0.025745559,0.267869586,-0.011822518,0.210023839,-0.053609006,0.197485277,-0.030391553,0.169561386,0.024149637,0.13490842,0.086288407,0.067887209,0.019806864,0.070118484,-0.004571395,-0.094148571,-0.029616092,-0.087986467,-0.095716383,-0.314501181,0.157824069,-0.476687897,0.042262468,-0.453772805,-0.025184124,-0.182215302,-0.175855952
G9_F_D_29_U,G9,F,D,29,U,2.755195425,1.013488375,0.250723654,0.070271955,0.240299743,0.023329121,0.26345678,-0.01305042,0.209969907,-0.056436425,0.198264564,-0.033412136,0.168551239,0.024845503,0.135528191,0.08984709,0.058194704,0.022920639,0.062330988,-0.004431324,-0.085235399,-0.030532781,-0.082295959,-0.09846195,-0.324741115,0.165023145,-0.475283319,0.052478429,-0.453071781,-0.028744075,-0.166692195,-0.183646771
G9_F_D_30_U,G9,F,D,30,U,2.909347116,1.067928697,0.251704533,0.07352021,0.242366072,0.02492487,0.269811293,-0.010767864,0.203850319,-0.054956473,0.191884184,-0.030965542,0.167851635,0.026183658,0.137448826,0.087711432,0.061476002,0.02078344,0.063614017,-0.003714469,-0.098053191,-0.030158117,-0.078687525,-0.106748596,-0.324007741,0.16894377,-0.468872182,0.05280967,-0.450549852,-0.025816436,-0.169836389,-0.191749554
G9_F_D_31_U,G9,F,D,31,U,2.949936689,1.081783709,0.246486238,0.071141675,0.244159397,0.025638156,0.267516423,-0.010458172,0.205492165,-0.054389731,0.195363858,-0.03192134,0.175537442,0.022466882,0.134637985,0.085499623,0.066103523,0.020009785,0.067257971,-0.004943087,-0.089084976,-0.028900254,-0.084014189,-0.099069908,-0.329003723,0.160602135,-0.471334457,0.048758377,-0.451656563,-0.026363349,-0.177461096,-0.178070793
G9_F_D_33_U,G9,F,D,33,U,2.828297428,1.039674915,0.248924277,0.071391964,0.243065162,0.025208384,0.269392158,-0.009355333,0.210035859,-0.053203841,0.196977206,-0.031834663,0.168520902,0.025570541,0.136026533,0.085715456,0.062306482,0.018888638,0.061252331,-0.004952103,-0.094136021,-0.030324479,-0.08316231,-0.10172616,-0.320563028,0.161255125,-0.472351001,0.050977747,-0.453721007,-0.025212399,-0.172567544,-0.182398878
G9_F_D_34_U,G9,F,D,34,U,2.877053533,1.056766692,0.247969171,0.07117461,0.242402914,0.022313388,0.264763208,-0.010542533,0.20818952,-0.055645795,0.195121846,-0.032441246,0.169502852,0.023650361,0.136362163,0.089556948,0.066842374,0.020935681,0.067406016,-0.003983563,-0.08663248,-0.029376962,-0.086366655,-0.100338971,-0.326392685,0.16225532,-0.472688877,0.050908624,-0.453199146,-0.029125051,-0.173280222,-0.179340812
G9_F_D_35_U,G9,F,D,35,U,2.72854899,1.003769962,0.248507045,0.071041046,0.241156522,0.024104656,0.27078884,-0.00777873,0.212402746,-0.051879045,0.199465074,-0.031817515,0.167167266,0.025019262,0.136291338,0.082740971,0.066427192,0.01821131,0.06834927,-0.004742895,-0.094455611,-0.029850205,-0.08940751,-0.099155253,-0.326157288,0.154609163,-0.470690194,0.049181351,-0.451665141,-0.02279316,-0.17817955,-0.176890957
G9_F_D_36_U,G9,F,D,36,U,3.021681836,1.105813576,0.248335679,0.070786875,0.241124245,0.023828694,0.267436012,-0.012785499,0.209765103,-0.055801109,0.196319419,-0.033674002,0.171639263,0.025726675,0.133807679,0.091170642,0.064369015,0.021152743,0.069061546,-0.004560484,-0.081856191,-0.028267039,-0.082624945,-0.099307549,-0.331279347,0.157043916,-0.469421025,0.048117942,-0.449967301,-0.025322391,-0.186709154,-0.178109414
G9_F_D_37_U,G9,F,D,37,U,2.983155705,1.092981702,0.250374743,0.069616368,0.240670024,0.021953489,0.268687513,-0.009590965,0.206270575,-0.053817988,0.195243707,-0.032777104,0.172875623,0.024900692,0.137390975,0.087720231,0.061178714,0.023631647,0.067843411,-0.003348794,-0.084585354,-0.027720368,-0.085531315,-0.099650698,-0.32618378,0.161315943,-0.469648647,0.050662404,-0.45086688,-0.032146478,-0.183719308,-0.180748378
G9_F_D_38_U,G9,F,D,38,U,2.805169591,1.031463998,0.251454493,0.072538361,0.244544016,0.022572469,0.272114969,-0.011285885,0.208945406,-0.055698418,0.196389122,-0.032841562,0.16996686,0.026292676,0.137701544,0.088124794,0.054540714,0.021493784,0.058697708,-0.003958655,-0.094733119,-0.029313959,-0.082073394,-0.097996234,-0.318378612,0.157885664,-0.473082401,0.048993165,-0.453469594,-0.02504761,-0.172617711,-0.18175859
G9_F_D_39_U,G9,F,D,39,U,2.801519832,1.030162067,0.247331905,0.071499097,0.23704831,0.024149279,0.266266817,-0.010963653,0.209161403,-0.053477921,0.198114609,-0.03200271,0.168917436,0.023817301,0.136517528,0.086296101,0.060847041,0.019638315,0.064419628,-0.006035752,-0.076271134,-0.031128988,-0.079568819,-0.099609611,-0.326037542,0.159381891,-0.477399993,0.049154567,-0.45618471,-0.020817742,-0.173162477,-0.179900176
G9_F_D_40_U,G9,F,D,40,U,2.864910274,1.052537032,0.251892504,0.067404009,0.242095036,0.021052937,0.265686043,-0.013543918,0.207772478,-0.056067889,0.19491997,-0.033961834,0.165445344,0.025956149,0.13883837,0.088753119,0.063583019,0.02265043,0.066149734,-0.002010744,-0.088667402,-0.028701614,-0.082522689,-0.096050458,-0.325758085,0.163966751,-0.476175171,0.043821529,-0.454210803,-0.027831153,-0.169048348,-0.175437313
G9_F_D_41_U,G9,F,D,41,U,2.987956826,1.094589818,0.248735388,0.070259139,0.240884777,0.024032263,0.267472765,-0.011189669,0.205144603,-0.054403021,0.193111256,-0.032650743,0.169669286,0.025921006,0.135365459,0.087800794,0.070199921,0.022274525,0.074495463,-0.004469944,-0.083319068,-0.027104212,-0.086867676,-0.100070297,-0.326340426,0.158781998,-0.471089174,0.049073959,-0.453112307,-0.029316809,-0.184350268,-0.178938989
G9_F_D_42_U,G9,F,D,42,U,2.775484186,1.020825214,0.250394818,0.069570795,0.242313984,0.024236232,0.271713286,-0.008843229,0.209527088,-0.053027496,0.197705973,-0.031775349,0.167440194,0.02600136,0.137874184,0.084216728,0.061804771,0.018741792,0.063195873,-0.003684541,-0.095324906,-0.030394929,-0.084346468,-0.099248333,-0.32365206,0.157979043,-0.47185478,0.051814031,-0.452499767,-0.027340444,-0.174292191,-0.178245661
G9_F_D_43_U,G9,F,D,43,U,2.757094629,1.014177455,0.248230203,0.071692626,0.24224392,0.0256003,0.267897912,-0.007675976,0.208139691,-0.052682735,0.198897502,-0.032034887,0.167302325,0.025959151,0.139648033,0.085486834,0.059320268,0.018017837,0.061378923,-0.005244047,-0.08402567,-0.033123906,-0.082737983,-0.100624001,-0.321712681,0.15684853,-0.473003768,0.053446908,-0.456386657,-0.023445889,-0.175192019,-0.182220744
G9_F_D_44_U,G9,F,D,44,U,2.376660091,0.865696179,0.251175568,0.07409472,0.238235294,0.025423959,0.266682953,-0.009480312,0.208820701,-0.056493443,0.196005448,-0.032738048,0.167427533,0.026582452,0.133693081,0.094016947,0.065635441,0.02001682,0.066944084,-0.005356471,-0.098876378,-0.030393038,-0.087346976,-0.100540996,-0.299603422,0.172503102,-0.475588761,0.048718421,-0.454774271,-0.03603903,-0.178430295,-0.190315082
G9_F_D_45_U,G9,F,D,45,U,2.850861262,1.047621146,0.251874232,0.069600297,0.243726961,0.021419237,0.270547533,-0.01480185,0.208329061,-0.057500254,0.196744848,-0.03545675,0.170289836,0.02400229,0.139660609,0.090303753,0.059065686,0.024640805,0.062175518,-0.003517684,-0.089575948,-0.025746745,-0.082317939,-0.092231499,-0.333104245,0.156165712,-0.470029935,0.048125812,-0.448922825,-0.031037619,-0.178463392,-0.173965506
G9_F_D_46_U,G9,F,D,46,U,2.938228662,1.077806904,0.248386963,0.070036594,0.241227929,0.022412292,0.267020694,-0.010751449,0.207760253,-0.055135674,0.198300565,-0.033214239,0.176009757,0.023498221,0.137454173,0.087451565,0.060983909,0.021511091,0.06491045,-0.004039683,-0.089657513,-0.030100875,-0.08479951,-0.098626031,-0.332609294,0.160801549,-0.471863661,0.048012536,-0.448568827,-0.026064323,-0.174555888,-0.175791575
G9_F_D_47_U,G9,F,D,47,U,2.518167703,0.923531535,0.249046668,0.068790766,0.235145519,0.023881499,0.257994881,-0.009457498,0.209824626,-0.048744223,0.197912465,-0.028348558,0.168307777,0.024900021,0.144258369,0.08546009,0.075430356,0.021176336,0.077942906,-0.003049729,-0.092596567,-0.030957181,-0.088252493,-0.094378487,-0.315308592,0.162429687,-0.472462959,0.046735581,-0.453354609,-0.033107002,-0.193888346,-0.185331302
G9_F_D_48_U,G9,F,D,48,U,2.738575163,1.007437772,0.2506162,0.070469652,0.240936456,0.024866154,0.266309932,-0.007468274,0.210810489,-0.052414257,0.19858548,-0.031513261,0.16810264,0.023753168,0.140011015,0.086940954,0.066006783,0.018947934,0.071434403,-0.005261179,-0.097021887,-0.030786732,-0.091412354,-0.099791761,-0.325185348,0.15373741,-0.470345181,0.049159885,-0.451943022,-0.022135638,-0.176905605,-0.178504056
G9_F_D_49_U,G9,F,D,49,U,2.893484795,1.062461587,0.247997863,0.070935104,0.240037741,0.024056393,0.266153969,-0.011771992,0.20692406,-0.054839456,0.196503164,-0.03294641,0.167792899,0.026405839,0.139965421,0.08957108,0.067629286,0.022020832,0.068507732,-0.003972592,-0.087453504,-0.031582873,-0.085363787,-0.101983866,-0.332458768,0.160814859,-0.468805125,0.05187186,-0.449514645,-0.02594404,-0.177916308,-0.182634737
G9_F_D_50_U,G9,F,D,50,U,2.916637656,1.070431465,0.245615157,0.073216872,0.235286897,0.024991367,0.26283647,-0.010029917,0.208310012,-0.059704832,0.196063648,-0.034583214,0.165144921,0.024588546,0.132558989,0.088711719,0.06939059,0.019452674,0.072347863,-0.004029377,-0.081887626,-0.029997681,-0.071551116,-0.099080279,-0.324261824,0.164877702,-0.475599661,0.050521924,-0.458996611,-0.025745488,-0.175257709,-0.183190016
G9_F_D_51_U,G9,F,D,51,U,2.721506636,1.001185637,0.250000379,0.067552192,0.242078396,0.023703864,0.266026401,-0.010812235,0.206785339,-0.05298287,0.196294057,-0.031798607,0.172922075,0.024479362,0.13628874,0.08674736,0.065005075,0.020496653,0.066741619,-0.001783155,-0.090563433,-0.028233041,-0.088896162,-0.097325398,-0.319840244,0.163214867,-0.474643815,0.04680912,-0.45346388,-0.030265674,-0.174734547,-0.179802439
G9_F_D_52_U,G9,F,D,52,U,2.893028795,1.062303979,0.250269901,0.069858613,0.237798126,0.022870839,0.266358705,-0.01002289,0.207375668,-0.054956464,0.196371515,-0.032957857,0.169726856,0.025845572,0.140862091,0.087452253,0.065634066,0.021604431,0.069235119,-0.002710421,-0.091158203,-0.030160931,-0.084508454,-0.098710791,-0.325943649,0.160509357,-0.47287778,0.049199714,-0.451141467,-0.028535055,-0.178002495,-0.179286371
G9_F_D_53_U,G9,F,D,53,U,2.887073422,1.060243332,0.252717531,0.071992046,0.242821977,0.02483236,0.270227063,-0.0100152,0.211487661,-0.053782987,0.202308259,-0.031172316,0.171001913,0.024342354,0.134198143,0.087643239,0.054763998,0.01974328,0.057680338,-0.004714693,-0.095420109,-0.033306452,-0.088254066,-0.101652649,-0.322455086,0.157288028,-0.471035928,0.052358126,-0.451021475,-0.022206043,-0.169020219,-0.181349094
G9_F_D_54_U,G9,F,D,54,U,2.70926386,0.99667696,0.249200815,0.070204874,0.242003016,0.022944802,0.26908197,-0.0097788,0.210240154,-0.0531638,0.197462103,-0.033302021,0.168115308,0.025543155,0.134282918,0.089026293,0.056679454,0.021027649,0.058821288,-0.005674812,-0.088741849,-0.030431913,-0.083459487,-0.101754807,-0.317494488,0.161373374,-0.476544322,0.055500662,-0.456001985,-0.02706541,-0.163644895,-0.184449246
G9_F_S_01_L,G9,F,S,1,L,2.461109751,0.900612367,0.249911757,0.069820692,0.241830366,0.023906531,0.271490607,-0.009817773,0.210217679,-0.054280994,0.19765862,-0.032504088,0.165972173,0.025668176,0.139040185,0.084272634,0.054518943,0.019507192,0.056418611,-0.005582748,-0.08858198,-0.033422085,-0.078760851,-0.09411145,-0.315675672,0.160246497,-0.480917937,0.050714252,-0.45703383,-0.027361662,-0.166088669,-0.177055175
G9_F_S_01_R,G9,F,S,1,R,2.449964305,0.896073455,0.250313907,0.070489196,0.243232283,0.024083689,0.269662828,-0.011620923,0.210367152,-0.055720623,0.197202605,-0.033146018,0.163979062,0.026400568,0.137974597,0.084999771,0.059946805,0.020786321,0.060725748,-0.00575783,-0.095162996,-0.031457968,-0.080615796,-0.092886483,-0.310689824,0.161138242,-0.481296875,0.046131745,-0.458921069,-0.028553176,-0.166718426,-0.174886509
G9_F_S_02_L,G9,F,S,2,L,2.71487966,0.998747628,0.249094836,0.068171354,0.242232507,0.022768363,0.26992215,-0.009465097,0.210901303,-0.053846522,0.199062685,-0.029942783,0.165350277,0.024922562,0.140006381,0.084662172,0.061502587,0.020773158,0.065605952,-0.00509296,-0.093546093,-0.028242135,-0.087275933,-0.097219772,-0.320385585,0.157686665,-0.475784496,0.04844359,-0.453413418,-0.027701158,-0.173273152,-0.175917437
G9_F_S_02_R,G9,F,S,2,R,2.70757325,0.996052754,0.248105849,0.068554807,0.242121685,0.022750343,0.267400298,-0.010245619,0.212292996,-0.051123266,0.199598081,-0.029702744,0.170029196,0.023942586,0.138936449,0.084081787,0.060513022,0.019922917,0.061957223,-0.004954282,-0.090898767,-0.028726172,-0.089519151,-0.097750111,-0.318439804,0.159689291,-0.476792203,0.048287234,-0.454348309,-0.027583471,-0.170956567,-0.177143299
G9_F_S_03_L,G9,F,S,3,L,2.570443686,0.944078525,0.25099591,0.069115315,0.241545917,0.022916531,0.268485771,-0.011095104,0.205761984,-0.053297085,0.195339079,-0.031517313,0.173522136,0.024534528,0.134663988,0.087771871,0.060451501,0.021134986,0.06394051,-0.005487439,-0.085204646,-0.030825973,-0.082292672,-0.096031817,-0.321667116,0.162239818,-0.475903333,0.048387644,-0.45327394,-0.029147405,-0.17636509,-0.178698555
G9_F_S_03_R,G9,F,S,3,R,2.57411781,0.945506877,0.250177529,0.06909771,0.240070987,0.025691679,0.268530781,-0.008776421,0.208051035,-0.053407789,0.197745529,-0.029963435,0.170634184,0.025412921,0.132057704,0.087142134,0.063300341,0.019263905,0.065709951,-0.005032068,-0.088647843,-0.032406778,-0.083541609,-0.100330404,-0.321569899,0.160339117,-0.47213697,0.05311842,-0.454046576,-0.025982439,-0.176335145,-0.184166551
G9_F_S_04_L,G9,F,S,4,L,2.731488699,1.004846772,0.25067012,0.066346803,0.238576432,0.021110579,0.269064193,-0.013364792,0.206971226,-0.05520851,0.19759028,-0.032811492,0.167580146,0.025100431,0.141398951,0.087066102,0.061195166,0.024120488,0.060830752,-0.001746991,-0.088263459,-0.026133388,-0.084942438,-0.093770138,-0.320630824,0.168916732,-0.477441561,0.051962002,-0.450588523,-0.042718303,-0.172010462,-0.178869525
G9_F_S_04_R,G9,F,S,4,R,2.727457589,1.003369889,0.250588764,0.067371652,0.23997884,0.02178429,0.266035384,-0.014258298,0.206131646,-0.055093869,0.197011363,-0.03307547,0.168003021,0.025445917,0.13801977,0.087823576,0.061664777,0.024516618,0.06430366,-0.002142184,-0.090935307,-0.026910463,-0.081375407,-0.09390325,-0.314940718,0.168404338,-0.479440789,0.051660441,-0.454327338,-0.041183821,-0.170717666,-0.180439477
G9_F_S_05_L,G9,F,S,5,L,2.636586887,0.969485235,0.249315579,0.071745826,0.242081144,0.025637193,0.269911487,-0.007011274,0.212421874,-0.053117396,0.199254541,-0.030681988,0.172813432,0.024890084,0.133431628,0.087146532,0.058007649,0.01994544,0.060863344,-0.006448476,-0.090028977,-0.03217173,-0.089147978,-0.100837139,-0.312993803,0.160591374,-0.474077409,0.050479686,-0.451285756,-0.026885996,-0.180566755,-0.183282136
G9_F_S_05_R,G9,F,S,5,R,2.642545702,0.971742734,0.248924776,0.071742381,0.245224607,0.025019653,0.271791269,-0.008770073,0.211164053,-0.052752351,0.197985601,-0.03244235,0.173609579,0.023388227,0.133764438,0.088762088,0.055919089,0.019685634,0.061589931,-0.00652817,-0.093663397,-0.030987714,-0.091392775,-0.099613792,-0.31714383,0.158509967,-0.47296816,0.049142332,-0.451687031,-0.024162182,-0.173118151,-0.180993648
G9_F_S_06_L,G9,F,S,6,L,3.035479229,1.110369313,0.251202739,0.06791856,0.239601743,0.022160838,0.269804427,-0.010222999,0.212811102,-0.053667177,0.198301594,-0.030850567,0.172959916,0.024209175,0.13963988,0.088101585,0.059103461,0.02242524,0.063354499,-0.003240265,-0.092609827,-0.030852878,-0.091486585,-0.09816192,-0.320478221,0.161106026,-0.474067771,0.044544777,-0.448675733,-0.02939344,-0.179461222,-0.174076957
G9_F_S_06_R,G9,F,S,6,R,3.048601241,1.114682876,0.249723834,0.067424849,0.241250037,0.022045339,0.26784408,-0.010097931,0.212323306,-0.050898083,0.19978959,-0.03169403,0.172003021,0.024595828,0.137254755,0.086176732,0.062047911,0.02094103,0.063936608,-0.0029295,-0.091597617,-0.030886806,-0.09386601,-0.100829164,-0.323060071,0.161040936,-0.474876215,0.046159655,-0.449658773,-0.026905746,-0.173114456,-0.174143109
G9_F_S_07_L,G9,F,S,7,L,2.908838749,1.067753946,0.248358588,0.068965866,0.241035815,0.022610949,0.268937042,-0.006205739,0.211235106,-0.051631647,0.198450389,-0.028624711,0.168824182,0.023671365,0.135327211,0.085062782,0.065894219,0.017480427,0.067615774,-0.005998379,-0.086759256,-0.032261494,-0.086019845,-0.102074414,-0.331382188,0.155113931,-0.472241865,0.05097793,-0.449722438,-0.021267135,-0.179552734,-0.175819733
G9_F_S_07_R,G9,F,S,7,R,2.90667433,1.067009586,0.249038693,0.068855381,0.240150825,0.024088503,0.266043746,-0.007591669,0.211983005,-0.051962766,0.199439298,-0.028771866,0.169226515,0.024617485,0.135778801,0.083398294,0.06594588,0.019473725,0.069457896,-0.005469298,-0.084113518,-0.030711242,-0.088678583,-0.101768353,-0.328862479,0.154774753,-0.472715656,0.049170493,-0.450859612,-0.021617183,-0.181834811,-0.176486256
G9_F_S_08_L,G9,F,S,8,L,2.763676759,1.016561952,0.250937717,0.067927526,0.23865658,0.024001939,0.269676809,-0.007234984,0.211860655,-0.051761853,0.200959335,-0.031318612,0.17116005,0.025001661,0.141965029,0.083585942,0.05577379,0.01877338,0.060799331,-0.005552645,-0.086750106,-0.028042223,-0.086654274,-0.098244087,-0.32710393,0.155642311,-0.472365257,0.048447316,-0.450877588,-0.023211771,-0.178038139,-0.178013901
G9_F_S_08_R,G9,F,S,8,R,2.769833533,1.018787222,0.248957009,0.069083097,0.243341822,0.023613516,0.27087469,-0.006471721,0.211907399,-0.051622126,0.20071787,-0.030897565,0.172715755,0.024514313,0.141570127,0.084294535,0.056155965,0.019135398,0.0585971,-0.005470131,-0.088135791,-0.028760557,-0.092259586,-0.102795117,-0.330321169,0.15360304,-0.467568161,0.050559097,-0.450903946,-0.021924869,-0.175649084,-0.176860911
G9_F_S_09_L,G9,F,S,9,L,2.638539249,0.970225449,0.249137353,0.069748219,0.239598991,0.024196322,0.267515511,-0.009803665,0.20514974,-0.053676621,0.194903549,-0.030886004,0.169107371,0.025193736,0.13841893,0.084796786,0.061321396,0.01835936,0.063616366,-0.006522889,-0.086032413,-0.033997352,-0.075431347,-0.096903403,-0.325900444,0.162007039,-0.477606545,0.053003771,-0.455983249,-0.025976847,-0.16781521,-0.179538453
G9_F_S_09_R,G9,F,S,9,R,2.635562846,0.969096763,0.248534471,0.069661985,0.238991376,0.022728188,0.26807135,-0.009451509,0.205163634,-0.052152752,0.195783136,-0.032010274,0.166570399,0.024264374,0.135879598,0.082185495,0.058110268,0.018612424,0.061954147,-0.005807427,-0.074493074,-0.034023562,-0.070154254,-0.095930176,-0.333995233,0.163187258,-0.475440769,0.056464583,-0.457258081,-0.025459873,-0.167716969,-0.182268733
G9_F_S_10_L,G9,F,S,10,L,2.387971207,0.870444138,0.248164518,0.068441854,0.240467893,0.021660954,0.265401195,-0.01119622,0.210481506,-0.055712528,0.198179232,-0.03517154,0.16550697,0.023493827,0.133798444,0.08679762,0.065284126,0.02023482,0.064664952,-0.005902295,-0.08532772,-0.025727899,-0.072473439,-0.089933869,-0.319145007,0.162052966,-0.481355819,0.047316657,-0.458157696,-0.033562013,-0.175489156,-0.172792332
G9_F_S_10_R,G9,F,S,10,R,2.391859677,0.872071171,0.246594505,0.071435498,0.239916529,0.025129179,0.265324723,-0.008570637,0.209636204,-0.053805738,0.195381208,-0.031735432,0.167468923,0.026831072,0.134953856,0.086481018,0.066292103,0.021384856,0.068329825,-0.005455107,-0.087286568,-0.03006596,-0.079668946,-0.101224843,-0.316012253,0.166405461,-0.47338955,0.051324795,-0.454307841,-0.030154494,-0.183232719,-0.187979669
G9_F_S_11_L,G9,F,S,11,L,2.659409297,0.978104029,0.252697471,0.070617846,0.24223241,0.023150828,0.269052769,-0.00909252,0.208326961,-0.053584227,0.197874367,-0.032182267,0.171230092,0.024842842,0.135216065,0.087533215,0.055033999,0.021016566,0.058898653,-0.005221487,-0.086900398,-0.032072349,-0.079749318,-0.099323403,-0.321791326,0.163689961,-0.472119378,0.052152609,-0.452092509,-0.030799362,-0.177909858,-0.180728251
G9_F_S_11_R,G9,F,S,11,R,2.663376011,0.979594495,0.251166944,0.070155264,0.245271023,0.025841756,0.270952811,-0.008902483,0.208556174,-0.052774223,0.198012769,-0.031628392,0.170617486,0.024350177,0.131748204,0.086631653,0.054670915,0.019113257,0.058078667,-0.005106157,-0.089637484,-0.034327413,-0.078072668,-0.099795327,-0.320364114,0.163133746,-0.472452323,0.053943523,-0.45245573,-0.028940481,-0.176092674,-0.1816949
G9_F_S_12_L,G9,F,S,12,L,2.849850677,1.047266599,0.249381964,0.070497969,0.234486521,0.02319636,0.265373014,-0.006859413,0.208219547,-0.054185361,0.196093307,-0.031445739,0.167663997,0.024731067,0.138916853,0.085025835,0.068225349,0.019633665,0.072220155,-0.006072446,-0.085900538,-0.029248209,-0.077665427,-0.099228552,-0.331778817,0.157710499,-0.472054305,0.05216179,-0.452833172,-0.023543472,-0.180348448,-0.182373994
