Unique_ID,Population,Sex,Treatment,Individual,Side,Centroid Size,Log Centroid Size,ProcCoord1,ProcCoord2,ProcCoord3,ProcCoord4,ProcCoord5,ProcCoord6,ProcCoord7,ProcCoord8,ProcCoord9,ProcCoord10,ProcCoord11,ProcCoord12,ProcCoord13,ProcCoord14,ProcCoord15,ProcCoord16,ProcCoord17,ProcCoord18,ProcCoord19,ProcCoord20,ProcCoord21,ProcCoord22,ProcCoord23,ProcCoord24,ProcCoord25,ProcCoord26,ProcCoord27,ProcCoord28,ProcCoord29,ProcCoord30
G9_F_C_16_L,G9,F,C,16,L,2.663517112,0.979647472,0.252718575,0.067214119,0.240079811,0.022232523,0.266466648,-0.009478523,0.21086795,-0.053596002,0.19931348,-0.030021821,0.168728265,0.024652739,0.140232564,0.090060779,0.058823623,0.023067689,0.060950066,-0.003123765,-0.091551713,-0.029593754,-0.090293285,-0.101243241,-0.312988055,0.163511809,-0.476053436,0.048358859,-0.452605257,-0.032040197,-0.174689237,-0.180001216
G9_F_C_16_R,G9,F,C,16,R,2.66395514,0.979811913,0.249594928,0.069083171,0.240851602,0.023761193,0.266061017,-0.008111967,0.212744857,-0.05424826,0.199320229,-0.032795407,0.169066744,0.024078711,0.138065099,0.088007897,0.059046708,0.021381936,0.063063963,-0.005232266,-0.093838701,-0.030662989,-0.087248032,-0.099782709,-0.315851318,0.162524746,-0.475548713,0.050304859,-0.454959993,-0.030415196,-0.170368389,-0.177893718
G9_F_C_17_L,G9,F,C,17,L,2.665766626,0.980491681,0.250368918,0.070654263,0.23542853,0.023218367,0.266555316,-0.009863672,0.208616452,-0.053642495,0.198248662,-0.031927924,0.159632544,0.026477474,0.138294291,0.088298988,0.061956903,0.018780693,0.063442086,-0.005516792,-0.083823266,-0.033510552,-0.076691186,-0.098964409,-0.315826426,0.167385628,-0.480243896,0.054215328,-0.456356375,-0.03031227,-0.169602554,-0.185292626
G9_F_C_17_R,G9,F,C,17,R,2.686083609,0.988084225,0.247421712,0.069990353,0.23900631,0.023083835,0.26702897,-0.010264191,0.211239938,-0.052980638,0.197409645,-0.032005476,0.164177464,0.024435803,0.137715972,0.0878273,0.060996379,0.019458447,0.06327155,-0.005359413,-0.086784506,-0.032996615,-0.080332713,-0.099281173,-0.32029219,0.166617851,-0.476891353,0.053691992,-0.455271948,-0.030809353,-0.168695231,-0.181408721
G9_F_C_18_L,G9,F,C,18,L,2.455406619,0.898292377,0.244097755,0.072128897,0.234964009,0.025558935,0.261961652,-0.007117528,0.207983513,-0.051109943,0.196256485,-0.03046933,0.163446219,0.024739783,0.136094184,0.088066803,0.069706703,0.016672245,0.073916539,-0.006809971,-0.084871267,-0.035675045,-0.075728054,-0.10115952,-0.307362909,0.162868372,-0.482592927,0.056007668,-0.463305099,-0.028351736,-0.174566802,-0.18534963
G9_F_C_18_R,G9,F,C,18,R,2.469343464,0.903952311,0.242016266,0.072493687,0.236316229,0.025427426,0.263109945,-0.006421401,0.208323784,-0.050677246,0.195021577,-0.030067555,0.163133618,0.025843626,0.137837873,0.08692422,0.071166939,0.017898648,0.07454032,-0.007767991,-0.084603358,-0.035532202,-0.080328823,-0.103096599,-0.308955385,0.16247173,-0.480496485,0.05626997,-0.462507436,-0.027295623,-0.174575066,-0.18647069
G9_F_C_19_L,G9,F,C,19,L,2.557320194,0.938959911,0.249831441,0.070783058,0.236004211,0.022097719,0.26621603,-0.012760231,0.207962567,-0.05443838,0.196077075,-0.032889037,0.164821312,0.025555617,0.137916506,0.088828717,0.060202328,0.02181435,0.062237966,-0.005889352,-0.089507928,-0.031176334,-0.075730052,-0.097907579,-0.319202704,0.167741088,-0.478290778,0.057250934,-0.457643844,-0.033109283,-0.160894131,-0.185901288
G9_F_C_19_R,G9,F,C,19,R,2.56476318,0.941866147,0.247995774,0.068526344,0.240881137,0.024248678,0.265720948,-0.010671217,0.20893322,-0.054339079,0.195910563,-0.032531946,0.166128317,0.025539396,0.135368649,0.087725293,0.056933655,0.020643752,0.060261778,-0.006658174,-0.087440344,-0.032324069,-0.074068363,-0.096916536,-0.3147101,0.166358976,-0.481283845,0.057110219,-0.459427911,-0.032102591,-0.161203479,-0.184609047
G9_F_C_20_L,G9,F,C,20,L,2.48599743,0.910673959,0.251921776,0.067456987,0.239809684,0.022185109,0.267173659,-0.012082692,0.209834032,-0.054547738,0.199958113,-0.031902446,0.169579268,0.022912502,0.13547256,0.088463555,0.065548717,0.020742115,0.067895017,-0.002985486,-0.095344617,-0.027974361,-0.087213372,-0.090759202,-0.318595321,0.158761101,-0.476955341,0.049094886,-0.452824489,-0.035623568,-0.176259686,-0.173740761
G9_F_C_20_R,G9,F,C,20,R,2.49326605,0.913593518,0.248806282,0.072744096,0.240669949,0.025443536,0.266430023,-0.015192164,0.210857203,-0.054989566,0.200218884,-0.033493065,0.169562818,0.021447882,0.133840885,0.086751685,0.066459568,0.019659459,0.067779841,-0.00514212,-0.091807768,-0.029301417,-0.086135166,-0.089499524,-0.317518525,0.160840458,-0.477042622,0.047201819,-0.455524037,-0.034940577,-0.176597336,-0.171530502
G9_F_C_21_L,G9,F,C,21,L,2.741671976,1.008567944,0.252583136,0.069403628,0.238590397,0.021831889,0.26531894,-0.009127949,0.205829899,-0.054677078,0.197698686,-0.032239709,0.172821138,0.022483242,0.137298518,0.088730517,0.059927057,0.020692352,0.063243307,-0.00426232,-0.090814977,-0.029818496,-0.081130317,-0.097969519,-0.323224942,0.163467494,-0.477136581,0.051998783,-0.452034386,-0.030592914,-0.168969874,-0.17991992
G9_F_C_21_R,G9,F,C,21,R,2.763793343,1.016604136,0.25148397,0.069919525,0.243686509,0.023084566,0.266014841,-0.011235452,0.208419366,-0.052561635,0.197232475,-0.031788422,0.16924534,0.023765307,0.136101286,0.087792587,0.063066844,0.020141152,0.063353792,-0.003396292,-0.093999561,-0.031860333,-0.084225879,-0.100426663,-0.326853015,0.160830873,-0.47281081,0.053171253,-0.451048115,-0.027938782,-0.169667042,-0.179497687
G9_F_C_22_L,G9,F,C,22,L,3.010952551,1.102256491,0.249551327,0.069522,0.24071931,0.021994358,0.26811963,-0.011594017,0.207441364,-0.054456208,0.197333493,-0.03153405,0.168634171,0.024135691,0.137380929,0.088676124,0.065560033,0.020724974,0.066861041,-0.001360688,-0.090597147,-0.028228498,-0.084196721,-0.097075824,-0.321365129,0.162590365,-0.473148844,0.045505757,-0.452759295,-0.028853306,-0.179534162,-0.180046677
G9_F_C_22_R,G9,F,C,22,R,3.021119915,1.105627596,0.249471966,0.069551389,0.246363734,0.023076727,0.268240316,-0.013383573,0.208711388,-0.054427933,0.198175404,-0.030960321,0.16706163,0.024558968,0.135874571,0.088025885,0.061826945,0.021451219,0.063886545,-0.003602181,-0.089648475,-0.028440062,-0.082703576,-0.096514859,-0.323932877,0.160984004,-0.472330635,0.044923695,-0.451723952,-0.026194546,-0.179272985,-0.179048413
G9_F_C_23_L,G9,F,C,23,L,2.86799493,1.053613155,0.249341145,0.068476109,0.236107345,0.021278214,0.266000964,-0.012985077,0.202144548,-0.055359901,0.194732085,-0.032958952,0.169437239,0.02281805,0.13980466,0.088509043,0.069525254,0.02218781,0.069929932,-0.00241808,-0.087644314,-0.026668172,-0.078887356,-0.098423619,-0.330934007,0.164552416,-0.476659019,0.049633733,-0.452343406,-0.031548012,-0.170555071,-0.177093563
G9_F_C_23_R,G9,F,C,23,R,2.871892326,1.054971159,0.249185237,0.071107271,0.239933562,0.023538117,0.26704086,-0.011257593,0.203782061,-0.054320411,0.195437092,-0.032445403,0.169399311,0.024723743,0.136176348,0.090115732,0.065685056,0.021032101,0.067603391,-0.0032621,-0.086716771,-0.030020769,-0.081360324,-0.102225682,-0.322715427,0.162090805,-0.474329213,0.0527723,-0.453469787,-0.02920284,-0.175651395,-0.182645273
G9_F_C_24_L,G9,F,C,24,L,2.768164795,1.018184572,0.24890668,0.071146425,0.238872153,0.024294367,0.269806404,-0.009292155,0.206723298,-0.053520318,0.1978662,-0.030031931,0.17176387,0.024007802,0.138435553,0.087215623,0.061990176,0.019963799,0.065731963,-0.004584173,-0.091240695,-0.031717965,-0.087570209,-0.099724354,-0.314052409,0.16155364,-0.476403246,0.048284055,-0.454603191,-0.028768117,-0.176226546,-0.178826698
G9_F_C_24_R,G9,F,C,24,R,2.756323122,1.013897589,0.247980979,0.070976187,0.240426524,0.02400908,0.266795966,-0.008353246,0.20800094,-0.053409989,0.197503724,-0.030626012,0.170045608,0.023610415,0.137709085,0.08555571,0.066596828,0.020433278,0.070160148,-0.00379692,-0.089741935,-0.030931447,-0.091187356,-0.101498716,-0.321009213,0.161647394,-0.474320337,0.048920062,-0.452005445,-0.028191689,-0.176955519,-0.178344107
G9_F_C_25_L,G9,F,C,25,L,2.267667036,0.818751565,0.249688292,0.067598017,0.239193356,0.022484753,0.262903672,-0.01083187,0.20845917,-0.053034466,0.197384532,-0.031437819,0.165013914,0.024381938,0.138371369,0.089106358,0.062248401,0.019755746,0.06471514,-0.004230931,-0.078847407,-0.030088532,-0.075753156,-0.092262273,-0.309122395,0.162490404,-0.484557283,0.046746557,-0.459755149,-0.032183157,-0.179942456,-0.178494726
G9_F_C_25_R,G9,F,C,25,R,2.265018487,0.817582921,0.247693766,0.066769139,0.238310002,0.022811142,0.263836626,-0.009414058,0.208259547,-0.053722147,0.198296823,-0.030202942,0.169766183,0.023941501,0.137963877,0.086155833,0.063956895,0.019006225,0.065255931,-0.003984027,-0.082407942,-0.028569998,-0.080491412,-0.093427719,-0.310468582,0.163708434,-0.483888299,0.046230728,-0.459028879,-0.033416162,-0.177054538,-0.17588595
G9_F_C_26_L,G9,F,C,26,L,2.188212167,0.783084848,0.250830313,0.068384213,0.235225393,0.0227795,0.263410871,-0.011397373,0.203726351,-0.05392218,0.195502469,-0.03141556,0.165356286,0.026036503,0.140901807,0.088181025,0.066365103,0.018869881,0.065632449,-0.002986618,-0.086569196,-0.032207806,-0.075013375,-0.094271773,-0.31242726,0.167630652,-0.482591084,0.04855358,-0.460337281,-0.03205763,-0.170012846,-0.182176415
G9_F_C_26_R,G9,F,C,26,R,2.198148906,0.7876156,0.250857716,0.069730214,0.238362647,0.023613584,0.263885687,-0.010189819,0.205940544,-0.053084176,0.197122318,-0.031120376,0.165094247,0.024819365,0.139683055,0.085900974,0.061844576,0.018488128,0.061755137,-0.002725306,-0.085270844,-0.032045078,-0.074497301,-0.096983172,-0.313325128,0.165574764,-0.481396638,0.050595761,-0.459457857,-0.030076353,-0.170598158,-0.18249851
G9_F_C_27_L,G9,F,C,27,L,2.721106276,1.001038517,0.251359693,0.071037462,0.240559611,0.022250356,0.265801539,-0.012714778,0.208751678,-0.056980887,0.196903054,-0.03570488,0.165602985,0.025678294,0.140246241,0.092779516,0.058433088,0.022223651,0.061314306,-0.004524441,-0.085559635,-0.028170263,-0.080670067,-0.09993652,-0.327591139,0.164802917,-0.473067566,0.050626016,-0.450718084,-0.029198852,-0.171365702,-0.182167591
G9_F_C_27_R,G9,F,C,27,R,2.720584546,1.000846764,0.250666232,0.070165732,0.239992894,0.022654018,0.265555653,-0.009868997,0.210311451,-0.055279901,0.196832142,-0.033993633,0.168757483,0.025266814,0.139086998,0.090974255,0.059053396,0.021914715,0.06228028,-0.004373214,-0.086513501,-0.02998932,-0.081260506,-0.098729904,-0.32413345,0.163996728,-0.471523578,0.049808658,-0.451926773,-0.028239714,-0.177178722,-0.184306236
G9_F_C_28_L,G9,F,C,28,L,2.585970296,0.950100794,0.251421037,0.065750038,0.241472157,0.019916678,0.269852322,-0.010041859,0.210236316,-0.050742537,0.200558677,-0.030802036,0.169962526,0.022966852,0.137621571,0.084935466,0.056880209,0.020021608,0.058492611,-0.003636491,-0.095547522,-0.027595281,-0.085205099,-0.092245975,-0.313621086,0.164526271,-0.480748388,0.047785487,-0.453739106,-0.034748024,-0.167636223,-0.176090198
G9_F_C_28_R,G9,F,C,28,R,2.583715179,0.949228355,0.250094297,0.068693056,0.244028851,0.021911779,0.268171234,-0.011529873,0.210021278,-0.05290441,0.200693883,-0.030091637,0.170147153,0.022253293,0.139672338,0.082940009,0.052291786,0.021554829,0.054199323,-0.002697082,-0.088451389,-0.02896858,-0.083270974,-0.093239033,-0.314243699,0.164062813,-0.482271473,0.050619152,-0.452617276,-0.034948105,-0.168465332,-0.17765621
